metric,bps,comparison,mean,t,pos,cells
Sharpe,0,FWD - RANDH  (idea 82's isolate: held draw),-0.011110682937529343,-0.9864085657821519,2,8
Sharpe,0,FWD - RANDW  (the queue's arm: weekly re-draw),-0.023561986817025343,-2.2649972015007163,1,8
Sharpe,0,RANDH- RANDW (the PERSISTENCE leg alone),-0.012451303879496,-1.8230827026907783,2,8
Sharpe,0,EWall- FWD   (idea 82's headline),0.03263599374347936,3.344359272712832,7,8
Sharpe,10,FWD - RANDH  (idea 82's isolate: held draw),-0.02128485786416702,-1.734572719562976,1,8
Sharpe,10,FWD - RANDW  (the queue's arm: weekly re-draw),0.2883392993418684,11.193829210844406,8,8
Sharpe,10,RANDH- RANDW (the PERSISTENCE leg alone),0.3096241572060355,10.911522391668527,8,8
Sharpe,10,EWall- FWD   (idea 82's headline),0.04665137249799338,4.029205466815824,7,8
Sharpe,30,FWD - RANDH  (idea 82's isolate: held draw),-0.04158644514419867,-2.796206213507672,1,8
Sharpe,30,FWD - RANDW  (the queue's arm: weekly re-draw),0.905840181438581,10.824271202464185,8,8
Sharpe,30,RANDH- RANDW (the PERSISTENCE leg alone),0.9474266265827795,10.49552549615874,8,8
Sharpe,30,EWall- FWD   (idea 82's headline),0.07464904122792868,4.819337192426863,8,8
CAGR,0,FWD - RANDH  (idea 82's isolate: held draw),0.015738254690450107,4.830394038859862,8,8
CAGR,0,FWD - RANDW  (the queue's arm: weekly re-draw),0.015675218988114494,5.9316070581880895,8,8
CAGR,0,RANDH- RANDW (the PERSISTENCE leg alone),-6.303570233561276e-05,-0.07491926780042407,3,8
CAGR,0,EWall- FWD   (idea 82's headline),-0.016832557570549606,-5.571476441722817,0,8
CAGR,10,FWD - RANDH  (idea 82's isolate: held draw),0.012519401101224025,4.299496231554581,8,8
CAGR,10,FWD - RANDW  (the queue's arm: weekly re-draw),0.052048599397376875,10.190548090124238,8,8
CAGR,10,RANDH- RANDW (the PERSISTENCE leg alone),0.039529198296152854,10.679118868223245,8,8
CAGR,10,EWall- FWD   (idea 82's headline),-0.012830424915201782,-4.9301927581296185,0,8
CAGR,30,FWD - RANDH  (idea 82's isolate: held draw),0.006281260511535627,2.534208042551714,6,8
CAGR,30,FWD - RANDW  (the queue's arm: weekly re-draw),0.11861883975419465,11.528933222465321,8,8
CAGR,30,RANDH- RANDW (the PERSISTENCE leg alone),0.11233757924265904,11.071342423332743,8,8
CAGR,30,EWall- FWD   (idea 82's headline),-0.005065275581261269,-2.387421763265174,1,8
MaxDD,0,FWD - RANDH  (idea 82's isolate: held draw),-0.012484358248487114,-4.5876402465428185,0,8
MaxDD,0,FWD - RANDW  (the queue's arm: weekly re-draw),-0.013814112534343885,-5.446860746423945,0,8
MaxDD,0,RANDH- RANDW (the PERSISTENCE leg alone),-0.0013297542858567712,-3.2534273978307042,1,8
MaxDD,0,EWall- FWD   (idea 82's headline),0.01634217784451858,4.858340945535571,8,8
MaxDD,10,FWD - RANDH  (idea 82's isolate: held draw),-0.010596213347742769,-4.547347516866628,0,8
MaxDD,10,FWD - RANDW  (the queue's arm: weekly re-draw),-0.009055223467791737,-4.896525685899792,0,8
MaxDD,10,RANDH- RANDW (the PERSISTENCE leg alone),0.0015409898799510317,1.1080355281127983,4,8
MaxDD,10,EWall- FWD   (idea 82's headline),0.01485560790694905,4.702613215348609,8,8
MaxDD,30,FWD - RANDH  (idea 82's isolate: held draw),-0.005902195944086832,-4.456622009686404,1,8
MaxDD,30,FWD - RANDW  (the queue's arm: weekly re-draw),0.21342948083489116,3.3214596859213428,8,8
MaxDD,30,RANDH- RANDW (the PERSISTENCE leg alone),0.21933167677897802,3.3866081895598388,8,8
MaxDD,30,EWall- FWD   (idea 82's headline),0.012225789988941888,4.835091380356584,8,8
