panel,year,d_pct,narrow_days
U56,2009,0.0,0
U56,2010,0.0,0
U56,2011,0.0,29
U56,2012,0.0,0
U56,2013,0.0,0
U56,2014,-0.06965632701239152,10
U56,2015,-0.23784050942358864,93
U56,2016,0.09453338111123431,43
U56,2017,0.0,0
U56,2018,0.24121535520065523,53
U56,2019,-0.575682984469363,37
U56,2020,0.4150237311189693,59
U56,2021,0.0,0
U56,2022,-2.058123903218524,232
U56,2023,-0.2546047294638912,14
U56,2024,0.0,0
U56,2025,1.996836625044204,44
U56,2026,-0.4979964489455561,9
B136,2009,0.0,0
B136,2010,0.0,0
B136,2011,-0.2300425199055568,29
B136,2012,0.0,0
B136,2013,0.0,0
B136,2014,-0.1824080886557416,5
B136,2015,-3.680323295434019,58
B136,2016,1.6131576367363076,38
B136,2017,0.0,0
B136,2018,0.6244328786267705,57
B136,2019,-0.7209937889344865,32
B136,2020,-0.21326949872484394,72
B136,2021,0.0,0
B136,2022,-1.4602131665644886,204
B136,2023,1.2767267998103378,30
B136,2024,0.0,0
B136,2025,-0.7600776430145262,44
B136,2026,0.5879192865065287,19
SMALL439,2011,-1.6192043139399586,10
SMALL439,2012,-0.6594516639908116,4
SMALL439,2013,0.0,0
SMALL439,2014,-2.067854739398949,45
SMALL439,2015,-5.332292979148392,106
SMALL439,2016,0.7446191455624495,53
SMALL439,2017,-0.5745826728671247,10
SMALL439,2018,1.7843688404184557,38
SMALL439,2019,-2.097298317198307,56
SMALL439,2020,-1.8810969238958486,107
SMALL439,2021,0.0,0
SMALL439,2022,-4.017198111951853,164
SMALL439,2023,1.1181672058111116,10
SMALL439,2024,-0.6636560720492063,5
SMALL439,2025,-4.836350403338955,63
SMALL439,2026,0.0,0
