family,direction,real_ep_share,block,yearblock,episodefix,removed
BREADTH-LO,prior,0.3140198758581583,0.07253026916246938,0.023944526508897418,0.004056340669885139,True
BREADTH-HI,reversed,0.004119454119419857,0.012784770094437292,0.053060973319468546,0.028138448274461506,False
VOL20-HI,prior,0.1542294054183891,0.02026343431341246,-0.01056272706722422,-0.02788794329774172,True
VOL20-LO,reversed,0.00012244721982549697,-0.01763235898155456,0.008598894348869901,0.0009901386008045743,
DISP-HI,prior,0.11703471181271816,0.030552466655811933,0.0013146744381477837,-0.0076038611051260085,True
DISP-LO,reversed,0.0014082931243427077,-0.03474485103287288,-0.01634416935200056,-0.018113286428729933,
CORR-HI,prior,0.18561572627429945,0.0553735123417223,0.024908971557151702,-0.0062319019405978615,True
CORR-LO,reversed,0.0010130583880952392,0.03406400604928621,0.0568163530615344,0.051869883279822226,False
