panel,N,monotone,n_decisive_steps,argmax_H,argmax_interior,S_top,S_second,top_gap,top_gap_SE,top_gap_over_SE,top_decisive,P_argmax_top,P_argmax_126,between_coarse_1086,coarse_excess,coarse_excess_over_SE,between_fine_neighbours,S_by_H
U56,5,False,0,10,True,1.0624874517726315,1.0462686677563349,0.016218784016296617,0.10503673260009974,0.15441059155986367,False,0.298,0.134,False,0.019781224137344955,0.12877116287672102,True,"{5: 0.9827, 10: 1.0625, 21: 0.9149, 42: 1.0463, 63: 1.0091, 90: 0.9574, 126: 0.9893, 189: 0.9378}"
U56,20,False,0,126,True,1.1424328977344387,1.12272303806346,0.019709859670978602,0.061989631453580246,0.3179541353740416,False,0.318,0.318,False,0.013716065939732403,0.18751991203311438,True,"{5: 1.0879, 10: 1.0941, 21: 1.1163, 42: 1.0689, 63: 1.1025, 90: 1.1227, 126: 1.1424, 189: 1.1216}"
B135,5,False,0,63,True,1.1081097724295967,1.074199332579074,0.03391043985052278,0.11883060722411457,0.2853678916793522,False,0.399,0.072,False,0.10734142876879038,0.7815383258136303,False,"{5: 0.8813, 10: 0.8769, 21: 1.0008, 42: 1.0742, 63: 1.1081, 90: 0.9572, 126: 0.9777, 189: 1.0615}"
B135,20,False,1,21,True,1.0849487209169302,1.0824587656405376,0.002489955276392619,0.06281578697509546,0.03963900471994103,False,0.296,0.212,True,0.0,0.0,False,"{5: 0.9647, 10: 0.976, 21: 1.0849, 42: 1.0426, 63: 1.0825, 90: 0.991, 126: 1.0636, 189: 1.0443}"
SMALL663,5,False,0,189,False,0.5629436534829821,0.49710377248320065,0.0658398809997815,0.22759851606556286,0.2892808008502807,False,0.453,0.027,False,0.09124812757950695,0.46498487749930517,True,"{5: 0.3039, 10: 0.354, 21: 0.2494, 42: 0.4971, 63: 0.3645, 90: 0.3549, 126: 0.2733, 189: 0.5629}"
SMALL663,20,False,0,189,False,0.6415167206882173,0.6238090738480946,0.017707646840122715,0.15993836929766173,0.11071543944009436,False,0.348,0.033,False,0.04544424055073515,0.35444943566078246,False,"{5: 0.5737, 10: 0.6238, 21: 0.529, 42: 0.5506, 63: 0.5744, 90: 0.5121, 126: 0.5073, 189: 0.6415}"
