panel,book,cost,n,keep4a_LIT,keep4a_NORM,keep4b_LIT,keep4b_NORM,flip4a,flip4b,dSharpe,dCAGR,dMaxDD,dOOS,dpremium,gross_LIT
B136,V1,25,60,True,True,False,False,False,False,-0.031793280689232484,0.002079038992104376,-0.0011471827709617077,-0.040377476370301535,-0.031793280689232484,0.7099880273307078
BSTK100,CAND,10,3,False,False,False,False,False,False,-0.005007329223120638,0.003695637393534845,-0.03430088819067856,-0.0012629366478059678,-0.005007329223120638,0.7346498679483722
BSTK100,CAND,10,5,False,False,False,False,False,False,-0.021058653409074868,-4.072161380763717e-06,-0.06557123052119329,-0.020912747349206895,-0.021058653409074868,0.7370006224305092
BSTK100,CAND,10,10,False,False,False,False,False,False,-0.02699613061113626,0.0013284816583929437,-0.06703918773203277,-0.023815684512485502,-0.02699613061113626,0.7354821474612528
BSTK100,CAND,10,20,True,False,False,False,True,False,-0.056424812859579565,0.00016513176695398535,-0.0689263238396326,-0.04724488872625898,-0.056424812859579565,0.7332677530577286
BSTK100,CAND,10,30,True,False,True,False,True,True,-0.05389492575404253,0.0038434595004921412,-0.07383922698355938,-0.04771122182783771,-0.05389492575404253,0.7261251978737362
BSTK100,CAND,10,40,True,False,True,False,True,True,-0.055188083463990734,0.007843595318557828,-0.07252478892022862,-0.05741446048559706,-0.055188083463990734,0.715413238437795
BSTK100,CAND,10,60,True,False,True,False,True,True,-0.09481758801156825,0.014071314920228284,-0.09289092875654537,-0.10758142229855316,-0.09481758801156825,0.6845056333875429
BSTK100,CAND,25,3,False,False,False,False,False,False,-0.008704897157605807,0.0014019639471178902,-0.03281608229439492,-0.005157976284427601,-0.008704897157605807,0.7346498679483722
BSTK100,CAND,25,5,False,False,False,False,False,False,-0.023344411518747554,-0.0016349944651958825,-0.05570705313107671,-0.023533115385785508,-0.023344411518747554,0.7370006224305092
BSTK100,CAND,25,10,False,False,False,False,False,False,-0.028315581853750382,-0.000269571173444616,-0.06502398670482445,-0.025908584230663667,-0.028315581853750382,0.7354821474612528
BSTK100,CAND,25,20,False,False,False,False,False,False,-0.056996270923477255,-0.001373240198821346,-0.06413857363721165,-0.048306487496085015,-0.056996270923477255,0.7332677530577286
BSTK100,CAND,25,30,True,False,False,False,True,False,-0.056870543307499966,0.0017007066875409649,-0.07273188745414672,-0.051061501193681025,-0.056870543307499966,0.7261251978737362
BSTK100,CAND,25,40,True,False,False,False,True,False,-0.061738376475367174,0.004917378847798082,-0.07530241495662104,-0.06412472195717545,-0.061738376475367174,0.715413238437795
BSTK100,CAND,25,60,True,False,False,False,True,False,-0.10978116450047226,0.009411069438846953,-0.09605049702372148,-0.1219999264245103,-0.10978116450047226,0.6845056333875429
BSTK100,V1,10,3,False,False,False,False,False,False,0.0077577646206788975,0.002594483638449052,-0.02841568059117361,0.008641520626243293,0.0077577646206788975,0.7455504899076577
BSTK100,V1,10,5,False,False,False,False,False,False,-0.01286265876963566,0.0018507819949924453,-0.06386185534368183,-0.02153892594559975,-0.01286265876963566,0.7438007722320017
BSTK100,V1,10,10,True,False,False,False,True,False,-0.05363003218478346,-0.0009541924385563227,-0.07069635768186577,-0.04805490588917771,-0.05363003218478346,0.7402346418135122
BSTK100,V1,10,20,True,False,False,False,True,False,-0.06695036918115371,0.00029681336267062264,-0.07232877836740781,-0.04786164613775379,-0.06695036918115371,0.7357333759871401
BSTK100,V1,10,30,True,False,True,False,True,True,-0.06381685432275674,0.0035609698599861073,-0.07524031086904714,-0.05679864441039739,-0.06381685432275674,0.7277838960101619
BSTK100,V1,10,40,True,False,True,False,True,True,-0.062340168962311426,0.007377952427305212,-0.07273806085240375,-0.06433744137646524,-0.062340168962311426,0.7167889102319969
BSTK100,V1,10,60,True,False,True,False,True,True,-0.09590347960251988,0.013858087272215158,-0.09295552388183204,-0.1070056576912104,-0.09590347960251988,0.6850244338197651
BSTK100,V1,25,3,False,False,False,False,False,False,0.01524731557791073,0.002190111842841569,-0.0242591522514084,0.01698740153550308,0.015247315577910703,0.7455504899076577
BSTK100,V1,25,5,False,False,False,False,False,False,-0.0009532789270315645,0.0012741454092339843,-0.041463319033221646,-0.010245998412932555,-0.0009532789270315645,0.7438007722320017
BSTK100,V1,25,10,False,False,False,False,False,False,-0.0407855712783991,-0.0016861124408564798,-0.07298507627232276,-0.03784015079627595,-0.0407855712783991,0.7402346418135122
BSTK100,V1,25,20,False,False,False,False,False,False,-0.05900344299866356,-0.0008877122586627983,-0.07463736826934053,-0.041593563629099606,-0.05900344299866356,0.7357333759871401
BSTK100,V1,25,30,True,False,False,False,True,False,-0.06176314195727606,0.001623605132619721,-0.07759211259840904,-0.05581525364543771,-0.06176314195727606,0.7277838960101619
BSTK100,V1,25,40,True,False,False,False,True,False,-0.06511420814299462,0.004603320841596759,-0.07550682010838927,-0.0678186846997354,-0.06511420814299462,0.7167889102319969
BSTK100,V1,25,60,True,False,False,False,True,False,-0.10982359640514516,0.009248686796436978,-0.09611851190668197,-0.12027413790208219,-0.10982359640514516,0.6850244338197651
ETF24,CAND,10,3,False,False,False,False,False,False,-0.00033691990474560285,0.0037981898361911792,-0.016942876021045716,0.030604753990206013,-0.00033691990474560285,0.7004891809770658
ETF24,CAND,10,5,False,False,False,False,False,False,0.009671727389918616,0.0072165713509262375,-0.07951558831464367,-0.0091687751747207,0.009671727389918616,0.6938460596162329
ETF24,CAND,10,10,True,False,False,False,True,False,-0.0067001961696929735,0.010382731468016715,-0.08924792603977305,-0.0712217758850372,-0.0067001961696929735,0.6693850815977329
ETF24,CAND,10,20,True,False,False,False,True,False,-0.06421755016327879,0.015231968224872716,-0.14171512394608732,-0.16099902482761608,-0.06421755016327879,0.6082892359428713
ETF24,CAND,10,30,True,False,False,False,True,False,-0.06015234660040614,0.03514922322933578,-0.1825827769863292,-0.15608649763918658,-0.06015234660040614,0.42706942023504396
ETF24,CAND,10,40,True,False,False,False,True,False,-0.060132312451322445,0.04665068315990184,-0.2098065561160256,-0.15670456598253835,-0.060132312451322445,0.32033508084144713
ETF24,CAND,10,60,True,False,False,False,True,False,-0.06006582045156228,0.0582625508855148,-0.23745739249311082,-0.15726823912481347,-0.06006582045156228,0.21357958111457437
ETF24,CAND,25,3,False,False,False,False,False,False,-0.01605156181354883,-0.0008420016054957458,-0.021459168933284478,0.017588610252898318,-0.01605156181354883,0.7004891809770658
ETF24,CAND,25,5,False,False,False,False,False,False,-0.007416198908158256,0.0026070231510140207,-0.0801143875102851,-0.022511930530945523,-0.007416198908158256,0.6938460596162329
ETF24,CAND,25,10,False,False,False,False,False,False,-0.033890425156572035,0.0040400040265284876,-0.10723704019942237,-0.09187263475520713,-0.033890425156572035,0.6693850815977329
ETF24,CAND,25,20,True,False,False,False,True,False,-0.1191964380488647,0.0056669548248904356,-0.16007607366530074,-0.20545356672308535,-0.1191964380488647,0.6082892359428713
ETF24,CAND,25,30,True,False,False,False,True,False,-0.12275337252946217,0.023330491520976437,-0.20123773060724137,-0.2106320927748213,-0.12275337252946217,0.42706942023504396
ETF24,CAND,25,40,True,False,False,False,True,False,-0.12228290367130978,0.03389863582792807,-0.22863750245454972,-0.2108249087529248,-0.12228290367130978,0.32033508084144713
ETF24,CAND,25,60,True,False,False,False,True,False,-0.12170506039575546,0.04458429780173878,-0.2564722762190995,-0.2108995843463739,-0.12170506039575546,0.21357958111457437
ETF24,V1,10,3,False,False,False,False,False,False,0.02203868704083567,0.006158654795025198,-0.053818128693902234,0.017220333201789173,0.02203868704083567,0.7193261931751928
ETF24,V1,10,5,False,False,False,False,False,False,0.015043704435870109,0.007055386466386704,-0.06346031329964497,-0.009590837829294152,0.015043704435870109,0.704479695600934
ETF24,V1,10,10,True,False,False,False,True,False,-0.016232140428953268,0.0093952636699004,-0.07189702566467282,-0.08182804038040048,-0.016232140428953268,0.6751581573443824
ETF24,V1,10,20,True,False,False,False,True,False,-0.06274241259756952,0.015037342627140848,-0.14212051451234897,-0.1604761631137357,-0.06274241259756952,0.609256559907616
ETF24,V1,10,30,True,False,False,False,True,False,-0.06015234660040614,0.03514922322933578,-0.1825827769863292,-0.15608649763918658,-0.06015234660040614,0.42706942023504396
ETF24,V1,10,40,True,False,False,False,True,False,-0.060132312451322445,0.04665068315990184,-0.2098065561160256,-0.15670456598253835,-0.060132312451322445,0.32033508084144713
ETF24,V1,10,60,True,False,False,False,True,False,-0.06006582045156228,0.0582625508855148,-0.23745739249311082,-0.15726823912481347,-0.06006582045156228,0.21357958111457437
ETF24,V1,25,3,False,False,False,False,False,False,0.026008556578842823,0.004327384480445229,-0.048972468065297536,0.023768003360506024,0.026008556578842823,0.7193261931751928
ETF24,V1,25,5,False,False,False,False,False,False,0.012923227170362706,0.003992373655855586,-0.0721521675009108,-0.008355951721103538,0.012923227170362706,0.704479695600934
ETF24,V1,25,10,False,False,False,False,False,False,-0.036094137822821004,0.003992541921482573,-0.09163675002491345,-0.09495810564559637,-0.036094137822821004,0.6751581573443824
ETF24,V1,25,20,True,False,False,False,True,False,-0.11698899277954877,0.0056013800205458875,-0.16057703756256558,-0.20394915372053968,-0.11698899277954877,0.609256559907616
ETF24,V1,25,30,True,False,False,False,True,False,-0.12275337252946217,0.023330491520976437,-0.20123773060724137,-0.2106320927748213,-0.12275337252946217,0.42706942023504396
ETF24,V1,25,40,True,False,False,False,True,False,-0.12228290367130978,0.03389863582792807,-0.22863750245454972,-0.2108249087529248,-0.12228290367130978,0.32033508084144713
ETF24,V1,25,60,True,False,False,False,True,False,-0.12170506039575546,0.04458429780173878,-0.2564722762190995,-0.2108995843463739,-0.12170506039575546,0.21357958111457437
ETF36,CAND,10,3,False,False,False,False,False,False,-0.023843100090445657,-0.003227062394175917,-0.01066247818160515,-0.012430702768754742,-0.023843100090445657,0.7292220442386721
ETF36,CAND,10,5,False,False,False,False,False,False,-0.005327191194312908,-8.535121990238537e-05,-0.002847954187118251,-0.012962863031885874,-0.005327191194312908,0.7382765302912252
ETF36,CAND,10,10,False,False,False,False,False,False,-0.07466722366659051,-0.006154483312135195,-0.0404580699170799,-0.0899772182419516,-0.07466722366659051,0.7190363899747039
ETF36,CAND,10,20,True,False,False,False,True,False,-0.14500387069605003,-0.00779603032365217,-0.06969894358024697,-0.1988074625891456,-0.14500387069605003,0.6762005773461177
ETF36,CAND,10,30,True,False,False,False,True,False,-0.16803802291770042,-0.001060881968378391,-0.09957426404123881,-0.25384471033823697,-0.16803802291770042,0.595830615520296
ETF36,CAND,10,40,True,False,False,False,True,False,-0.16701219789776522,0.011600126851526671,-0.12839221320431682,-0.2538773974824986,-0.16701219789776522,0.45521102264064633
ETF36,CAND,10,60,True,False,False,False,True,False,-0.16709883385294722,0.024719407568012164,-0.15772891012113688,-0.25456596866238645,-0.16709883385294722,0.30351014874853927
ETF36,CAND,25,3,False,False,False,False,False,False,-0.039254064045223594,-0.006250322806391928,-0.016629767677719176,-0.02617706697481459,-0.03925406404522358,0.7292220442386721
ETF36,CAND,25,5,False,False,False,False,False,False,-0.01630093465327309,-0.0018418342958821388,-0.0017498198818097777,-0.025249638256032436,-0.01630093465327309,0.7382765302912252
ETF36,CAND,25,10,False,False,False,False,False,False,-0.09267006305065212,-0.008784798664021709,-0.05721502189826644,-0.10691668790481579,-0.09267006305065212,0.7190363899747039
ETF36,CAND,25,20,True,False,False,False,True,False,-0.18095870722578444,-0.012295831655158684,-0.08924761880647891,-0.23103570648877947,-0.18095870722578444,0.6762005773461177
ETF36,CAND,25,30,True,False,False,False,True,False,-0.23237691130453836,-0.008412431603393555,-0.11972937603973233,-0.3123728833672651,-0.23237691130453836,0.595830615520296
ETF36,CAND,25,40,True,False,False,False,True,False,-0.23648742922307608,0.002545740908405758,-0.1488232114608926,-0.31878946615193504,-0.23648742922307608,0.45521102264064633
ETF36,CAND,25,60,True,False,False,False,True,False,-0.2362101414138159,0.014244852486268167,-0.17838286204027842,-0.3191439311674781,-0.2362101414138159,0.30351014874853927
ETF36,V1,10,3,False,False,False,False,False,False,0.007357391546162884,0.0007761830357184696,0.001610519104229713,0.006618856588057498,0.007357391546162884,0.7467150769899906
ETF36,V1,10,5,False,False,False,False,False,False,-0.015858979766744608,-0.0012289853202167578,-0.01512892036073854,-0.02450983655020511,-0.015858979766744608,0.7454459442084009
ETF36,V1,10,10,True,False,False,False,True,False,-0.08594802216960629,-0.005938306733639376,-0.0600212087459141,-0.11066998710000109,-0.08594802216960629,0.7256178668856996
ETF36,V1,10,20,True,False,False,False,True,False,-0.15025052140149098,-0.007589834139503093,-0.07132726979782522,-0.20222129900767216,-0.15025052140149098,0.6784230612966421
ETF36,V1,10,30,True,False,False,False,True,False,-0.17161352952293318,-0.001092745078319357,-0.10276460624557482,-0.2594777799142286,-0.17161352952293318,0.5959504644723181
ETF36,V1,10,40,True,False,False,False,True,False,-0.16701219789776522,0.011600126851526671,-0.12839221320431682,-0.2538773974824986,-0.16701219789776522,0.45521102264064633
ETF36,V1,10,60,True,False,False,False,True,False,-0.16709883385294722,0.024719407568012164,-0.15772891012113688,-0.25456596866238645,-0.16709883385294722,0.30351014874853927
ETF36,V1,25,3,False,False,False,False,False,False,0.004013179722751274,0.00031332567938757716,-0.00033928357011625554,0.001092188571969105,0.00401317972275117,0.7467150769899906
ETF36,V1,25,5,False,False,False,False,False,False,-0.019592717566550844,-0.0017219841099969102,-0.019048417472861345,-0.029633058542512483,-0.019592717566550788,0.7454459442084009
ETF36,V1,25,10,False,False,False,False,False,False,-0.09531833201162332,-0.00749780885551421,-0.06705617999115532,-0.11787348697253308,-0.09531833201162332,0.7256178668856996
ETF36,V1,25,20,True,False,False,False,True,False,-0.18418536231861682,-0.01179279682370793,-0.09076359282397806,-0.23110772778873373,-0.18418536231861682,0.6784230612966421
ETF36,V1,25,30,True,False,False,False,True,False,-0.23603991542453406,-0.008422029125028763,-0.12291316718969514,-0.3179937860587221,-0.23603991542453406,0.5959504644723181
ETF36,V1,25,40,True,False,False,False,True,False,-0.23648742922307608,0.002545740908405758,-0.1488232114608926,-0.31878946615193504,-0.23648742922307608,0.45521102264064633
ETF36,V1,25,60,True,False,False,False,True,False,-0.2362101414138159,0.014244852486268167,-0.17838286204027842,-0.3191439311674781,-0.2362101414138159,0.30351014874853927
SMALL480,CAND,10,3,False,False,False,False,False,False,0.002027872696031774,0.0006112986698658673,0.003951053513439606,0.003088571286682551,0.002027872696031774,0.7478846882590166
SMALL480,CAND,10,5,False,False,False,False,False,False,0.0033368613878860254,0.0008642077557206029,1.1102230246251565e-16,0.005087719790442091,0.0033368613878860254,0.7473516447826359
SMALL480,CAND,10,10,False,False,False,False,False,False,-0.0005044622576987345,0.00018466160991992275,-0.02258025355296045,-0.0011586475919856953,-0.0005044622576987345,0.7465280296738691
SMALL480,CAND,10,20,False,False,False,False,False,False,-0.012948876805190246,-0.0015338032943033042,-0.06046812131136459,-0.021599451112488066,-0.012948876805190246,0.7452229067755817
SMALL480,CAND,10,30,False,False,False,False,False,False,-0.01157850671136973,-0.001025900542316327,-0.08114480719643691,-0.020515127649073317,-0.01157850671136973,0.7435912481084695
SMALL480,CAND,10,40,False,False,False,False,False,False,-0.006603684000737853,0.00016046764539545677,-0.08573822117056473,-0.015759812343360324,-0.006603684000737853,0.7407881129771212
SMALL480,CAND,10,60,False,False,False,False,False,False,0.01892664705279473,0.004815590327111874,-0.08973642138364168,0.01709371334443638,0.01892664705279473,0.7306114878862514
SMALL480,CAND,25,3,False,False,False,False,False,False,0.0016334897471292978,0.0004655754850084737,0.0023939064025348955,0.002485920719168533,0.0016334897471292908,0.7478846882590166
SMALL480,CAND,25,5,False,False,False,False,False,False,0.0026971430634136206,0.0006666729612432309,1.3322676295501878e-15,0.004108701640411577,0.0026971430634136206,0.7473516447826359
SMALL480,CAND,25,10,False,False,False,False,False,False,-0.0008145795504850284,-7.512234979123456e-05,-4.440892098500626e-16,-0.001710744197653269,-0.0008145795504850284,0.7465280296738691
SMALL480,CAND,25,20,False,False,False,False,False,False,-0.012380191506027816,-0.0018828543283466725,-0.013877391704589015,-0.02066226778002772,-0.012380191506027816,0.7452229067755817
SMALL480,CAND,25,30,False,False,False,False,False,False,-0.011010858521235595,-0.0015353410263883038,-0.058504302495864136,-0.019268663956973908,-0.011010858521235595,0.7435912481084695
SMALL480,CAND,25,40,False,False,False,False,False,False,-0.006647155928379722,-0.0006292461097239244,-0.04449556787179754,-0.014951182882372627,-0.006647155928379722,0.7407881129771212
SMALL480,CAND,25,60,False,False,False,False,False,False,0.016328266270802555,0.0031269043197799107,-0.08656622320164953,0.015617793311934858,0.016328266270802555,0.7306114878862514
SMALL480,V1,10,3,False,False,False,False,False,False,0.0036085837180792613,0.0006615719412306209,1.1102230246251565e-15,0.0059269986375254935,0.0036085837180792613,0.7480938098349141
SMALL480,V1,10,5,False,False,False,False,False,False,0.005521411050095848,0.0008920672690526654,1.5543122344752192e-15,0.008786240544068402,0.005521411050095848,0.7474848206032595
SMALL480,V1,10,10,False,False,False,False,False,False,-0.0027046828100159015,0.0001818699152964509,-0.021529612289043598,-0.002641786379522948,-0.0027046828100159015,0.7465219425088211
SMALL480,V1,10,20,False,False,False,False,False,False,-0.020515583311853047,-0.001557115482954785,-0.06387145850139164,-0.026722723716270935,-0.020515583311853047,0.7452451464346023
SMALL480,V1,10,30,False,False,False,False,False,False,-0.01922319956069196,-0.0010163057072714032,-0.07791403223369686,-0.02721686139858659,-0.01922319956069196,0.7436183034310346
SMALL480,V1,10,40,False,False,False,False,False,False,-0.015177869450494708,0.00015443515907698213,-0.08243759449401356,-0.02346971301196521,-0.015177869450494708,0.7408312889130217
SMALL480,V1,10,60,False,False,False,False,False,False,0.01407317577331857,0.004845063966819607,-0.08716291713996316,0.014460468982391173,0.01407317577331857,0.7306268637465215
SMALL480,V1,25,3,False,False,False,False,False,False,0.0029142809781692314,0.0005049663181608821,7.771561172376096e-16,0.00479166548060643,0.0029142809781692314,0.7480938098349141
SMALL480,V1,25,5,False,False,False,False,False,False,0.004485506231415137,0.0006878533399790054,0.0,0.0071374288048952905,0.004485506231415137,0.7474848206032595
SMALL480,V1,25,10,False,False,False,False,False,False,-0.0008198137269030126,-7.144099043343566e-05,-0.020284854189056123,6.60522907544453e-05,-0.0008198137269030126,0.7465219425088211
SMALL480,V1,25,20,False,False,False,False,False,False,-0.015613935021927677,-0.0018837489604914825,-0.014264461742219958,-0.01943842672205547,-0.015613935021927677,0.7452451464346023
SMALL480,V1,25,30,False,False,False,False,False,False,-0.014995523310497083,-0.001516106774708037,-0.07445603244378507,-0.02072723940308549,-0.014995523310497083,0.7436183034310346
SMALL480,V1,25,40,False,False,False,False,False,False,-0.012280319413911778,-0.0006401091804681958,-0.0793043463357963,-0.018515603096171673,-0.012280319413911778,0.7408312889130217
SMALL480,V1,25,60,False,False,False,False,False,False,0.013651644503169857,0.003141501697655924,-0.08605487816241053,0.015745168292854106,0.013651644503169857,0.7306268637465215
STK20,CAND,10,3,False,False,False,False,False,False,-0.051003908007520415,-0.00018699682107126137,-0.06511876228319624,-0.005658303853774527,-0.051003908007520415,0.719006135529151
STK20,CAND,10,5,False,False,True,False,False,True,-0.011777129441487233,0.012224977207623944,-0.12398782152626653,0.08306438719907461,-0.011777129441487233,0.7188495376948147
STK20,CAND,10,10,True,False,True,False,True,True,-0.06114618283484141,0.019880052229812817,-0.1357864716015278,0.0468997768973074,-0.06114618283484141,0.6906508239228621
STK20,CAND,10,20,True,False,True,False,True,True,-0.0925719634997626,0.07395648645063835,-0.18732046362251786,-0.010159718631837178,-0.0925719634997626,0.4919541382118954
STK20,CAND,10,30,True,False,False,False,True,False,-0.091991294232044,0.11476726410686777,-0.2266974681324022,-0.00954379183129106,-0.091991294232044,0.3280978482456092
STK20,CAND,10,40,True,False,False,False,True,False,-0.09165331950991185,0.13493923741427105,-0.2467598668276233,-0.00917931211172296,-0.09165331950991185,0.2461227753756342
STK20,CAND,10,60,True,False,False,False,True,False,-0.09128598021438661,0.15494681237237984,-0.2670732947384509,-0.008779510776287358,-0.09128598021438661,0.16411532380539173
STK20,CAND,25,3,False,False,False,False,False,False,-0.05935169328314571,-0.004330638913283558,-0.046900304083944855,-0.01590827928036631,-0.05935169328314571,0.719006135529151
STK20,CAND,25,5,False,False,False,False,False,False,-0.018931993058591945,0.008339745443858071,-0.12593765283544378,0.07235144008760697,-0.018931993058591945,0.7188495376948147
STK20,CAND,25,10,True,False,True,False,True,True,-0.07212856304717263,0.015038781905682974,-0.13817080969262407,0.033652356089227675,-0.07212856304717263,0.6906508239228621
STK20,CAND,25,20,True,False,True,False,True,True,-0.1234912841541298,0.06352895522518476,-0.18989692851247275,-0.043077766775383886,-0.1234912841541298,0.4919541382118954
STK20,CAND,25,30,True,False,False,False,True,False,-0.12251180147237939,0.10227418884691719,-0.22943003264067918,-0.04205059106890441,-0.12251180147237939,0.3280978482456092
STK20,CAND,25,40,True,False,False,False,True,False,-0.12191106046983435,0.1214591017075608,-0.24957570889227698,-0.04141087209557881,-0.12191106046983435,0.2461227753756342
STK20,CAND,25,60,True,False,False,False,True,False,-0.12124217054032793,0.14050719071571205,-0.26997577989206245,-0.04069276285592682,-0.12124217054032793,0.16411532380539173
STK20,V1,10,3,False,False,False,False,False,False,-0.04241831165716259,-0.0004585050917733646,-0.10348970687479742,0.035519099237291574,-0.04241831165716259,0.7401297073266716
STK20,V1,10,5,True,False,True,False,True,True,-0.016421598533538306,0.011195143902643867,-0.11536676236598054,0.08580427654183254,-0.016421598533538306,0.7311418174901748
STK20,V1,10,10,True,False,True,False,True,True,-0.056977623481603956,0.01973598851401559,-0.12878250920495604,0.06130230114161095,-0.056977623481603956,0.6960410228836245
STK20,V1,10,20,True,False,True,False,True,True,-0.0925719634997626,0.07395648645063835,-0.18732046362251786,-0.010159718631837178,-0.0925719634997626,0.4919541382118954
STK20,V1,10,30,True,False,False,False,True,False,-0.091991294232044,0.11476726410686777,-0.2266974681324022,-0.00954379183129106,-0.091991294232044,0.3280978482456092
STK20,V1,10,40,True,False,False,False,True,False,-0.09165331950991185,0.13493923741427105,-0.2467598668276233,-0.00917931211172296,-0.09165331950991185,0.2461227753756342
STK20,V1,10,60,True,False,False,False,True,False,-0.09128598021438661,0.15494681237237984,-0.2670732947384509,-0.008779510776287358,-0.09128598021438661,0.16411532380539173
STK20,V1,25,3,False,False,False,False,False,False,-0.03740664578694575,-0.0011370497566238758,-0.09452808968040982,0.0357131956141471,-0.03740664578694575,0.7401297073266716
STK20,V1,25,5,False,False,True,False,False,True,-0.013374474022322946,0.009418450705192871,-0.11696214772521818,0.08445564552497475,-0.013374474022322946,0.7311418174901748
STK20,V1,25,10,True,False,True,False,True,True,-0.0631235557426928,0.015664656899079032,-0.13119574600542294,0.05208018295186845,-0.0631235557426928,0.6960410228836245
STK20,V1,25,20,True,False,True,False,True,True,-0.1234912841541298,0.06352895522518476,-0.18989692851247275,-0.043077766775383886,-0.1234912841541298,0.4919541382118954
STK20,V1,25,30,True,False,False,False,True,False,-0.12251180147237939,0.10227418884691719,-0.22943003264067918,-0.04205059106890441,-0.12251180147237939,0.3280978482456092
