cost,rule,IS_mode,IS_window,IS_anchor,IS_mean_Sharpe,OOS_mean_Sharpe,OOS_mean_CAGR,OOS_mean_MaxDD,n_OOS
0.0,M_NONE,T_BAND,3,A_FAST,1.4723187424217765,1.0377525925673523,0.120187726122039,-0.10261815642427304,30
0.0,M_SUBSAMPLE,T_CHARGE,3,A_FAST,1.4466351508675026,0.8703017690242655,0.1148247678592314,-0.11244722783078043,30
0.0,M_PAIRWISE,T_CHARGE,3,A_FAST,1.4466351508675026,0.8703017690242655,0.1148247678592314,-0.11244722783078043,30
0.0,M_D2,T_CHARGE,3,A_FAST,1.4466351508675026,0.7744144845005205,0.10297122094741577,-0.11664717106247752,30
0.0,C_ANCHOR,T_BAND,3,A_FAST,1.287761790831556,0.9542064213202165,0.14400479554411447,-0.11727443641554554,30
0.0,C_RANDOM,T_BAND,2,A_SLOW,1.2997063571350573,1.045598273715484,0.11939008705995219,-0.11471347788255941,30
0.0,C_BEST_IS,T_BAND,3,A_FAST,1.47930212786514,1.0689087364099137,0.1129928604183912,-0.08834232753181422,30
10.0,M_NONE,T_BAND,3,A_FAST,1.4252124504666281,0.9880505338739621,0.11491064414483881,-0.1043259510725504,30
10.0,M_SUBSAMPLE,T_NONE,3,A_FAST,1.4151634769927912,0.8324946539972361,0.10854871453228333,-0.11351335890520965,30
10.0,M_PAIRWISE,T_NONE,3,A_FAST,1.4151634769927912,0.8324946539972361,0.10854871453228333,-0.11351335890520965,30
10.0,M_D2,T_NONE,3,A_FAST,1.4151634769927912,0.7375570171180442,0.09695441271603474,-0.11772785733717556,30
10.0,C_ANCHOR,T_BAND,2,A_SLOW,1.2703163167644114,1.0561539644138729,0.13507830394215148,-0.1283546398649031,30
10.0,C_RANDOM,T_NONE,2,A_SLOW,1.312065431602633,0.9797330810660295,0.11017796588143394,-0.11744753331935262,30
10.0,C_BEST_IS,T_BAND,3,A_FAST,1.430687505417597,1.0147812323159708,0.10525260221023021,-0.09175717717876061,30
25.0,M_NONE,T_BAND,2,A_SLOW,1.3619316915060127,0.986792519048672,0.15072401813768563,-0.1390317328340773,30
25.0,M_SUBSAMPLE,T_NONE,3,A_FAST,1.3675011394015284,0.6847532344685366,0.08842730985202532,-0.11916394988493692,30
25.0,M_PAIRWISE,T_NONE,3,A_FAST,1.3675011394015284,0.6847532344685366,0.08842730985202532,-0.11916394988493692,30
25.0,M_D2,T_NONE,3,A_FAST,1.3675011394015284,0.6847532344685366,0.08842730985202532,-0.11916394988493692,30
25.0,C_ANCHOR,T_BAND,2,A_SLOW,1.2499479925683685,1.037679469155752,0.1319876539498206,-0.12894399240772578,30
25.0,C_RANDOM,T_BAND,3,A_SLOW,1.2651892657687307,0.9858173800003062,0.12088317929065452,-0.12310763895718924,30
25.0,C_BEST_IS,T_BAND,2,A_SLOW,1.3619316915060127,0.9624038573626701,0.14269119498582217,-0.1366919808664557,30
50.0,M_NONE,T_BAND,2,A_SLOW,1.3295131413304417,0.9570591701818496,0.14520502790573017,-0.14010205581671872,30
50.0,M_SUBSAMPLE,T_BAND,2,A_SLOW,1.3295131413304417,0.9683297103907494,0.13940667903677742,-0.136022712095333,30
50.0,M_PAIRWISE,T_BAND,2,A_SLOW,1.3295131413304417,0.9683297103907494,0.13940667903677742,-0.136022712095333,30
50.0,M_D2,T_BAND,2,A_SLOW,1.3295131413304417,0.9683297103907494,0.13940667903677742,-0.136022712095333,30
50.0,C_ANCHOR,T_BAND,2,A_SLOW,1.2156576829763186,1.0066027011716103,0.1268518383438243,-0.12992459040887303,30
50.0,C_RANDOM,T_NONE,2,A_SLOW,1.2366512038676805,0.9176582896481398,0.10478350822993056,-0.12362166331723777,30
50.0,C_BEST_IS,T_BAND,2,A_SLOW,1.3295131413304417,0.9312471801163379,0.14060623371379635,-0.13892273998072827,30
