panel,cost,dial,dial_class,fold,rho,q_tr_star,q_te_star,param_tr_star,param_te_star,test_Sharpe_pick,test_Sharpe_best,regret,inverted
U56,10,C2,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0901713896056517,1.0901713896056517,0.0,0
U56,10,C3,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.33676384847135105,0.33676384847135105,0.0,0
U56,10,C3,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,0.9233947251459588,0.9233947251459588,0.0,0
U56,10,C3,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0980349885524616,1.0980349885524616,0.0,0
U56,10,C4,composition,F1,-0.09999999999999999,0.5,0.0,0.5,0.0,0.5460658696930559,0.6321628327067106,-0.08609696301365466,1
U56,10,C4,composition,F2,0.8999999999999998,0.25,0.0,0.25,0.0,1.272415720116314,1.2725357301106073,-0.00012000999429329084,0
U56,10,C4,composition,F3,0.8999999999999998,0.25,0.0,0.25,0.0,1.1451846313777936,1.1936659965032579,-0.048481365125464304,0
U56,10,C5,composition,F1,0.9999999999999999,0.0,0.0,0.0,0.0,0.893181792274678,0.893181792274678,0.0,0
U56,10,C5,composition,F2,0.9999999999999999,0.0,0.0,0.0,0.0,1.2089479437151085,1.2089479437151085,0.0,0
U56,10,C5,composition,F3,0.9999999999999999,0.0,0.0,0.0,0.0,1.34740167990595,1.34740167990595,0.0,0
U56,10,C6,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.8507714146410575,0.8507714146410575,0.0,0
U56,10,C6,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,1.1482882551258724,1.1482882551258724,0.0,0
U56,10,C6,composition,F3,-0.09999999999999999,1.0,0.5,1.0,0.25,0.8921156915152861,0.9743933898536749,-0.08227769833838872,1
U56,10,W1,control-width,F1,0.8999999999999998,0.75,0.75,12.0,12.0,0.8999868366918736,0.8999868366918736,0.0,0
U56,10,W1,control-width,F2,0.6,0.75,0.5,12.0,8.0,0.9403313444352245,0.9563259677776652,-0.015994623342440728,0
U56,10,W1,control-width,F3,0.8999999999999998,0.75,1.0,12.0,20.0,0.8954258022772078,1.134738933706626,-0.23931313142941824,0
U56,10,W2,control-width,F1,-0.49999999999999994,0.25,1.0,0.03,0.2,0.893181792274678,1.0946662707673296,-0.2014844784926516,1
U56,10,W2,control-width,F2,-0.39999999999999997,0.75,0.25,0.12,0.03,1.045224664432687,1.2089479437151085,-0.16372327928242147,1
U56,10,W2,control-width,F3,0.39999999999999997,0.25,0.25,0.03,0.03,1.34740167990595,1.34740167990595,0.0,0
U56,10,G1,control-gross,F1,-0.3,0.5,1.0,0.6,1.0,0.8920412109453334,0.8950026486981001,-0.0029614377527666935,1
U56,10,G1,control-gross,F2,-0.9999999999999999,1.0,0.0,1.0,0.2,1.2066178210655252,1.213488131835951,-0.006870310770425769,1
U56,10,G1,control-gross,F3,-0.9999999999999999,0.0,1.0,0.2,1.0,1.3453531689158145,1.3481479644947538,-0.0027947955789393575,1
U56,25,C1,composition,F1,-0.9999999999999999,0.0,1.0,0.0,1.0,0.2587862456807671,0.4568589872274257,-0.1980727415466586,1
U56,25,C1,composition,F2,0.09999999999999999,0.5,1.0,0.5,1.0,1.1175051739253585,1.2061812434690622,-0.08867606954370366,0
U56,25,C1,composition,F3,0.3,1.0,0.5,1.0,0.5,1.0543621766998204,1.070315946289108,-0.015953769589287736,0
U56,25,C2,composition,F1,0.49999999999999994,0.5,0.75,0.5,0.75,0.4555785654909471,0.4655488133143538,-0.00997024782340672,0
U56,25,C2,composition,F2,0.7,0.75,1.0,0.75,1.0,1.1156555684353033,1.2061812434690622,-0.09052567503375886,0
U56,25,C2,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0543621766998204,1.0543621766998204,0.0,0
U56,25,C3,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.2587862456807671,0.2587862456807671,0.0,0
U56,25,C3,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,0.8719920674549534,0.8719920674549534,0.0,0
U56,25,C3,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0387581642561259,1.0387581642561259,0.0,0
U56,25,C4,composition,F1,-0.8999999999999998,0.75,0.0,0.75,0.0,0.46653349155816676,0.5416198675375777,-0.07508637597941098,1
U56,25,C4,composition,F2,0.39999999999999997,0.25,0.25,0.25,0.25,1.23578220590164,1.23578220590164,0.0,0
U56,25,C4,composition,F3,0.39999999999999997,0.25,0.0,0.25,0.0,1.0999387400138454,1.1396731558740154,-0.039734415860170014,0
U56,25,C5,composition,F1,0.9999999999999999,0.0,0.0,0.0,0.0,0.8506049690069509,0.8506049690069509,0.0,0
U56,25,C5,composition,F2,0.9999999999999999,0.0,0.0,0.0,0.0,1.1758788290132773,1.1758788290132773,0.0,0
U56,25,C5,composition,F3,0.9999999999999999,0.0,0.0,0.0,0.0,1.3075692660016613,1.3075692660016613,0.0,0
U56,25,C6,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.8487322491824267,0.8487322491824267,0.0,0
U56,25,C6,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,1.1466592606516044,1.1466592606516044,0.0,0
U56,25,C6,composition,F3,0.3,1.0,0.5,1.0,0.25,0.8901566331698466,0.9668597470165446,-0.07670311384669803,0
U56,25,W1,control-width,F1,0.7999999999999999,1.0,0.75,20.0,12.0,0.5907621155319365,0.6552235206315127,-0.06446140509957621,0
U56,25,W1,control-width,F2,0.9999999999999999,1.0,1.0,20.0,20.0,0.7500099563969839,0.7500099563969839,0.0,0
U56,25,W1,control-width,F3,0.9999999999999999,1.0,1.0,20.0,20.0,0.9691814774372637,0.9691814774372637,0.0,0
U56,25,W2,control-width,F1,-0.09999999999999999,0.25,1.0,0.03,0.2,0.8506049690069509,1.0819657070325859,-0.23136073802563495,1
U56,25,W2,control-width,F2,-0.7,0.75,0.25,0.12,0.03,1.0268632632551262,1.1758788290132773,-0.14901556575815111,1
U56,25,W2,control-width,F3,0.3,0.25,0.25,0.03,0.03,1.3075692660016613,1.3075692660016613,0.0,0
U56,25,G1,control-gross,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.852670948896964,0.852670948896964,0.0,0
U56,25,G1,control-gross,F2,-0.9999999999999999,1.0,0.0,1.0,0.2,1.173789755521385,1.1792975700847013,-0.005507814563316282,1
U56,25,G1,control-gross,F3,0.3,0.5,1.0,0.6,1.0,1.3068709621841437,1.308476380899289,-0.0016054187151453014,0
B136,0,C1,composition,F1,-0.9999999999999999,0.0,1.0,0.0,1.0,0.3864331286730901,0.5539065930322451,-0.167473464359155,1
B136,0,C1,composition,F2,-0.3,0.5,1.0,0.5,1.0,1.1853169356728053,1.256539076558174,-0.07122214088536882,1
B136,0,C1,composition,F3,-0.7,1.0,0.25,1.0,0.25,1.1141872307803078,1.151602345896581,-0.03741511511627316,1
B136,0,C2,composition,F1,0.9999999999999999,0.75,0.75,0.75,0.75,0.5720198961420719,0.5720198961420719,0.0,0
B136,0,C2,composition,F2,0.7,0.75,1.0,0.75,1.0,1.1804093129986457,1.256539076558174,-0.07612976355952839,0
B136,0,C2,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.1141872307803078,1.1141872307803078,0.0,0
B136,0,C3,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.3864331286730901,0.3864331286730901,0.0,0
B136,0,C3,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,0.9576853339087186,0.9576853339087186,0.0,0
B136,0,C3,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.1375818323587383,1.1375818323587383,0.0,0
B136,0,C4,composition,F1,0.0,0.25,0.0,0.25,0.0,0.623442519810793,0.6927486637909622,-0.06930614398016921,0
B136,0,C4,composition,F2,0.9999999999999999,0.0,0.0,0.0,0.0,1.3023361547928738,1.3023361547928738,0.0,0
B136,0,C4,composition,F3,0.9999999999999999,0.0,0.0,0.0,0.0,1.229783799005075,1.229783799005075,0.0,0
B136,0,C5,composition,F1,-0.09999999999999999,0.5,0.0,0.5,0.0,0.6623133746266255,0.8077466079209985,-0.14543323329437297,1
B136,0,C5,composition,F2,0.9999999999999999,0.25,0.25,0.25,0.25,1.126293511839753,1.126293511839753,0.0,0
B136,0,C5,composition,F3,0.8999999999999998,0.25,0.0,0.25,0.0,1.1460257505829048,1.1861766983970532,-0.04015094781414841,0
B136,0,C6,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.8512158193419986,0.8512158193419986,0.0,0
B136,0,C6,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,1.1489832191327192,1.1489832191327192,0.0,0
B136,0,C6,composition,F3,-0.09999999999999999,1.0,0.5,1.0,0.25,0.8933629226446406,0.9794623147651783,-0.08609939212053774,1
B136,0,W1,control-width,F1,-0.49999999999999994,1.0,0.75,20.0,12.0,0.7874399102868747,0.9009020488990498,-0.11346213861217513,1
B136,0,W1,control-width,F2,0.09999999999999999,1.0,0.75,20.0,12.0,0.920026809800264,0.9690241474441323,-0.04899733764386838,0
B136,0,W1,control-width,F3,0.7999999999999999,0.75,1.0,12.0,20.0,0.8723240383096417,0.920230230940061,-0.047906192630419286,0
B136,0,W2,control-width,F1,-0.6,0.25,0.75,0.03,0.12,0.8077466079209985,0.9575166308106328,-0.14977002288963426,1
B136,0,W2,control-width,F2,0.3,0.75,0.0,0.12,0.0,0.9696093401509924,1.1345964268738007,-0.16498708672280826,0
B136,0,W2,control-width,F3,0.3,0.25,0.75,0.03,0.12,1.1861766983970532,1.2387628502378722,-0.05258615184081905,0
B136,0,G1,control-gross,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.8092727348885469,0.8092727348885469,0.0,0
B136,0,G1,control-gross,F2,-0.9999999999999999,1.0,0.0,1.0,0.2,1.1112530583186502,1.12013235560075,-0.008879297282099907,1
B136,0,G1,control-gross,F3,-0.9999999999999999,0.0,1.0,0.2,1.0,1.1855927118487029,1.186454513568879,-0.0008618017201762473,1
B136,10,C1,composition,F1,-0.9999999999999999,0.0,1.0,0.0,1.0,0.33448077361946005,0.5145362718689479,-0.18005549824948786,1
B136,10,C1,composition,F2,0.09999999999999999,0.5,1.0,0.5,1.0,1.1583096500273746,1.2364921978847294,-0.07818254785735479,0
B136,10,C1,composition,F3,-0.3,1.0,0.5,1.0,0.5,1.090376513567563,1.117714605021278,-0.02733809145371513,1
B136,10,C2,composition,F1,0.9999999999999999,0.75,0.75,0.75,0.75,0.5287775943866173,0.5287775943866173,0.0,0
B136,10,C2,composition,F2,0.7,0.75,1.0,0.75,1.0,1.1546141914292594,1.2364921978847294,-0.08187800645547005,0
B136,10,C2,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.090376513567563,1.090376513567563,0.0,0
B136,10,C3,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.33448077361946005,0.33448077361946005,0.0,0
B136,10,C3,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,0.9235518575766983,0.9235518575766983,0.0,0
B136,10,C3,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0982746208070282,1.0982746208070282,0.0,0
B136,10,C4,composition,F1,-0.09999999999999999,0.5,0.0,0.5,0.0,0.5448264916701674,0.6324544104528185,-0.08762791878265108,1
B136,10,C4,composition,F2,0.8999999999999998,0.25,0.0,0.25,0.0,1.2727127808944572,1.2729427044635107,-0.00022992356905349176,0
B136,10,C4,composition,F3,0.8999999999999998,0.25,0.0,0.25,0.0,1.1454096924486923,1.1939078008773107,-0.04849810842861846,0
B136,10,C5,composition,F1,0.8999999999999998,0.25,0.0,0.25,0.0,0.6224220532858129,0.7786956667780315,-0.15627361349221858,0
B136,10,C5,composition,F2,0.9999999999999999,0.0,0.0,0.0,0.0,1.0884965026258706,1.0884965026258706,0.0,0
B136,10,C5,composition,F3,0.9999999999999999,0.0,0.0,0.0,0.0,1.1528766710076517,1.1528766710076517,0.0,0
B136,10,C6,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.8498580960930617,0.8498580960930617,0.0,0
B136,10,C6,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,1.1478976268602876,1.1478976268602876,0.0,0
B136,10,C6,composition,F3,-0.09999999999999999,1.0,0.5,1.0,0.25,0.8920573408870003,0.9744403239487743,-0.08238298306177405,1
B136,10,W1,control-width,F1,0.09999999999999999,1.0,0.75,20.0,12.0,0.6044933701889496,0.6784513920147706,-0.07395802182582101,0
B136,10,W1,control-width,F2,0.49999999999999994,1.0,0.75,20.0,12.0,0.7648125232520355,0.7696854205681963,-0.004872897316160807,0
B136,10,W1,control-width,F3,0.7,1.0,1.0,20.0,20.0,0.7361928650979954,0.7361928650979954,0.0,0
B136,10,W2,control-width,F1,0.0,0.25,0.75,0.03,0.12,0.7786956667780315,0.946220410808225,-0.16752474403019357,0
B136,10,W2,control-width,F2,-0.3,0.75,0.0,0.12,0.0,0.9568563273789313,1.0905621335664508,-0.13370580618751948,1
B136,10,W2,control-width,F3,0.19999999999999998,0.25,0.75,0.03,0.12,1.1528766710076517,1.2227332016992987,-0.06985653069164699,0
B136,10,G1,control-gross,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.7804209441646536,0.7804209441646536,0.0,0
B136,10,G1,control-gross,F2,-0.9999999999999999,1.0,0.0,1.0,0.2,1.0858592227466082,1.0937099884946078,-0.007850765747999588,1
B136,10,G1,control-gross,F3,-0.7,0.25,1.0,0.4,1.0,1.1521168308913512,1.1532959790315271,-0.0011791481401759452,1
B136,25,C1,composition,F1,-0.9999999999999999,0.0,1.0,0.0,1.0,0.25652391171095756,0.45538155892864934,-0.19885764721769178,1
B136,25,C1,composition,F2,0.09999999999999999,0.5,1.0,0.5,1.0,1.1176873239390608,1.2063396739154877,-0.0886523499764269,0
B136,25,C1,composition,F3,0.3,1.0,0.5,1.0,0.5,1.0545543845929601,1.0705310741015435,-0.01597668950858333,0
B136,25,C2,composition,F1,0.49999999999999994,0.5,0.75,0.5,0.75,0.45357901723271216,0.46379483367591345,-0.010215816443201298,0
B136,25,C2,composition,F2,0.7,0.75,1.0,0.75,1.0,1.1158271621826097,1.2063396739154877,-0.090512511732878,0
B136,25,C2,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0545543845929601,1.0545543845929601,0.0,0
B136,25,C3,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.25652391171095756,0.25652391171095756,0.0,0
B136,25,C3,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,0.8721573668238283,0.8721573668238283,0.0,0
B136,25,C3,composition,F3,0.9999999999999999,1.0,1.0,1.0,1.0,1.0389798105701988,1.0389798105701988,0.0,0
B136,25,C4,composition,F1,-0.8999999999999998,0.75,0.0,0.75,0.0,0.46517184472209466,0.5418751648843437,-0.07670332016224907,1
B136,25,C4,composition,F2,0.39999999999999997,0.25,0.25,0.25,0.25,1.2360846519961284,1.2360846519961284,0.0,0
B136,25,C4,composition,F3,0.39999999999999997,0.25,0.0,0.25,0.0,1.1001602865682067,1.1399153960988795,-0.03975510953067274,0
B136,25,C5,composition,F1,0.9999999999999999,0.0,0.0,0.0,0.0,0.7351029500273956,0.7351029500273956,0.0,0
B136,25,C5,composition,F2,0.9999999999999999,0.0,0.0,0.0,0.0,1.0500708981037665,1.0500708981037665,0.0,0
B136,25,C5,composition,F3,0.9999999999999999,0.0,0.0,0.0,0.0,1.1028754469806141,1.1028754469806141,0.0,0
B136,25,C6,composition,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.8478214380556464,0.8478214380556464,0.0,0
B136,25,C6,composition,F2,0.9999999999999999,1.0,1.0,1.0,1.0,1.1462691428255563,1.1462691428255563,0.0,0
B136,25,C6,composition,F3,-0.09999999999999999,1.0,0.5,1.0,0.25,0.8900988581596391,0.9669065478417218,-0.07680768968208274,1
B136,25,W1,control-width,F1,0.49999999999999994,1.0,0.75,20.0,12.0,0.33017286427149267,0.34461542224872915,-0.014442557977236481,0
B136,25,W1,control-width,F2,0.9999999999999999,1.0,1.0,20.0,20.0,0.5318724085704848,0.5318724085704848,0.0,0
B136,25,W1,control-width,F3,0.7,1.0,1.0,20.0,20.0,0.4593344829432845,0.4593344829432845,0.0,0
B136,25,W2,control-width,F1,0.3,0.75,0.75,0.12,0.12,0.9292757225486108,0.9292757225486108,0.0,0
B136,25,W2,control-width,F2,-0.6,0.75,0.25,0.12,0.03,0.9377306292417901,1.0500708981037665,-0.11234026886197646,1
B136,25,W2,control-width,F3,0.3,0.75,0.75,0.12,0.12,1.1986753659213463,1.1986753659213463,0.0,0
B136,25,G1,control-gross,F1,0.9999999999999999,1.0,1.0,1.0,1.0,0.7371271138126694,0.7371271138126694,0.0,0
B136,25,G1,control-gross,F2,-0.9999999999999999,1.0,0.0,1.0,0.2,1.0477311265673561,1.0540367743590329,-0.0063056477916767495,1
B136,25,G1,control-gross,F3,0.8999999999999998,0.75,1.0,0.8,1.0,1.1030252139927217,1.1035074249147563,-0.00048221092203459825,0
