panel,cadence,band,gross,slice,s_mean,realised_gross,hatA,hatB,resid_A_pp,resid_B_pp
U56,W,0.0,0.25,FULL,0.7102707748500355,0.1775289750091132,0.17756769371250888,0.17733782810301632,-0.003871870339569594,0.019114690609686735
U56,W,0.0,0.25,IS,0.7041092602495451,0.17582251731194012,0.17602731506238628,0.17566871838349524,-0.020479775044615622,0.015379892844488707
U56,W,0.0,0.25,OOS,0.7153367968914875,0.17893203137872657,0.1788341992228719,0.1787101768154615,0.009783215585468241,0.022185456326506703
U56,W,0.0,0.5,FULL,0.7102707748500355,0.3549652105095191,0.35513538742501777,0.35467565620603264,-0.017017691549864322,0.028955430348648337
U56,W,0.0,0.5,IS,0.7041092602495451,0.351569985542773,0.35205463012477256,0.3513374367669905,-0.04846445819995382,0.02325487757825484
U56,W,0.0,0.5,OOS,0.7153367968914875,0.3577567781081506,0.3576683984457438,0.357420353630923,0.008837966240682338,0.03364244772275926
U56,W,0.0,0.75,FULL,0.7102707748500355,0.5323131825450128,0.5327030811375266,0.5320134843090489,-0.03898985925138154,0.029969823596387446
U56,W,0.0,0.75,IS,0.7041092602495451,0.5272465377975886,0.5280819451871588,0.5270061551504858,-0.08354073895702196,0.024038264710279922
U56,W,0.0,0.75,OOS,0.7153367968914875,0.5364789981976472,0.5365025976686156,0.5361305304463845,-0.002359947096841619,0.034846775126273766
U56,W,0.0,1.0,FULL,0.7102707748500355,0.7095773795780793,0.7102707748500355,0.7093513124120653,-0.06933952719562209,0.02260671660140323
U56,W,0.0,1.0,IS,0.7041092602495451,0.7028563024409608,0.7041092602495451,0.702674873533981,-0.1252957808584365,0.018142890697980807
U56,W,0.0,1.0,OOS,0.7153367968914875,0.7151034761836497,0.7153367968914875,0.714840707261846,-0.023332070783788073,0.026276892180365774
U56,W,0.01,0.25,FULL,0.7111751431225571,0.1778107279799051,0.17779378578063929,0.17761525913630433,0.001694219926581808,0.019546884360077676
U56,W,0.01,0.25,IS,0.7047400665996071,0.1761204736584296,0.17618501664990177,0.17596152647191962,-0.00645429914721829,0.015894718650996675
U56,W,0.01,0.25,OOS,0.7164660888749377,0.17920046186896751,0.17911652221873442,0.17897496477228142,0.008393965023309469,0.022549709668609474
U56,W,0.01,0.5,FULL,0.7111751431225571,0.35552738654292254,0.35558757156127857,0.35523051827260865,-0.00601850183560293,0.029686827031388807
U56,W,0.01,0.5,IS,0.7047400665996071,0.3521636228297609,0.35237003329980354,0.35192305294383924,-0.020641047004266166,0.024056988592163764
U56,W,0.01,0.5,OOS,0.7164660888749377,0.3582930865725478,0.35823304443746884,0.35794992954456284,0.0060042135078985925,0.034315702798498604
U56,W,0.01,0.75,FULL,0.7111751431225571,0.5331545465073956,0.5333813573419178,0.5328457774089129,-0.02268108345222508,0.0308769098482653
