uni,q,book,arm,frac_pos_full,frac_pos_IS,frac_pos_OOS,frac_priceable,dMaxDD_med,dCAGR_med,rate_med
universe.json(56),0.05,TOP10,abs12-dg,0.375,0.325,0.375,0.0,0.0,0.7996866952534987,
universe.json(56),0.05,TOP10,abs12-rw,0.25,0.45,0.4,0.0,-5.551115123125783e-15,0.7440073344203713,
universe.json(56),0.05,TOP10,band3-dg,1.0,1.0,1.0,1.0,0.9584504725144383,0.5211480166619875,0.5061814973993659
universe.json(56),0.05,TOP10,band3-rw,1.0,0.975,1.0,1.0,0.8233309305739844,0.5701159668834443,0.6467489358782699
universe.json(56),0.05,TOP10,ddctl-8/.5/high,1.0,1.0,1.0,1.0,10.169295124648631,6.7679951700506,0.6753905273771781
universe.json(56),0.05,TOP10,ddctl-8/.5/recover,1.0,0.975,1.0,1.0,5.697440594839542,6.382155952251079,1.1191520385971416
universe.json(56),0.05,TOP10,ebud-0.10,1.0,0.825,1.0,1.0,0.9989613271636,2.264438624220022,2.122082683236627
universe.json(56),0.05,TOP10,ebud-0.20,0.475,0.4,0.475,0.05,0.0,0.26662948643380036,0.2506466113063351
universe.json(56),0.05,TOP10,g200-dg,1.0,0.95,1.0,1.0,0.9584504725144438,0.6903514684340029,0.6848324673330326
universe.json(56),0.05,TOP10,g200-rw,1.0,1.0,1.0,1.0,0.8233309305740011,0.702006364448049,0.8040654550649184
universe.json(56),0.05,TOP10,stop15,0.0,0.925,0.0,0.0,-2.6793170950885683,1.4367595495756613,
universe.json(56),0.05,TOP10,stop25,0.0,1.0,0.0,0.0,-2.140592325700702,0.24502364436833624,
universe.json(56),0.05,TOP10,v1gate-dg,1.0,0.9,1.0,1.0,9.008595272316184,4.39609323932626,0.4931550402536366
universe.json(56),0.05,TOP10,v1gate-rw,1.0,0.925,1.0,1.0,5.9528202645676815,3.721509921444499,0.6282903747936848
universe.json(56),0.05,TOP10,vol60-dg,1.0,0.7,1.0,1.0,8.623355869703243,3.782629288150008,0.42832487438567135
