score,family,cost_bps,n,mean_d,median_d,t,wins,losses,sign_p,mean_M,mean_6W
Sharpe,ALL,0,115,0.049586126549035034,0.01995809399712689,6.188308536885771,80,35,3.284442087365602e-05,0.7806021241659835,0.7310159976169482
Sharpe,ALL,10,115,0.04367277715661403,0.015606394701055182,5.492464024026255,73,42,0.0049281538522553126,0.7512561263143439,0.7075833491577298
Sharpe,ALL,25,115,0.03475205138950967,0.00754577157914027,4.419326703160856,64,51,0.26305395754293526,0.7071027609034185,0.672350709513909
Sharpe,SMALL,0,49,0.11072051633012685,0.11239931702885386,7.783582857039862,43,6,5.7277652842913085e-08,0.43547318329611057,0.3247526669659837
Sharpe,SMALL,10,49,0.10329702853906458,0.10622876758019129,7.246833311086031,42,7,3.6245783263666453e-07,0.4016254505690356,0.29832842202997106
Sharpe,SMALL,25,49,0.09210158019810462,0.09672502008037823,6.440480432544154,41,8,1.9646537765538596e-06,0.35076194380614506,0.25866036360804034
Sharpe,U56,0,33,-0.005906595102736467,-0.003988878055199763,-1.4403490963166545,14,19,0.48685024166479707,1.205953728264932,1.2118603233676684
Sharpe,U56,10,33,-0.011092159318297176,-0.009038332339455613,-2.6914190855896862,10,23,0.03508203336969018,1.178510691859239,1.189602851177536
Sharpe,U56,25,33,-0.018913729334394683,-0.01719669330309137,-4.5356485072345505,6,27,0.0003240634687244892,1.1371564673332368,1.1560701966676314
Sharpe,ETF,0,33,0.014303542162215672,0.014392847814680199,3.1176246722561256,23,10,0.03508203336969018,0.8677147049950278,0.8534111628328122
Sharpe,ETF,10,33,0.009904734306068369,0.009307003899283739,2.1571822810358063,21,12,0.16275565745308995,0.8431501399064218,0.8332454056003534
Sharpe,ETF,25,33,0.0032624711551972785,0.0009541805991413188,0.7082127468766932,17,16,1.0,0.8061611768301581,0.8028987056749608
OOS_Sharpe,ALL,0,115,-0.016454142411499548,-0.06087368074612687,-1.276389984978344,35,80,3.284442087365602e-05,0.7867195031596051,0.8031736455711047
OOS_Sharpe,ALL,10,115,-0.023825427663413733,-0.06706064654637822,-1.8556683601998043,31,84,8.02856176220707e-07,0.7558913233285967,0.7797167509920105
OOS_Sharpe,ALL,25,115,-0.03494079907951901,-0.07639620250933488,-2.7374586878415292,30,85,2.860656604093182e-07,0.7094976446033616,0.7444384436828804
OOS_Sharpe,SMALL,0,49,0.09022179325048853,0.0673883547857215,4.190583247114487,35,14,0.003801654409748778,0.33850386041068325,0.24828206716019474
OOS_Sharpe,SMALL,10,49,0.0815169981532328,0.05749088978682204,3.778284983584566,31,18,0.08543313315739454,0.3030347243140429,0.22151772616081009
OOS_Sharpe,SMALL,25,49,0.06838717049404365,0.042550029479315105,3.159453090032749,30,19,0.15240777196147803,0.24973800445082295,0.18135083395677928
OOS_Sharpe,U56,0,33,-0.11058203254249195,-0.11491921281518236,-13.332267530971054,0,33,2.3283064365386963e-10,1.2976594277378408,1.408241460280333
OOS_Sharpe,U56,10,33,-0.11710410144441757,-0.12222814642319735,-13.986667055047974,0,33,2.3283064365386963e-10,1.2699198629948023,1.38702396443922
OOS_Sharpe,U56,25,33,-0.12693095688255676,-0.1332498836347349,-14.922444136176649,0,33,2.3283064365386963e-10,1.228101050601716,1.3550320074842725
OOS_Sharpe,ETF,0,33,-0.0807238537180046,-0.0805835584348864,-15.277072272108612,0,33,2.3283064365386963e-10,0.9413118966024961,1.0220357503205009
OOS_Sharpe,ETF,10,33,-0.0869642952465214,-0.08661135645923079,-16.355828802131963,0,33,2.3283064365386963e-10,0.9142862185627896,1.0012505138093113
OOS_Sharpe,ETF,25,33,-0.09637702034025612,-0.09589318597846341,-17.921121735524665,0,33,2.3283064365386963e-10,0.8735676436799884,0.9699446640202446
CAGR,ALL,0,115,0.0029361633607230837,-8.594171797948746e-05,3.43321006608566,57,58,1.0,0.062326620184900726,0.059390456824177644
CAGR,ALL,10,115,0.0024098925864533788,-0.0002243569701145809,2.8574034951780294,54,61,0.5760121204363974,0.05948769593991856,0.0570778033534652
CAGR,ALL,25,115,0.0016268288554766956,-0.0008136169162824558,1.9652633574114797,48,67,0.09281592098218937,0.055246844429135675,0.053620015573658975
CAGR,SMALL,0,49,0.00995574584196346,0.008669445778778595,6.896240934441621,41,8,1.9646537765538596e-06,0.03934546075664268,0.029389714914679222
CAGR,SMALL,10,49,0.009207968530411474,0.008200567747535858,6.413500825659594,41,8,1.9646537765538596e-06,0.03560473423960616,0.026396765709194685
CAGR,SMALL,25,49,0.008097088839413851,0.007768728528172675,5.672409884799474,40,9,9.263546409954415e-06,0.030022530178018383,0.021925441338604534
CAGR,U56,0,33,-0.004107538904368896,-0.004184339918321012,-9.536127348650247,2,31,1.3085082173347473e-07,0.1104419145844619,0.11454945348883079
CAGR,U56,10,33,-0.00458647498313777,-0.004593179108860923,-10.193131605575768,2,31,1.3085082173347473e-07,0.10756432942135193,0.11215080440448967
CAGR,U56,25,33,-0.005300095904388298,-0.005607001054422911,-11.010115785519234,2,31,1.3085082173347473e-07,0.10326232408327443,0.10856241998766271
CAGR,ETF,0,33,-0.00044315078572367624,-0.0005614658596260202,-1.8226162714107281,14,19,0.48685024166479707,0.04833486554245002,0.0487780163281737
CAGR,ETF,10,33,-0.0006878526092265839,-0.0007703900936424368,-2.7363719153460146,11,22,0.08014331245794892,0.046873641952888526,0.047561494562115114
CAGR,ETF,25,33,-0.0010536021183831772,-0.0010055588644486413,-3.9682240016607864,6,27,0.0003240634687244892,0.044685649572110464,0.04573925169049364
OOS_CAGR,ALL,0,115,-0.00401265530676319,-0.005717112671603131,-2.8291540767671948,35,80,3.284442087365602e-05,0.06331093868225496,0.06732359398901815
OOS_CAGR,ALL,10,115,-0.004645206866656868,-0.005974317423581121,-3.29437017733825,30,85,2.860656604093182e-07,0.060231809125037755,0.06487701599169463
OOS_CAGR,ALL,25,115,-0.005585964501298631,-0.006604030673557082,-3.9915580601382605,29,86,9.758911934869407e-08,0.05563365485913222,0.061219619360430855
OOS_CAGR,SMALL,0,49,0.007580714042148288,0.005772829538288393,3.530747953202918,35,14,0.003801654409748778,0.029877403980645402,0.02229668993849712
OOS_CAGR,SMALL,10,49,0.006695229685698733,0.005336157806142605,3.1205210585634555,30,19,0.15240777196147803,0.0257773478141822,0.019082118128483472
OOS_CAGR,SMALL,25,49,0.005380789043369807,0.00472356783060035,2.506982476679239,29,20,0.2528697301676033,0.019661756196393074,0.014280967153023266
OOS_CAGR,U56,0,33,-0.01833884623622932,-0.019092726087347245,-15.050971287525138,0,33,2.3283064365386963e-10,0.12405510889805785,0.14239395513428715
OOS_CAGR,U56,10,33,-0.018906866328629625,-0.019573680762273282,-15.095563802056128,0,33,2.3283064365386963e-10,0.12100574476705339,0.13991261109568304
OOS_CAGR,U56,25,33,-0.01975300995840436,-0.020292374967522786,-15.152695627919877,0,33,2.3283064365386963e-10,0.11644753239309122,0.13620054235149556
OOS_CAGR,ETF,0,33,-0.006900861289317133,-0.007312830967881823,-12.374721343253494,0,33,2.3283064365386963e-10,0.05221050181126624,0.059111363100583375
