panel,family,cad,jensen_pp,c_bar,c_sd,c_GEO,am_minus_geo,zero
B136,MA-THRESH,A,0.586655821394406,0.595551159129212,0.13686246589135784,0.5561766500146372,0.03937450911457474,0.024955570573953093
B136,MA-THRESH,D,0.3544338666482949,0.5933434832800842,0.11238520019312137,0.567381146826478,0.02596233645360624,0.01254036194338064
B136,MA-THRESH,M,0.4119565356104752,0.5917408316246194,0.11166303723687634,0.5659592146022,0.025781617022419434,0.013391404470476334
B136,MA-THRESH,Q,0.48391974250217007,0.5853606178918309,0.12203746872420762,0.5544252961849593,0.030935321706871632,0.01709594252959876
B136,MA-THRESH,W,0.38467510802370547,0.5934167655006716,0.11259418554160644,0.5674655089753132,0.025951256525358346,0.013841956396585817
B136,QUANTILE-F,A,0.0048676161593281565,0.6005714475790243,0.009921848984217312,0.6003077007796555,0.0002637467993688025,0.0
B136,QUANTILE-F,D,1.5531778520008447e-05,0.5932944110211198,0.0006077139872070079,0.5932933361291646,1.0748919552217018e-06,0.0
B136,QUANTILE-F,M,0.0003852032407292643,0.5940462727103472,0.0032884421269011982,0.594025796491676,2.0476218671183766e-05,0.0
B136,QUANTILE-F,Q,0.0011458150577950594,0.5956214191599736,0.005162475358232993,0.5955624028159021,5.9016344071460836e-05,0.0
B136,QUANTILE-F,W,8.109824518095128e-05,0.5934206544842078,0.0018017694512779655,0.5934158534906432,4.800993564590961e-06,0.0
B136,QUANTILE-M,A,0.005330759688042086,0.6036456870101903,0.010293514909371458,0.6033620051466944,0.0002836818634959215,0.0
B136,QUANTILE-M,D,0.00020902810035187494,0.5963453749091308,0.002356462230190413,0.5963349396815179,1.043522761290383e-05,0.0
B136,QUANTILE-M,M,0.0006104403275677899,0.5970990522738544,0.003975347957315471,0.5970687138936771,3.0338380177297175e-05,0.0
B136,QUANTILE-M,Q,0.0014017357287049571,0.5986851172152995,0.0057087278586420145,0.5986149211687661,7.01960465333551e-05,0.0
B136,QUANTILE-M,W,0.00028214076660434034,0.5964728284483647,0.0028005650671746635,0.5964586739012225,1.4154547142153362e-05,0.0
SMALL439,MA-THRESH,A,0.2540504198729175,0.5347148859999858,0.13652041156242223,0.5070097692612034,0.027705116738782398,0.0
SMALL439,MA-THRESH,D,0.21622146113814544,0.5085978474561289,0.12257309524193781,0.48524816304591945,0.02334968441020946,5.6487600971586734e-05
SMALL439,MA-THRESH,M,0.2548197661632685,0.5110357090914078,0.11882100181842323,0.4894646439651209,0.021571065126286926,0.0
SMALL439,MA-THRESH,Q,0.29851406524706015,0.5106295778455616,0.129647320034992,0.4840280057237908,0.026601572121770833,0.0
SMALL439,MA-THRESH,W,0.24941741234784953,0.5090711118851696,0.12294949316136033,0.4855652436508769,0.023505868234292737,0.0
SMALL439,QUANTILE-F,A,0.0034183109681210017,0.5148742290268346,0.015734512109717855,0.5144930589706207,0.00038117005621385314,0.0
SMALL439,QUANTILE-F,D,1.593461165485779e-09,0.5085532502714579,6.2692284334655075e-06,0.5085532500814648,1.8999313233791781e-10,0.0
SMALL439,QUANTILE-F,M,0.0005065312131586649,0.5090011149091966,0.005718028553187952,0.5089513236795379,4.979122965875771e-05,0.0
SMALL439,QUANTILE-F,Q,0.0013618143746895307,0.51071071470042,0.009695451989199145,0.5105664053486425,0.00014430935177744963,0.0
SMALL439,QUANTILE-F,W,8.103751711146461e-05,0.5086468200179808,0.0023432100203296924,0.5086384657302588,8.354287721945575e-06,0.0
SMALL439,QUANTILE-M,A,0.0034469324470215077,0.5163737078412303,0.015810514167669352,0.5159896291241665,0.00038407871706380714,0.0
SMALL439,QUANTILE-M,D,1.3205698371857958e-05,0.5100620459085601,0.0009237957450402309,0.5100606883271007,1.3575814593602686e-06,0.0
SMALL439,QUANTILE-M,M,0.0005181924402857992,0.5105092395927311,0.005794355720013278,0.5104583581288757,5.088146385534564e-05,0.0
SMALL439,QUANTILE-M,Q,0.0013819310295377146,0.5122435095837405,0.009743034481110474,0.5120970452459114,0.00014646433782916635,0.0
SMALL439,QUANTILE-M,W,9.458818503264392e-05,0.5101505110784046,0.002528874790105623,0.5101409300003943,9.58107801030117e-06,0.0
U56,MA-THRESH,A,0.5823556773531411,0.5811634644796912,0.13707667005737695,0.5445446062062882,0.036618858273403054,0.05005005005005005
U56,MA-THRESH,D,0.37099713274028434,0.5850831990203691,0.11202405459473555,0.5608584778714846,0.02422472114888452,0.028953953953953955
U56,MA-THRESH,M,0.4185041627527208,0.5836808474549118,0.11133748688258079,0.559859455765827,0.023821391689084814,0.028053053053053056
U56,MA-THRESH,Q,0.46087695659154565,0.5770292658077334,0.12119577738636618,0.5485041976538173,0.02852506815391609,0.03273273273273273
U56,MA-THRESH,W,0.4042361332818431,0.5848587476884879,0.11207013744740325,0.5606381337316252,0.024220613956862702,0.02887887887887888
U56,QUANTILE-F,A,0.0099787109432513,0.5931973176300348,0.011871440603801936,0.5927403211061575,0.0004569965238773177,0.0
U56,QUANTILE-F,D,1.066976537739745e-05,0.5849152055236134,0.000415002186303026,0.5849144182267016,7.872969117750372e-07,0.0
U56,QUANTILE-F,M,0.0006747068944111195,0.5857206127896589,0.0033257393224967093,0.5856927910426524,2.7821747006551156e-05,0.0
U56,QUANTILE-F,Q,0.0020052573545304617,0.5874417599574212,0.0054918273727917214,0.587357077366899,8.46825905221893e-05,0.0
U56,QUANTILE-F,W,0.0001257119717850388,0.5850686674590047,0.0016852679043498804,0.5850629457386087,5.7217203959236684e-06,0.0
U56,QUANTILE-M,A,0.010221385329373531,0.6027652129259728,0.013075534591945655,0.602290331293647,0.0004748816323258964,0.0
U56,QUANTILE-M,D,0.0005663114553425706,0.5943710302744738,0.004638827009195394,0.5943402250276737,3.080524680010299e-05,0.0
U56,QUANTILE-M,M,0.0012285418524885393,0.5951899032355896,0.005740030197985923,0.5951328340313614,5.70692042282106e-05,0.0
U56,QUANTILE-M,Q,0.002495430328385062,0.5968873490823454,0.007403187352053245,0.5967728085067259,0.00011454057561954833,0.0
U56,QUANTILE-M,W,0.0006909881649415084,0.5945280682672425,0.0048839385649269386,0.5944925018612038,3.5566406038634035e-05,0.0
