panel,cost,selector,arm,q,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_Sharpe,V1_OOS_Sharpe
u56,10,S0_donothing_n20,FIXN,,0.14453585654383216,1.1306969416161394,-0.1830834869787813,0.8820107671822842,0.747063834691694
u56,10,S1_IS_all,FIXN,0.1,0.20021133575319228,0.981820595790861,-0.24299236677072433,0.8820107671822842,0.747063834691694
u56,10,S2_IS_FIXQ,FIXQ,0.1,0.16268340865402764,0.7938890322837442,-0.3526126454677122,0.8820107671822842,0.747063834691694
u56,10,S3_IS_FIXN,FIXN,0.1,0.20021133575319228,0.981820595790861,-0.24299236677072433,0.8820107671822842,0.747063834691694
u56,10,S4_random,FIXQ,0.4,0.16053872604189423,1.1365083108587244,-0.224058978839081,0.8820107671822842,0.747063834691694
u56,25,S0_donothing_n20,FIXN,,0.12559120208679553,0.9985108040321351,-0.18440712200737253,0.8820107671822842,0.747063834691694
u56,25,S1_IS_all,FIXN,0.1,0.1641083938958141,0.8346146335465046,-0.2508033960405447,0.8820107671822842,0.747063834691694
u56,25,S2_IS_FIXQ,FIXQ,0.1,0.12147992437255772,0.6299792331111056,-0.3787661258872186,0.8820107671822842,0.747063834691694
u56,25,S3_IS_FIXN,FIXN,0.1,0.1641083938958141,0.8346146335465046,-0.2508033960405447,0.8820107671822842,0.747063834691694
u56,25,S4_random,FIXQ,0.2,0.13370760488324418,0.8060715172832378,-0.3138083831813684,0.8820107671822842,0.747063834691694
broad,10,S0_donothing_n20,FIXN,,0.12454335283909401,0.8836022780725372,-0.20052048331108296,0.8820239235972316,0.5762505378038233
broad,10,S1_IS_all,FIXQ,0.1,0.13615107717994368,0.7776644469992334,-0.28681232826768566,0.8820239235972316,0.5762505378038233
broad,10,S2_IS_FIXQ,FIXQ,0.1,0.13615107717994368,0.7776644469992334,-0.28681232826768566,0.8820239235972316,0.5762505378038233
broad,10,S3_IS_FIXN,FIXN,1.0,0.10901431265133033,1.0170658505345473,-0.1840905403439077,0.8820239235972316,0.5762505378038233
broad,10,S4_random,FIXN,0.65,0.1154669366736698,1.0030645265509657,-0.18625683045084984,0.8820239235972316,0.5762505378038233
broad,25,S0_donothing_n20,FIXN,,0.09979856674461329,0.7295843836804319,-0.20155317029654185,0.8820239235972316,0.5762505378038233
broad,25,S1_IS_all,FIXQ,0.1,0.10036949679034946,0.6059164706123948,-0.29720878349517876,0.8820239235972316,0.5762505378038233
broad,25,S2_IS_FIXQ,FIXQ,0.1,0.10036949679034946,0.6059164706123948,-0.29720878349517876,0.8820239235972316,0.5762505378038233
broad,25,S3_IS_FIXN,FIXN,1.0,0.09468834278911875,0.895345290517235,-0.1893811889008895,0.8820239235972316,0.5762505378038233
broad,25,S4_random,FIXQ,0.8,0.09716458223119662,0.886341642005731,-0.20053860630789366,0.8820239235972316,0.5762505378038233
small,10,S0_donothing_n20,FIXN,,0.07391571945396924,0.48549597048829646,-0.31114219649407004,0.8820107671822842,0.5540428938666992
small,10,S1_IS_all,FIXN,0.1,0.09207685131551724,0.5528169056503389,-0.30989686302523334,0.8820107671822842,0.5540428938666992
small,10,S2_IS_FIXQ,FIXQ,0.8,0.04091463889292468,0.3506449790539051,-0.38925676032962275,0.8820107671822842,0.5540428938666992
small,10,S3_IS_FIXN,FIXN,0.1,0.09207685131551724,0.5528169056503389,-0.30989686302523334,0.8820107671822842,0.5540428938666992
small,10,S4_random,FIXN,1.0,0.054000851002353745,0.4302879779153249,-0.33977785279748807,0.8820107671822842,0.5540428938666992
small,25,S0_donothing_n20,FIXN,,0.0377852777564156,0.2958727128375075,-0.34500986094853525,0.8820107671822842,0.5540428938666992
small,25,S1_IS_all,FIXN,0.1,0.05219038396654607,0.36005141377558686,-0.3557210966917368,0.8820107671822842,0.5540428938666992
small,25,S2_IS_FIXQ,FIXQ,0.8,0.015909825216016804,0.18193626415025502,-0.4113830542585377,0.8820107671822842,0.5540428938666992
small,25,S3_IS_FIXN,FIXN,0.1,0.05219038396654607,0.36005141377558686,-0.3557210966917368,0.8820107671822842,0.5540428938666992
small,25,S4_random,FIXQ,0.65,0.019499858047224095,0.20428491184423245,-0.4283291930757708,0.8820107671822842,0.5540428938666992
