panel,src,t,L,d,cost,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,isCAGR,isSharpe,isMaxDD,keep4a,keep4b,keep4a_oos,keep4b_oos,keep4b_is,is_legs,F_L1_H1,F_L2_H2,F_L4_DD,F_L5_CAGR,O_L1_H1,O_L2_H2,O_L4_DD,O_L5_CAGR,mean_gross,mean_gross_oos,turnover,twin_k,twin_k_oos,twin_match_err,twin_match_err_oos,twSharpe,twMaxDD,twCAGR,twoSharpe,twoMaxDD,twoCAGR,tw_keep4a,tw_keep4b,tw_keep4a_oos,tw_keep4b_oos,dSharpe,dMaxDD,odSharpe,odMaxDD
U56,PANEL,0.08,20,0,0.0,0.10600257758437115,1.2209091176546605,-0.12093488332477109,1.243004763548282,1.2003802549894431,0.11753737955424426,1.339347633497965,-0.12093488332477087,0.0921337938158171,1.076208000245559,-0.0886669247553864,False,True,False,True,False,2,True,True,True,True,True,True,True,True,0.6872424142559708,0.6965928128916434,3.4607901311551235,0.6869788135872577,0.6962943881696222,0.0,1.1102230246251565e-16,1.12606387190918,-0.2076946051336359,0.12159345691911483,1.1340712627975371,-0.21028622000167818,0.12775807604665235,False,False,False,False,0.09484524574548048,0.08675972180886482,0.20527637070042792,0.08935133667690731
U56,PANEL,0.08,20,0,10.0,0.10218169143971245,1.180263915344665,-0.12278422663715627,1.202509905714304,1.1595581315684649,0.11377229721251836,1.2999444284615425,-0.12278422663715616,0.0882471381213994,1.034085789481923,-0.08977060478885646,False,False,False,True,False,2,True,True,True,False,True,True,True,True,0.6872424142559708,0.6965928128916434,3.4607901311551235,0.6869788135872577,0.6962943881696222,0.0,1.1102230246251565e-16,1.118885371557108,-0.20783502065441595,0.12073568323168171,1.126884100720546,-0.21042735282279879,0.12685592385586686,False,False,False,False,0.061378543787556916,0.08505079401725968,0.17306032774099656,0.08764312618564263
U56,PANEL,0.08,20,0,25.0,0.09647409292783848,1.1191940287690243,-0.1255512395992121,1.1416812890784636,1.0982083268190521,0.10814749092301223,1.2407119019142008,-0.1255512395992121,0.08244200790200273,0.9708357839269685,-0.09142383772879892,False,False,False,True,False,2,True,True,True,False,True,True,True,True,0.6872424142559708,0.6965928128916434,3.4607901311551235,0.6869788135872577,0.6962943881696222,0.0,1.1102230246251565e-16,1.1081164113703397,-0.20804560835793906,0.11945022538771854,1.1161016627282396,-0.21063901598076884,0.12550401871255024,False,False,False,False,0.011077617398684625,0.08249436875872695,0.12461023918596115,0.08508777638155673
U56,PANEL,0.08,20,0,50.0,0.08702437567316945,1.0172006179411224,-0.13014431617914834,1.0401339772037368,0.9957077733396081,0.09883334531567334,1.1417063648747758,-0.13014431617914923,0.07283270538379027,0.8653106046424552,-0.09417313723664478,False,False,False,False,False,2,True,True,True,False,True,True,True,False,0.6872424142559708,0.6965928128916434,3.4607901311551235,0.6869788135872577,0.6962943881696222,0.0,1.1102230246251565e-16,1.0901650858597594,-0.208396493005212,0.11731099890685415,1.0981265808691762,-0.21099169172963372,0.12325436735856576,False,False,False,False,-0.07296446791863698,0.07825217682606367,0.04357978400559959,0.08084737555048449
U56,PANEL,0.08,20,1,0.0,0.10473164312709571,1.1913191097562434,-0.1282893784964556,1.240066399442945,1.1457949111638162,0.11420223776345906,1.2842876698809622,-0.12828937849645505,0.09332152284467377,1.0771879694618942,-0.08578257255109789,False,False,False,True,False,2,True,True,True,False,True,True,True,True,0.6861703911353838,0.6957939046885125,3.489467045263665,0.685906258818527,0.6954950058148555,2.220446049250313e-16,0.0,1.1260621741728376,-0.20739584355505525,0.12140184331240111,1.13407263129582,-0.21006405854367483,0.12761002514422826,False,False,False,False,0.06525693558340584,0.07910646505859964,0.15021503858514218,0.08177468004721977
U56,PANEL,0.08,20,1,10.0,0.10088419577621366,1.1510204687087378,-0.1302073682132453,1.1998611332271931,1.1053452491590188,0.11040634080724776,1.245280146818003,-0.1302073682132453,0.089412935352577,1.0353524262731046,-0.08684938927991936,False,False,False,True,False,2,True,True,True,False,True,True,True,True,0.6861703911353838,0.6957939046885125,3.489467045263665,0.685906258818527,0.6954950058148555,2.220446049250313e-16,0.0,1.1188825161101195,-0.20753617470812513,0.12054542086278319,1.1268846896780003,-0.2102051308982722,0.12670893341445577,False,False,False,False,0.03213795259861829,0.07732880649487983,0.11839545714000277,0.0799977626850269
U56,PANEL,0.08,20,1,25.0,0.09513704919938792,1.0904545151367373,-0.1330769137790474,1.1394656752367067,1.0445253369222065,0.10473568518539733,1.1866155659598394,-0.1330769137790465,0.08357510398775458,0.9725292421443896,-0.08844748755372345,False,False,False,False,False,2,True,True,True,False,True,True,True,False,0.6861703911353838,0.6957939046885125,3.489467045263665,0.685906258818527,0.6954950058148555,2.220446049250313e-16,0.0,1.1081118188463168,-0.20774663591777542,0.11926198629253704,1.1161010818536146,-0.21041670339866902,0.12535861602557863,False,False,False,False,-0.01765730370957952,0.07466972213872802,0.07051448410622485,0.07733978961962251
U56,PANEL,0.08,20,1,50.0,0.08562219661823423,0.9892614667389569,-0.1378397170066371,1.0386394285624736,0.9428343741499347,0.09534611070192334,1.088491378790341,-0.137839717006637,0.07391182073064351,0.8677095164198468,-0.09144053759568094,False,False,False,False,False,2,True,True,True,False,True,True,True,False,0.6861703911353838,0.6957939046885125,3.489467045263665,0.685906258818527,0.6954950058148555,2.220446049250313e-16,0.0,1.0901575969399315,-0.20809730989572917,0.1171261223969724,1.0981240489522466,-0.21076922816411459,0.12311160311145786,False,False,False,False,-0.10089613020097465,0.07025759288909206,-0.00963267016190561,0.07292951115747759
U56,PANEL,0.08,10,0,0.0,0.10565017580030145,1.1990777491057756,-0.12492495104885559,1.249007471466188,1.1532715293206757,0.11456208427558301,1.2814018875076159,-0.12492495104885559,0.09490711114989758,1.097216987975373,-0.0893670298879855,False,False,False,True,False,2,True,True,True,False,True,True,True,True,0.7032643985357265,0.7135659227183135,5.730806872341529,0.7030090608583461,0.7132779746919733,1.1102230246251565e-16,0.0,1.126089126103017,-0.2121506445689474,0.12445770781372967,1.1340419802001778,-0.21499610740328512,0.13090398833898576,False,False,False,False,0.07298862300275855,0.0872256935200918,0.1473599073074381,0.09007115635442953
U56,PANEL,0.08,10,0,10.0,0.09933331901309739,1.1330162089457858,-0.12569594047362542,1.18371356839953,1.08641816905732,0.10824365570280992,1.2164183796518369,-0.1256959404736253,0.0885926789085254,1.0298156445432918,-0.09348086639615583,False,False,False,True,False,2,True,True,True,False,True,True,True,True,0.7032643985357265,0.7135659227183135,5.730806872341529,0.7030090608583461,0.7132779746919733,1.1102230246251565e-16,0.0,1.1189274670895824,-0.21229227727550826,0.12357968217541404,1.1268709808624215,-0.21513848250545364,0.12997924647909986,False,False,False,False,0.014088741856203457,0.08659633680188283,0.08954739878941531,0.08944254203182833
