floor,tol,published,sign_stable,lag_stable,pct_lag_stable,sign_flips
0.1,0.25,138,126,20,14.492753623188406,6
0.1,0.5,138,126,48,34.78260869565217,6
0.1,1.0,138,126,78,56.52173913043478,6
0.5,0.25,138,117,20,14.492753623188406,6
0.5,0.5,138,117,48,34.78260869565217,6
0.5,1.0,138,117,77,55.79710144927537,6
1.0,0.25,138,103,20,14.492753623188406,6
1.0,0.5,138,103,48,34.78260869565217,6
1.0,1.0,138,103,75,54.347826086956516,6
