L,gap,lo,hi,sharpe_book,sharpe_spy,flips,panel,subwin
33,0.12897644578230505,38,71,0.6669954532776812,0.5380190074953761,True,U56,CAL0912
34,0.12362637076891225,37,71,0.6778538032853623,0.55422743251645,True,U56,CAL0912
35,0.127742237445714,36,71,0.6799360537211616,0.5521938162754476,True,U56,CAL0912
36,0.1422707354955054,38,74,0.6705628679253185,0.5282921324298131,True,U56,CAL0912
37,0.1368985747296554,37,74,0.6814442176567167,0.5445456429270613,True,U56,CAL0912
38,0.14964158640014924,38,76,0.6708791616596792,0.52123757525953,True,U56,CAL0912
39,0.15598234204703582,38,77,0.6338366873766206,0.47785434532958476,True,U56,CAL0912
40,0.150594241455819,37,77,0.6447384316785004,0.4941441902226814,True,U56,CAL0912
41,0.1681943105801702,38,79,0.6283087732358312,0.460114462655661,True,U56,CAL0912
42,0.1899494917914869,38,80,0.6693407983305234,0.4793913065390365,True,U56,CAL0912
43,0.21643179354275432,38,81,0.6654427730104792,0.44901097946772484,True,U56,CAL0912
44,0.2110624970901135,37,81,0.6764250151211034,0.46536251803098994,True,U56,CAL0912
45,0.21527908893062153,36,81,0.6785301640626973,0.46325107513207575,True,U56,CAL0912
46,0.20062989856114966,38,84,0.7155389775290207,0.5149090789678711,True,U56,CAL0912
47,0.2011823735423655,36,83,0.6949037993400838,0.4937214257977183,True,U56,CAL0912
48,0.19941638453298716,36,84,0.7287439691551274,0.5293275846221402,True,U56,CAL0912
49,0.21495123185473358,38,87,0.6930447820074312,0.47809355015269767,True,U56,CAL0912
50,0.20947874321267584,37,87,0.7041187383293711,0.49463999511669526,True,U56,CAL0912
51,0.2137303267750616,36,87,0.7062523514464835,0.49252202467142187,True,U56,CAL0912
52,0.20012184635771468,36,88,0.694555652719253,0.49443380636153833,True,U56,CAL0912
53,0.18172721554633564,38,91,0.6946647997983607,0.5129375842520251,True,U56,CAL0912
54,0.18455448630292415,38,92,0.6637810533098062,0.47922656700688204,True,U56,CAL0912
55,0.18044851231326087,36,91,0.7079156636874783,0.5274671513742174,True,U56,CAL0912
56,0.1832801977485085,36,92,0.6770216966398733,0.4937414988913648,True,U56,CAL0912
57,0.17432367988057818,38,95,0.6366941281114961,0.4623704482309179,True,U56,CAL0912
58,0.17453491586940872,36,94,0.6750984955080896,0.5005635796386809,True,U56,CAL0912
59,0.17302538925618782,36,95,0.649948407082312,0.47692301782612423,True,U56,CAL0912
60,0.16441010358618224,36,96,0.6090569188993417,0.4446468153131594,True,U56,CAL0912
1,0.045237543412426806,38,39,0.9670482252516384,0.9218106818392116,True,U56,CAL0910
2,0.05877352193895291,38,40,0.9667072104896011,0.9079336885506482,True,U56,CAL0910
3,0.10120200681060543,38,41,0.9259088617139813,0.8247068549033759,True,U56,CAL0910
4,0.11816326680322387,38,42,0.9257894105468094,0.8076261437435855,True,U56,CAL0910
5,0.14708973978155593,38,43,0.9626144310948965,0.8155246913133406,True,U56,CAL0910
6,0.18406578549041375,38,44,0.9328341892564234,0.7487684037660096,True,U56,CAL0910
7,0.19628159185017913,38,45,0.8952143684853475,0.6989327766351684,True,U56,CAL0910
8,0.18709648113101396,37,45,0.9149333438763987,0.7278368627453847,True,U56,CAL0910
9,0.19447671029835034,36,45,0.9189614563815405,0.7244847460831901,True,U56,CAL0910
10,0.25440319855077664,38,48,0.8853975022492607,0.6309943036984841,True,U56,CAL0910
11,0.24438475654404113,37,48,0.9051661089088238,0.6607813523647826,True,U56,CAL0910
12,0.25286814714825623,38,50,0.9093502703506633,0.6564821232024071,True,U56,CAL0910
13,0.28798367256750357,38,51,0.8967420286530222,0.6087583560855186,True,U56,CAL0910
14,0.27785400929590287,37,51,0.9166027889861212,0.6387487796902184,True,U56,CAL0910
15,0.28553182231952523,36,51,0.9206656630679664,0.6351338407484411,True,U56,CAL0910
16,0.2631994615553307,36,52,0.944715489411249,0.6815160278559184,True,U56,CAL0910
17,0.21066700530263072,38,55,0.888779690360785,0.6781126850581543,True,U56,CAL0910
18,0.30459942539092477,38,56,0.9135881504048308,0.608988725013906,True,U56,CAL0910
19,0.3567820778324319,38,57,0.9417978071742461,0.5850157293418142,True,U56,CAL0910
20,0.3462327858779969,37,57,0.9618995369413614,0.6156667510633645,True,U56,CAL0910
21,0.35411565848156734,36,57,0.9660503902633061,0.6119347317817387,True,U56,CAL0910
22,0.3343906041257634,36,58,0.9669425063611229,0.6325519022353595,True,U56,CAL0910
23,0.36178392154775874,38,61,0.9080312138515669,0.5462472923038082,True,U56,CAL0910
24,0.35081226054499226,37,61,0.9281880672311292,0.577375806686137,True,U56,CAL0910
25,0.35879766098309374,36,61,0.932326743441527,0.5735290824584333,True,U56,CAL0910
26,0.3631276848455689,38,64,0.9287894393412792,0.5656617544957103,True,U56,CAL0910
27,0.3733035460202616,38,65,0.9025524429502028,0.5292488969299411,True,U56,CAL0910
28,0.3897353882761878,38,66,0.9024059958184774,0.5126706075422895,True,U56,CAL0910
29,0.37867587506070477,37,66,0.9226990283527495,0.5440231532920448,True,U56,CAL0910
30,0.3867591883343998,36,66,0.9268644229748861,0.5401052346404863,True,U56,CAL0910
31,0.3259483789665686,37,68,0.9372509780547253,0.6113025990881568,True,U56,CAL0910
32,0.3359847252526711,38,70,0.9073058374273214,0.5713211121746503,True,U56,CAL0910
33,0.37280951140682816,38,71,0.9057800216785241,0.532970510271696,True,U56,CAL0910
34,0.36116451545914885,37,71,0.9261985864698259,0.565034071010677,True,U56,CAL0910
35,0.3693477409058554,36,71,0.9303968822826166,0.5610491413767612,True,U56,CAL0910
36,0.39982711853802244,38,74,0.9134612271814629,0.5136341086434405,True,U56,CAL0910
37,0.3894992936907493,38,75,0.9027776044859508,0.5132783107952015,True,U56,CAL0910
38,0.4151363670001283,38,76,0.9147819535517826,0.4996455865516543,True,U56,CAL0910
39,0.4344318721385179,38,77,0.8472407992066865,0.4128089270681686,True,U56,CAL0910
40,0.42262607327469043,37,77,0.867809412050373,0.44518333877568256,True,U56,CAL0910
41,0.46052389767563084,38,79,0.8376278147375307,0.37710391706189983,True,U56,CAL0910
42,0.49937547522256964,38,80,0.9148238292113953,0.4154483539888256,True,U56,CAL0910
43,0.5537330128899651,38,81,0.9079349786174631,0.354201965727498,True,U56,CAL0910
44,0.5419775317762695,37,81,0.9287939846203834,0.3868164528441139,True,U56,CAL0910
45,0.5505721198655267,36,81,0.9330857804035957,0.382513660538069,True,U56,CAL0910
46,0.5173104173514594,36,82,0.9521687711592213,0.43485835380776183,True,U56,CAL0910
47,0.521007625469756,36,83,0.9644512588718402,0.44344363340208426,True,U56,CAL0910
48,0.5137588400481461,36,84,1.0286965271338093,0.5149376870856632,True,U56,CAL0910
49,0.5514944047893446,38,87,0.9625274110766538,0.41103300628730916,True,U56,CAL0910
50,0.539306140002854,37,87,0.9837269224846613,0.4444207824818072,True,U56,CAL0910
51,0.5480417225235634,36,87,0.988135823803393,0.4400941012798297,True,U56,CAL0910
52,0.5227530250856747,36,88,0.9666905579747237,0.44393753288904897,True,U56,CAL0910
53,0.48600402543536575,38,91,0.9674252447043731,0.48142121926900733,True,U56,CAL0910
54,0.4978065908475041,38,92,0.9103286188727525,0.4125220280252484,True,U56,CAL0910
55,0.4853500870527069,37,92,0.93166149471344,0.4463114076607331,True,U56,CAL0910
56,0.49412069834508776,36,92,0.9360555819963882,0.4419348836513004,True,U56,CAL0910
57,0.48355718726097346,38,95,0.860940398932081,0.3773832116711075,True,U56,CAL0910
58,0.4779218936086086,36,94,0.9334776641901643,0.4555557705815557,True,U56,CAL0910
59,0.47976370199184815,36,95,0.8867086168707694,0.40694491487892126,True,U56,CAL0910
60,0.47027107327144585,36,96,0.8104887342994236,0.34021766102797774,True,U56,CAL0910
1,0.21039541709407694,38,39,0.9839693805081269,0.7735739634140499,True,B136,ISH1_HALF
2,0.21621420930733226,38,40,0.9822981175528269,0.7660839082454947,True,B136,ISH1_HALF
3,0.24467763684107047,38,41,0.9658209064369093,0.7211432695958389,True,B136,ISH1_HALF
4,0.25432444204819993,38,42,0.9662703973864282,0.7119459553382282,True,B136,ISH1_HALF
5,0.2665419700808259,38,43,0.9826693788790397,0.7161274087982138,True,B136,ISH1_HALF
6,0.28909979206993275,38,44,0.9693723758853469,0.6802725838154141,True,B136,ISH1_HALF
7,0.2995477534155495,38,45,0.9534020365418762,0.6538542831263267,True,B136,ISH1_HALF
8,0.2947024698659042,37,45,0.9638247053236133,0.6691222354577091,True,B136,ISH1_HALF
9,0.29734771587290265,36,45,0.964571423158147,0.6672237072852444,True,B136,ISH1_HALF
10,0.32235998299276525,38,48,0.9405705512787795,0.6182105682860143,True,B136,ISH1_HALF
11,0.31725912188617866,37,48,0.951000434199162,0.6337413123129834,True,B136,ISH1_HALF
12,0.3199603471257513,36,48,0.9517424783058623,0.6317821311801111,True,B136,ISH1_HALF
13,0.3229841648683295,38,51,0.9294727511568928,0.6064885862885633,True,B136,ISH1_HALF
14,0.31784200286906794,37,51,0.9399179291793107,0.6220759263102428,True,B136,ISH1_HALF
15,0.3205546004575677,36,51,0.940656338854665,0.6201017383970974,True,B136,ISH1_HALF
16,0.3106906599023542,36,52,0.9550696962080878,0.6443790363057336,True,B136,ISH1_HALF
17,0.2936094112108195,38,55,0.9362022829556116,0.6425928717447921,True,B136,ISH1_HALF
18,0.3188395209483411,38,56,0.9257639710342661,0.606924450085925,True,B136,ISH1_HALF
19,0.33334456849517735,38,57,0.9278958606110764,0.5945512921158991,True,B136,ISH1_HALF
20,0.33342505256713273,38,58,0.9384360443905181,0.6050109918233854,True,B136,ISH1_HALF
21,0.33080828610898827,36,57,0.9391233453034331,0.6083150591944448,True,B136,ISH1_HALF
22,0.3308845695780218,36,58,0.9496856420600084,0.6188010724819866,True,B136,ISH1_HALF
23,0.3456717723153,38,61,0.9206472310816364,0.5749754587663364,True,B136,ISH1_HALF
24,0.34696733980423067,38,62,0.9220292103056817,0.5750618705014511,True,B136,ISH1_HALF
25,0.34307467575952366,36,61,0.931914063358208,0.5888393875986844,True,B136,ISH1_HALF
26,0.35256218107694437,38,64,0.9374770388248708,0.5849148577479264,True,B136,ISH1_HALF
27,0.34762446865939656,38,65,0.9139929650465523,0.5663684963871557,True,B136,ISH1_HALF
28,0.354004071537533,38,66,0.9120724829745533,0.5580684114370204,True,B136,ISH1_HALF
29,0.34860675017979925,37,66,0.9226348142369123,0.574028064057113,True,B136,ISH1_HALF
30,0.3514029511037816,36,66,0.9233748205701209,0.5719718694663393,True,B136,ISH1_HALF
31,0.31631134533856653,37,68,0.9246259258684817,0.6083145805299152,True,B136,ISH1_HALF
32,0.32282469430868577,38,70,0.9109313204589464,0.5881066261502607,True,B136,ISH1_HALF
33,0.34001308488361626,38,71,0.9089838709432349,0.5689707860596186,True,B136,ISH1_HALF
34,0.3344674808767142,37,71,0.9195852502627907,0.5851177693860765,True,B136,ISH1_HALF
35,0.33728420287737726,36,71,0.9203271431236264,0.5830429402462491,True,B136,ISH1_HALF
36,0.3429070386378714,38,74,0.9022200425349737,0.5593130038971023,True,B136,ISH1_HALF
37,0.3381986902698926,38,75,0.8973864357429796,0.559187745473087,True,B136,ISH1_HALF
38,0.35292685989046046,38,76,0.9051974655313892,0.5522706056409288,True,B136,ISH1_HALF
39,0.36121641043162733,38,77,0.8705496335988974,0.50933322316727,True,B136,ISH1_HALF
40,0.35562312782769323,37,77,0.8811838581623704,0.5255607303346772,True,B136,ISH1_HALF
41,0.3822446654489504,38,79,0.8738911134741066,0.4916464480251562,True,B136,ISH1_HALF
42,0.3936609482821093,38,80,0.9045327299861508,0.5108717817040415,True,B136,ISH1_HALF
43,0.4157545363460215,38,81,0.8964024389559555,0.480647902609934,True,B136,ISH1_HALF
44,0.41016346237124146,37,81,0.9070999097700166,0.4969364473987752,True,B136,ISH1_HALF
45,0.4130589236000185,36,81,0.9078428235649737,0.4947838999649552,True,B136,ISH1_HALF
46,0.4082416192795688,38,84,0.9546811388912243,0.5464395196116555,True,B136,ISH1_HALF
47,0.41335214563559675,38,85,0.9485800979290997,0.535227952293503,True,B136,ISH1_HALF
48,0.407709267973295,37,85,0.9593802237737807,0.5516709558004858,True,B136,ISH1_HALF
49,0.4106203752684843,36,85,0.9601544326976484,0.5495340574291642,True,B136,ISH1_HALF
50,0.40041840607630697,36,86,0.9615227899789053,0.5611043839025983,True,B136,ISH1_HALF
51,0.4021880381431383,36,87,0.9265158777902255,0.5243278396470872,True,B136,ISH1_HALF
52,0.3960003303625983,38,90,0.9375134120356162,0.5415130816730179,True,B136,ISH1_HALF
53,0.4045877478850435,38,91,0.9493071048956638,0.5447193570106204,True,B136,ISH1_HALF
54,0.39889584980117165,37,91,0.9601856592426262,0.5612898094414546,True,B136,ISH1_HALF
55,0.40182290922383124,36,91,0.9609654403814432,0.5591425311576119,True,B136,ISH1_HALF
56,0.3989497132664266,38,94,0.9171415896896438,0.5181918764232172,True,B136,ISH1_HALF
57,0.4033635442981348,38,95,0.8979436510831788,0.49458010678504394,True,B136,ISH1_HALF
58,0.39766526716854134,37,95,0.9088815248111908,0.5112162576426494,True,B136,ISH1_HALF
59,0.4006125808348312,36,95,0.9096384844485232,0.509025903613692,True,B136,ISH1_HALF
60,0.3903374332746648,36,96,0.8674211823147137,0.47708374904004885,True,B136,ISH1_HALF
1,0.19501062199309072,38,39,0.9407140391581722,0.7457034171650815,True,B136,CAL0912
2,0.20084445253994965,38,40,0.939011587458454,0.7381671349185044,True,B136,CAL0912
3,0.2294966397426761,38,41,0.9224035085160461,0.69290686877337,True,B136,CAL0912
4,0.23917827876033226,38,42,0.922832745961122,0.6836544672007897,True,B136,CAL0912
5,0.2514349172712932,38,43,0.9392719992637365,0.6878370819924433,True,B136,CAL0912
6,0.27412214779265187,38,44,0.9258687693107708,0.6517466215181189,True,B136,CAL0912
7,0.2846040106710219,38,45,0.9097711144478664,0.6251671037768445,True,B136,CAL0912
8,0.27974762357914085,37,45,0.9202158804981136,0.6404682569189728,True,B136,CAL0912
9,0.2823961259824296,36,45,0.9209436426003366,0.638547516617907,True,B136,CAL0912
10,0.30798645100745914,38,48,0.896800547253183,0.5888140962457239,True,B136,CAL0912
11,0.3028732042583355,37,48,0.9072525317288692,0.6043793274705337,True,B136,CAL0912
12,0.30557840189525454,36,48,0.9079754784824525,0.602397076587198,True,B136,CAL0912
13,0.30863012069299967,38,51,0.8855439705795588,0.5769138498865591,True,B136,CAL0912
14,0.3034753502483417,37,51,0.8960113061800035,0.5925359559316618,True,B136,CAL0912
15,0.30619201608058877,36,51,0.8967304703725738,0.590538454291985,True,B136,CAL0912
16,0.2963114531511509,36,52,0.9111787606433357,0.6148673074921848,True,B136,CAL0912
17,0.27927238149210487,38,55,0.8921869652336555,0.6129145837415506,True,B136,CAL0912
18,0.3046587311199378,38,56,0.8816619816508798,0.577003250530942,True,B136,CAL0912
19,0.3192267812385292,38,57,0.8837813488161668,0.5645545675776376,True,B136,CAL0912
20,0.31930820319070774,38,58,0.8943439923363773,0.5750357891456696,True,B136,CAL0912
21,0.31668155993114344,36,57,0.8950116543184256,0.5783300943872821,True,B136,CAL0912
22,0.31675874411134897,36,58,0.9055964670718271,0.5888377229604781,True,B136,CAL0912
23,0.3316939109106305,38,61,0.876301643803882,0.5446077328932515,True,B136,CAL0912
24,0.3329883511196412,38,62,0.8776672275805808,0.5446788764609396,True,B136,CAL0912
25,0.32908769681523287,36,61,0.8875712891997474,0.5584835923845145,True,B136,CAL0912
26,0.3386335981312829,38,64,0.8931339835382643,0.5545003854069814,True,B136,CAL0912
27,0.33361378506513983,38,65,0.8694533079805162,0.5358395229153764,True,B136,CAL0912
28,0.3400141244972049,38,66,0.867498837707088,0.5274847132098831,True,B136,CAL0912
29,0.3346027952805778,37,66,0.878083760272374,0.5434809649917962,True,B136,CAL0912
30,0.33740382997475504,36,66,0.8788039039392739,0.5414000739645188,True,B136,CAL0912
31,0.3023231460837884,37,68,0.8799828836994125,0.5776597376156241,True,B136,CAL0912
32,0.30884810201649915,38,70,0.8661997624548669,0.5573516604383677,True,B136,CAL0912
33,0.3261217984234851,38,71,0.8642179179203642,0.5380961194968791,True,B136,CAL0912
34,0.320561439297702,37,71,0.8748420213106809,0.5542805820129789,True,B136,CAL0912
35,0.3233832192653098,36,71,0.875563856702963,0.5521806374376532,True,B136,CAL0912
36,0.32905018447322076,38,74,0.8573415775633019,0.5282913930900811,True,B136,CAL0912
37,0.3243071043057185,38,75,0.8524565194027174,0.5281494150969989,True,B136,CAL0912
38,0.3390959559462069,38,76,0.8602796513664549,0.521183695420248,True,B136,CAL0912
39,0.34738462387969765,38,77,0.825309887930359,0.4779252640506613,True,B136,CAL0912
40,0.3417762629862263,37,77,0.8359670188787864,0.4941907558925601,True,B136,CAL0912
41,0.36851756255618484,38,79,0.8286142111248375,0.4600966485686526,True,B136,CAL0912
42,0.3799555098201728,38,80,0.8593223878203438,0.47936687800017097,True,B136,CAL0912
43,0.4021814199131768,38,81,0.8511188899125096,0.4489374699993328,True,B136,CAL0912
44,0.3965751511549171,37,81,0.8618395025918317,0.46526435143691464,True,B136,CAL0912
45,0.3994763467128642,36,81,0.8625618899732581,0.4630855432603939,True,B136,CAL0912
46,0.39462663448019075,38,84,0.909480176292438,0.5148535418122473,True,B136,CAL0912
47,0.39975003831211586,38,85,0.9033190187108856,0.5035689803987697,True,B136,CAL0912
48,0.3940917588192132,37,85,0.9141427143878236,0.5200509555686104,True,B136,CAL0912
49,0.3970086295693417,36,85,0.9148964247748923,0.5178877952055506,True,B136,CAL0912
50,0.3867634989879597,36,86,0.916247305914733,0.5294838069267733,True,B136,CAL0912
51,0.3884689578041774,36,87,0.8809114556412628,0.49244249783708544,True,B136,CAL0912
52,0.3822282495662276,38,90,0.8919013525428854,0.5096731029766578,True,B136,CAL0912
53,0.3908463994549015,38,91,0.903722270869462,0.5128758714145605,True,B136,CAL0912
54,0.3851388784269144,37,91,0.9146247678745966,0.5294858894476822,True,B136,CAL0912
55,0.3880717405877351,36,91,0.915383774348505,0.52731203376077,True,B136,CAL0912
56,0.3849616656416154,38,94,0.8710126185206644,0.486050952879049,True,B136,CAL0912
57,0.38936916606974714,38,95,0.8516517845976108,0.4622826185278637,True,B136,CAL0912
58,0.3836553326194017,37,95,0.8626141044507813,0.47895877183137964,True,B136,CAL0912
59,0.3866085483010079,36,95,0.8633497720801742,0.4767412237791663,True,B136,CAL0912
60,0.37612496357983427,36,96,0.8206994693089568,0.4445745057291225,True,B136,CAL0912
1,0.12229112541253062,38,39,1.0442023146133808,0.9219111892008501,True,B136,CAL0910
2,0.13315710585049645,38,40,1.0413116057253557,0.9081544998748593,True,B136,CAL0910
3,0.18655833739936867,38,41,1.0113464460679025,0.8247881086685338,True,B136,CAL0910
4,0.20458893142611734,38,42,1.0123096515689645,0.8077207201428471,True,B136,CAL0910
5,0.2266619854860744,38,43,1.0423786474725245,0.8157166619864501,True,B136,CAL0910
6,0.2695195501977746,38,44,1.0181855588548128,0.7486660086570381,True,B136,CAL0910
7,0.28996317316939746,38,45,0.9890466944890357,0.6990835213196382,True,B136,CAL0910
8,0.2803045703051952,37,45,1.0082480229176658,0.7279434526124706,True,B136,CAL0910
9,0.28528575733717165,36,45,1.0097603736855643,0.7244746163483926,True,B136,CAL0910
10,0.3347567057987213,38,48,0.9659106350238837,0.6311539292251624,True,B136,CAL0910
