L,gap,lo,hi,sharpe_book,sharpe_spy,flips,panel,subwin
1,-0.02348190899180591,38,39,0.7500471655089764,0.7735290745007823,False,U56,ISH1_HALF
2,-0.016279956553054142,38,40,0.7496948666696159,0.7659748232226701,False,U56,ISH1_HALF
3,0.005817988121263329,38,41,0.7269298172082963,0.721111829087033,True,U56,ISH1_HALF
4,0.014802949376488073,38,42,0.7267107096167731,0.711907760240285,True,U56,ISH1_HALF
5,0.03069710327566899,38,43,0.7467343215474054,0.7160372182717364,True,U56,ISH1_HALF
6,0.04979869430546058,38,44,0.730139475923739,0.6803407816182784,True,U56,ISH1_HALF
7,0.05544481468823037,38,45,0.7092332780289567,0.6537884633407264,True,U56,ISH1_HALF
8,0.05080710247961573,37,45,0.7198866181822067,0.6690795157025909,True,U56,ISH1_HALF
9,0.054699616605581425,36,45,0.7219426103332205,0.6672429937276391,True,U56,ISH1_HALF
10,0.08526442388162303,38,48,0.70340606351015,0.618141639628527,True,U56,ISH1_HALF
11,0.0803764939367323,37,48,0.7140719919910721,0.6336954980543398,True,U56,ISH1_HALF
12,0.08477574782984032,38,50,0.7162076054295504,0.6314318575997101,True,U56,ISH1_HALF
13,0.10260032240257078,38,51,0.7091468890290574,0.6065465666264866,True,U56,ISH1_HALF
14,0.09768048027195553,37,51,0.7198376083914727,0.6221571281195172,True,U56,ISH1_HALF
15,0.10165504781835577,36,51,0.7219016324611506,0.6202465846427948,True,U56,ISH1_HALF
16,0.09049951093035313,36,52,0.7348451356796113,0.6443456247492582,True,U56,ISH1_HALF
17,0.061589053002674365,38,55,0.7041510767297351,0.6425620237270607,True,U56,ISH1_HALF
18,0.11063152657099684,38,56,0.7175038086537516,0.6068722820827548,True,U56,ISH1_HALF
19,0.13817385832566043,38,57,0.7326774110242704,0.59450355269861,True,U56,ISH1_HALF
20,0.13313618320432585,37,57,0.7434337842548399,0.610297601050514,True,U56,ISH1_HALF
21,0.1371649602460162,36,57,0.7455199591500771,0.6083549989040609,True,U56,ISH1_HALF
22,0.12688591640677438,36,58,0.7458318486463125,0.6189459322395381,True,U56,ISH1_HALF
23,0.13864335096963343,38,61,0.7135922869089897,0.5749489359393563,True,U56,ISH1_HALF
24,0.13348896057479254,37,61,0.724362945222184,0.5908739846473915,True,U56,ISH1_HALF
25,0.13754402459037296,36,61,0.7264451367399452,0.5889011121495722,True,U56,ISH1_HALF
26,0.13939548975363647,38,64,0.7243182678903883,0.5849227781367519,True,U56,ISH1_HALF
27,0.14348384635914302,38,65,0.7098921554924927,0.5664083091333497,True,U56,ISH1_HALF
28,0.15167124740051707,38,66,0.7096556194970159,0.5579843720964989,True,U56,ISH1_HALF
29,0.14649519888708118,37,66,0.7204626583094469,0.5739674594223657,True,U56,ISH1_HALF
30,0.15057428815430451,36,66,0.7225508918242056,0.5719766036699011,True,U56,ISH1_HALF
31,0.11965449265581851,37,68,0.7279910813977974,0.6083365887419789,True,U56,ISH1_HALF
32,0.123740918191383,36,68,0.7300860395069936,0.6063451213156106,True,U56,ISH1_HALF
33,0.1418023323543246,38,71,0.7106637635101433,0.5688614311558187,True,U56,ISH1_HALF
34,0.13647010416232475,37,71,0.7215024318730034,0.5850323277106787,True,U56,ISH1_HALF
35,0.14057443972902584,36,71,0.7235979476635482,0.5830235079345224,True,U56,ISH1_HALF
36,0.15501359944728932,38,74,0.7142944769132953,0.559280877466006,True,U56,ISH1_HALF
37,0.1496594654807124,37,74,0.7251560963875603,0.5754966309068479,True,U56,ISH1_HALF
38,0.16237009917328316,38,76,0.714661357320298,0.5522912581470149,True,U56,ISH1_HALF
39,0.16871414531029272,38,77,0.6779442334000425,0.5092300880897498,True,U56,ISH1_HALF
40,0.16334419638920739,37,77,0.6888260937566604,0.525481897367453,True,U56,ISH1_HALF
41,0.18085914341442405,38,79,0.6724909771729949,0.49163183375857084,True,U56,ISH1_HALF
42,0.20260998583941658,38,80,0.7134737631341637,0.5108637772947471,True,U56,ISH1_HALF
43,0.2289307367528281,38,81,0.7096191602667605,0.48068842351393243,True,U56,ISH1_HALF
44,0.22357966860367262,37,81,0.720581242068769,0.4970015734650963,True,U56,ISH1_HALF
45,0.22778388444933761,36,81,0.7226999445405441,0.4949160600912065,True,U56,ISH1_HALF
46,0.2131776767683895,38,84,0.7596399026977011,0.5464622259293116,True,U56,ISH1_HALF
47,0.21372422865134266,36,83,0.7390524390158897,0.525328210364547,True,U56,ISH1_HALF
48,0.2119703810411505,36,84,0.7728379372674642,0.5608675562263137,True,U56,ISH1_HALF
49,0.22740552494820943,38,87,0.7373642505639811,0.5099587256157717,True,U56,ISH1_HALF
50,0.22195184756908226,37,87,0.7484177438117305,0.5264658962426483,True,U56,ISH1_HALF
51,0.22619080862764263,36,87,0.7505649802692993,0.5243741716416567,True,U56,ISH1_HALF
52,0.21266562196725214,36,88,0.7389602936630818,0.5262946716958297,True,U56,ISH1_HALF
53,0.19436376414750955,38,91,0.7391118896536347,0.5447481255061252,True,U56,ISH1_HALF
54,0.19721470567865662,38,92,0.7084874984485449,0.5112727927698882,True,U56,ISH1_HALF
55,0.19309160399368663,36,91,0.7523559166315814,0.5592643126378948,True,U56,ISH1_HALF
56,0.1959468530777072,36,92,0.721721373658744,0.5257745205810368,True,U56,ISH1_HALF
57,0.18707034340361262,38,95,0.6817046254493432,0.49463428204573057,True,U56,ISH1_HALF
58,0.18724056442922465,36,94,0.7198992298703258,0.5326586654411012,True,U56,ISH1_HALF
59,0.18577855619598915,36,95,0.6949522008957549,0.5091736446997658,True,U56,ISH1_HALF
60,0.1773173554823883,36,96,0.6544401370280791,0.4771227815456908,True,U56,ISH1_HALF
1,-0.038107372317588095,38,39,0.7075793067609352,0.7456866790785233,False,U56,CAL0912
2,-0.030882235115751833,38,40,0.7072036941096224,0.7380859292253742,False,U56,CAL0912
3,-0.00864074354079325,38,41,0.6842635863151347,0.692904329855928,False,U56,CAL0912
4,0.0003764806569261925,38,42,0.6840216598645885,0.6836451792076623,True,U56,CAL0912
5,0.01631052898864027,38,43,0.7040861553427673,0.687775626354127,True,U56,CAL0912
6,0.03552197998085149,38,44,0.6873670780688246,0.6518450980879731,True,U56,CAL0912
7,0.04117049791478622,38,45,0.6663011993402279,0.6251307014254417,True,U56,CAL0912
8,0.036518771560201,37,45,0.6769737749157071,0.6404550033555061,True,U56,CAL0912
9,0.04042059090384709,36,45,0.6790171385396405,0.6385965476357934,True,U56,CAL0912
10,0.07160130965591238,38,48,0.660377275942501,0.5887759662865886,True,U56,CAL0912
11,0.0666980995476727,37,48,0.6710624588985105,0.6043643593508378,True,U56,CAL0912
12,0.07114113157524127,38,50,0.6731840732819557,0.6020429417067145,True,U56,CAL0912
13,0.08905990433012001,38,51,0.6660634244080461,0.5770035200779261,True,U56,CAL0912
14,0.08412455890403303,37,51,0.6767734540414261,0.592648895137393,True,U56,CAL0912
15,0.08810937403613717,36,51,0.6788247071723438,0.5907153331362066,True,U56,CAL0912
16,0.07692832699713203,36,52,0.6917939785268531,0.6148656515297211,True,U56,CAL0912
17,0.0480156511753671,38,55,0.6609312085949792,0.6129155574196121,True,U56,CAL0912
18,0.09732792346838048,38,56,0.6743108274769447,0.5769829040085642,True,U56,CAL0912
19,0.12497717660739882,38,57,0.6895159084748758,0.5645387318674769,True,U56,CAL0912
20,0.11992328885135206,37,57,0.7002917607584282,0.5803684719070762,True,U56,CAL0912
21,0.12396280941503546,36,57,0.7023650974085334,0.5784022879934979,True,U56,CAL0912
22,0.1136408823847509,36,58,0.7026560249305353,0.5890151425457844,True,U56,CAL0912
23,0.12560732959106236,38,61,0.6702215229214861,0.5446141933304237,True,U56,CAL0912
24,0.1204361088428808,37,61,0.6810117030171987,0.5605755941743179,True,U56,CAL0912
25,0.12450223442674169,36,61,0.6830808910032903,0.5585786565765486,True,U56,CAL0912
26,0.12636189216240357,38,64,0.6809029630739709,0.5545410709115673,True,U56,CAL0912
27,0.1304546259459589,38,65,0.6663670223578139,0.535912396411855,True,U56,CAL0912
28,0.13867346587375906,38,66,0.6661065993770064,0.5274331335032474,True,U56,CAL0912
29,0.1334803942281524,37,66,0.6769332617865317,0.5434528675583793,True,U56,CAL0912
30,0.13757072275815163,36,66,0.6790083509783486,0.5414376282201969,True,U56,CAL0912
31,0.10673321697097782,37,68,0.6844479724134265,0.5777147554424487,True,U56,CAL0912
32,0.11083101625778202,36,68,0.6865297630603158,0.5756987468025337,True,U56,CAL0912
