panel,book,step,g_from,g_to,pred_turn,actual_turn,bias_turn,bias_bp,rel
B136,BAND03,D->M,0.25,0.5,0.9563799882752184,0.9206743382757472,0.035705649999471234,0.35705649999471234,0.03878206279360552
B136,BAND03,D->M,0.25,0.75,1.4345699824128277,1.3407234243944506,0.09384655801837716,0.9384655801837716,0.06999695560683117
B136,BAND03,D->M,0.25,1.0,1.9127599765504368,1.7551909229642813,0.15756905358615558,1.5756905358615558,0.08977317027143839
B136,BAND03,D->M,0.5,0.25,0.4603371691378736,0.4781899941376092,-0.017852824999735617,-0.17852824999735617,-0.03733416679270396
B136,BAND03,D->M,0.5,0.75,1.3810115074136209,1.3407234243944506,0.04028808301917031,0.40288083019170307,0.030049510798520362
B136,BAND03,D->M,0.5,1.0,1.8413486765514944,1.7551909229642813,0.08615775358721312,0.8615775358721312,0.049087396966310815
B136,BAND03,D->M,0.75,0.25,0.4469078081314835,0.4781899941376092,-0.0312821860061257,-0.312821860061257,-0.06541790164920014
B136,BAND03,D->M,0.75,0.5,0.893815616262967,0.9206743382757472,-0.026858722012780167,-0.2685872201278017,-0.029172880025179815
B136,BAND03,D->M,0.75,1.0,1.787631232525934,1.7551909229642813,0.03244030956165278,0.3244030956165278,0.018482496198684473
B136,BAND03,D->M,1.0,0.25,0.4387977307410703,0.4781899941376092,-0.039392263396538896,-0.39392263396538896,-0.08237784955659888
B136,BAND03,D->M,1.0,0.5,0.8775954614821406,0.9206743382757472,-0.04307887679360656,-0.4307887679360656,-0.046790569697299667
B136,BAND03,D->M,1.0,0.75,1.3163931922232108,1.3407234243944506,-0.024330232171239752,-0.24330232171239752,-0.018147092628167272
B136,BAND03,D->Q,0.25,0.5,1.2890289705942999,1.2505005357642918,0.03852843483000812,0.3852843483000812,0.030810410494114704
B136,BAND03,D->Q,0.25,0.75,1.9335434558914497,1.8322227166507914,0.10132073924065832,1.0132073924065832,0.05529935761623306
B136,BAND03,D->Q,0.25,1.0,2.5780579411885998,2.4077230307625674,0.17033491042603233,1.7033491042603233,0.07074522619492662
