panel,cost,kind,mag,ton,late,act_rows,CAGR,Sharpe,MaxDD,H1,H2,aH1,aH2,aMaxDD,IS_Sharpe,oCAGR,oSharpe,oMaxDD,k4a_std,k4a_act,k4b_full,k4b_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,diff_h1,diff_pre
U56,0.0,ACCRUAL,0.005,2011-01-03,False,3951,0.16264466784533393,1.1831642118838044,-0.19069870640807263,1.2371229992832884,1.149316466305224,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.1456394298833414,0.17816662379168546,1.215036967739053,-0.19069870640807263,True,True,True,True,True,True,True,True,5.214695490815026e-06,0.0
U56,0.0,ACCRUAL,0.005,2013-01-02,False,3449,0.16248071863028035,1.182116935279646,-0.19069870640807252,1.2347880934806204,1.149316466305224,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.1431159768375851,0.17816662379168546,1.215036967739053,-0.19069870640807263,True,True,True,True,True,True,True,True,5.172009783454765e-06,0.0
U56,0.0,ACCRUAL,0.005,2015-01-02,False,2945,0.16231637502081542,1.1810709275825548,-0.19069870640807263,1.232457668149718,1.149316466305224,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.1405961622376697,0.17816662379168546,1.215036967739053,-0.19069870640807263,True,True,True,True,True,True,True,True,5.172009783454765e-06,0.0
U56,0.0,ACCRUAL,0.005,2017-01-03,False,2441,0.16215197674835413,1.1800228990167374,-0.19069870640807263,1.230122118453258,1.149316466305224,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.17816662379168546,1.215036967739053,-0.19069870640807263,True,True,True,True,True,True,True,True,5.0739940683671965e-06,0.0
U56,0.0,ACCRUAL,0.005,2019-01-02,True,1939,0.16198830725897007,1.178979024519087,-0.19069870640807263,1.22912114693349,1.1482288868979726,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.17786429231055312,1.2132445012722446,-0.19069870640807263,False,True,True,True,True,True,True,True,0.0,0.0
U56,0.0,ACCRUAL,0.005,2021-01-04,True,1434,0.16182384155781326,1.1779329067606614,-0.19077301350831255,1.22912114693349,1.146313920427897,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.1775605253280308,1.2114480136298256,-0.19077301350831266,False,True,True,True,True,True,True,True,0.0,0.0
U56,0.0,ACCRUAL,0.005,2022-03-16,True,1132,0.16172539428562427,1.17730491347931,-0.19077301350831255,1.22912114693349,1.1451647430935568,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.17737871082982726,1.2103696762213472,-0.19077301350831266,False,True,True,True,True,True,True,True,0.0,0.0
U56,0.0,ACCRUAL,0.005,2024-01-02,True,681,0.16157833837265856,1.1763663118279204,-0.19077301350831255,1.22912114693349,1.143447286988766,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.17710714846256903,1.2087580238611135,-0.19077301350831266,False,True,True,True,True,True,True,True,0.0,0.0
U56,0.0,ACCRUAL,0.02,2011-01-03,False,3951,0.16651697376622732,1.2077847032499123,-0.19047574644501075,1.2611282470422582,1.174662311028618,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.1683436745712945,0.18258347574567946,1.241132845593346,-0.1904757464450112,True,True,True,True,True,True,True,True,2.085878196326097e-05,0.0
U56,0.0,ACCRUAL,0.02,2013-01-02,False,3449,0.16585913676428654,1.2035951502820865,-0.19047574644501086,1.2517878695350149,1.174662311028618,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.158249199888151,0.18258347574567946,1.241132845593346,-0.1904757464450112,True,True,True,True,True,True,True,True,2.0688039133820793e-05,0.0
U56,0.0,ACCRUAL,0.02,2015-01-02,False,2945,0.16519999654475281,1.1994110875601454,-0.1904757464450113,1.2424664867702935,1.174662311028618,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.1481703176963696,0.18258347574567946,1.241132845593346,-0.1904757464450112,True,True,True,True,True,True,True,True,2.0688039133820793e-05,0.0
U56,0.0,ACCRUAL,0.02,2017-01-03,False,2441,0.16454091675956306,1.1952188961715169,-0.19047574644501153,1.2331247308819882,1.174662311028618,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.18258347574567946,1.241132845593346,-0.1904757464450112,True,True,True,True,True,True,True,True,2.0295976273468678e-05,0.0
U56,0.0,ACCRUAL,0.02,2019-01-02,True,1939,0.1638850364778479,1.1910433841135832,-0.19047574644501086,1.22912114693349,1.1703114746761196,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.18137009232192192,1.2339624235823428,-0.1904757464450112,False,True,True,True,True,True,True,True,0.0,0.0
U56,0.0,ACCRUAL,0.02,2021-01-04,True,1434,0.16322624460781765,1.1868590871818432,-0.19077301350831255,1.22912114693349,1.1626516230783248,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.18015188825784412,1.2267764901200142,-0.19077301350831266,False,True,True,True,True,True,True,True,0.0,0.0
U56,0.0,ACCRUAL,0.02,2022-03-16,True,1132,0.16283203322580375,1.184347180314228,-0.19077301350831255,1.22912114693349,1.158054825896693,1.22912114693349,1.1408678426246395,-0.19077301350831255,1.138071274163481,0.17942320404488354,1.2224630697653684,-0.19077301350831266,False,True,True,True,True,True,True,True,0.0,0.0
