est,grid,obs_band,null_med,null_p95,share,pct,indep_med,per_end_se,pct_above95,n
IID,Q16,0.16605266298416616,0.26408924780663195,0.48135687856132336,1.5855899055820148,0.1005,1.1783637276609706,0.32409545304845633,0.0,108
IID,Q28,0.1867700530276491,0.36720757323011455,0.6526463341459354,1.9732720096449334,0.01925,,0.3159461459225197,0.0,108
IID,Y8,0.17959915914343427,0.3202773062974941,0.6154027943331918,1.7861240144034074,0.091,,0.3142918333984206,0.0,108
BLOCK21,Q16,0.16605266298416616,0.24813658744913905,0.4631421949966364,1.5110003370063496,0.144,,0.32409545304845633,0.0,108
BLOCK21,Q28,0.1867700530276491,0.34511397415714884,0.6192132312319445,1.8501001552614236,0.03675,,0.3159461459225197,0.0,108
BLOCK21,Y8,0.17959915914343427,0.30088307359703437,0.5836868260796084,1.7004267285860413,0.11925,,0.3142918333984206,0.0,108
NORMAL,Q16,0.16605266298416616,0.25610667888286953,0.4631470110824421,1.5320110286216777,0.12675,,0.32409545304845633,0.0,108
NORMAL,Q28,0.1867700530276491,0.3558355511287491,0.627373942690783,1.9103364068322106,0.02625,,0.3159461459225197,0.0,108
NORMAL,Y8,0.17959915914343427,0.30914080703893504,0.5976447463297476,1.708846951571966,0.10725,,0.3142918333984206,0.0,108
