panel,book,cost_bps,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,mean_gross
U56,ew-band3 (LIVE),10,"BUDGET IS-pick (T=0.70, L=252)",1.119881571259772,0.12536740386732803,1.3204320708862616,-0.15259651992646595,0.6811343526255951
U56,ew-band3 (LIVE),10,FIXED-g IS-pick (g=1.00),1.1047311694826805,0.12777894337213458,1.284363115339074,-0.15910987238283603,0.710150684037397
U56,ew-band3 (LIVE),10,CONTROL fixed g=0.75 (the incumbent),1.1042593710951485,0.09534722887472857,1.2850723632064818,-0.12054942313126815,0.532752804375372
U56,ew-band3 (LIVE),10,CONTROL budget grid mean (do-nothing draw),1.102267822060698,0.12333133507512968,1.3099469452313306,-0.14997275515041633,0.6691744144212316
U56,ew-band3 (LIVE),10,CONTROL RULES v2 (live),1.1042593710951487,0.09534722887472857,1.285072363206482,-0.12054942313126815,
U56,ew-band3 (LIVE),10,CONTROL SPY,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,
U56,ew-band3 (LIVE),25,"BUDGET IS-pick (T=0.70, L=252)",1.0798204635594322,0.1212892050513319,1.2811510799244077,-0.15309595809777898,0.6811343526255951
U56,ew-band3 (LIVE),25,FIXED-g IS-pick (g=1.00),1.0664007757819205,0.12377276104063695,1.2477338123887933,-0.15958967536355295,0.710150684037397
U56,ew-band3 (LIVE),25,CONTROL fixed g=0.75 (the incumbent),1.0656908015460569,0.0924133776660172,1.2482435320727505,-0.12092631068492765,0.532752804375372
U56,ew-band3 (LIVE),25,CONTROL budget grid mean (do-nothing draw),1.0633048271340408,0.11944866281267641,1.2722083327297338,-0.15043485918621938,0.6691744144212316
U56,ew-band3 (LIVE),25,CONTROL RULES v2 (live),1.0656908015460567,0.0924133776660172,1.2482435320727505,-0.12092631068492765,
U56,ew-band3 (LIVE),25,CONTROL SPY,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,
U56,top20-200d (transfer),10,"BUDGET IS-pick (T=0.80, L=504)",1.0078391785823224,0.18724056224568764,1.219302338573223,-0.23803592026879805,0.8639758300888177
U56,top20-200d (transfer),10,FIXED-g IS-pick (g=0.75),0.9928968404730495,0.14360571273280298,1.1679912338069651,-0.18308348697878107,0.7168121232219334
U56,top20-200d (transfer),10,CONTROL fixed g=0.75 (the incumbent),0.9928968404730495,0.14360571273280298,1.1679912338069651,-0.18308348697878107,0.7168121232219334
U56,top20-200d (transfer),10,CONTROL budget grid mean (do-nothing draw),0.9521816809360756,0.15134934619844262,1.1716526359656159,-0.18032770020137243,0.7513911058611614
U56,top20-200d (transfer),10,CONTROL RULES v2 (live),1.1042593710951487,0.09534722887472857,1.285072363206482,-0.12054942313126815,
U56,top20-200d (transfer),10,CONTROL SPY,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,
U56,top20-200d (transfer),25,"BUDGET IS-pick (T=0.70, L=504)",0.8764073991319143,0.15608298246032315,1.100047378278599,-0.21162046270491863,0.7975606478057764
U56,top20-200d (transfer),25,FIXED-g IS-pick (g=0.85),0.857814119069206,0.14427722971022328,1.0498500275575686,-0.20747872570060177,0.8122559140179845
U56,top20-200d (transfer),25,CONTROL fixed g=0.75 (the incumbent),0.8577174907477432,0.12730703643605445,1.0495601201126592,-0.18440712200737241,0.7168121232219334
U56,top20-200d (transfer),25,CONTROL budget grid mean (do-nothing draw),0.8224802805304394,0.1341038922105828,1.053556921609218,-0.18274667128564923,0.7513911058611614
