panel,book,f,lam,cad,cost,turnover,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,m_bind,pass4b,pass4a_v2,pass4a_v1,both
u56,EWall,0.0,1.0,D,0.0,1.7758226976670899,0.75,0.13469051897980955,1.1362702811186323,-0.22287537985155992,1.2007261484389993,1.0859047668101593,1.1209087123443155,1.1490270976971957,0.14047868886509662,-0.2228753798515597,0.24410624099388611,0.2518885922585882,0.2670161131075125,-0.02057164464751715,0.028094204073842874,-0.02057164464751715,DD,False,False,False,False
u56,EWall,0.0,1.0,D,5.0,1.7758226976670899,0.75,0.1336839386421238,1.1287024757778124,-0.2230393925134898,1.1930972089735472,1.07835407001386,1.1133561729025292,1.141441400368317,0.13943443020429913,-0.22303939251348992,0.23647730152843405,0.2443378954622889,0.2594304157786339,-0.020735657309447042,0.027087623736157126,-0.020735657309447042,DD,False,False,False,False
u56,EWall,0.0,1.0,D,10.0,1.7758226976670899,0.75,0.1326782469795671,1.121134592033391,-0.223203372525694,1.1854681942373562,1.0708032959235374,1.105803555013235,1.1338556264953217,0.13839112310490065,-0.22320337252569422,0.228848286792243,0.23678712137196622,0.2518446419056385,-0.020899637321651232,0.02608193207360042,-0.020899637321651232,DD,False,False,False,False
u56,EWall,0.0,1.0,D,15.0,1.7758226976670899,0.75,0.1316734432113107,1.1135666309338246,-0.22336731989429015,1.1778391052553983,1.0632524455679724,1.0982508596358964,1.126269777180987,0.13734876670398166,-0.22336731989429015,0.2212191978102851,0.2292362710164012,0.2442587925913039,-0.021063584690247383,0.025077128305344018,-0.021063584690247383,DD,False,False,False,False
u56,EWall,0.0,1.0,D,25.0,1.7758226976670899,0.75,0.12966649623778248,1.0984304808632952,-0.22369511672512843,1.1625807086542677,1.0481505201764498,1.0831452402551522,1.111097856639616,0.135266902549805,-0.22369511672512843,0.2059608012091545,0.21413434562487865,0.22908687204993272,-0.02139138152108566,0.023070181331815806,-0.02139138152108566,DD,False,False,False,False
u56,EWall,0.0,1.0,D,50.0,1.7758226976670899,0.75,0.12466461242732274,1.0605888253719493,-0.2245140379671814,1.1244334896058923,1.0103944440785675,1.0453799029328448,1.073166812265007,0.13007881913326735,-0.2245140379671814,0.16781358216077913,0.1763782695269963,0.1911558276753239,-0.022210302763138623,0.018068297521356066,-0.022210302763138623,DD,False,False,True,False
u56,EWall,0.0,1.0,W,0.0,0.828443130785896,0.7502297496579479,0.133634373000306,1.1311466928246827,-0.22511403539334773,1.19733917049521,1.0790258371914427,1.117067877001183,1.1428755510902837,0.13914970573908247,-0.22511403539334796,0.24071926305009694,0.24500966263987156,0.2608645665006005,-0.022810300189304966,0.02703805809433933,-0.022810300189304966,DD,False,False,False,False
u56,EWall,0.0,1.0,W,5.0,0.828443130785896,0.7502297496579479,0.13316489717793778,1.1275908497159017,-0.22518647502266598,1.1937367976513031,1.0754914374834923,1.1135195334420622,1.1393107720339481,0.13866182906994018,-0.22518647502266587,0.23711689020618998,0.24147526293192112,0.25729978744426496,-0.02288273981862321,0.026568582271971106,-0.02288273981862321,DD,False,False,False,False
u56,EWall,0.0,1.0,W,10.0,0.828443130785896,0.7502297496579479,0.13269561149760745,1.124034844549441,-0.22525890947548466,1.1901343237555244,1.071956832491129,1.1099711173381261,1.1357457661990906,0.13817415675493705,-0.22525890947548444,0.23351441631041125,0.23794065793955788,0.25373478160940743,-0.02295517427144189,0.026099296591640772,-0.02295517427144189,DD,False,False,False,False
u56,EWall,0.0,1.0,W,15.0,0.828443130785896,0.7502297496579479,0.13222651588402634,1.1204786797541242,-0.22533133875206612,1.1865317513206122,1.0684220245825118,1.1064226310857865,1.1321805360332404,0.13768668871038536,-0.225331338752066,0.229911843875499,0.2344058500309406,0.25016955144355724,-0.023027603548023357,0.025630200978059667,-0.023027603548023357,DD,False,False,False,False
