panel,cost,arm,cadence,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe
u56,5.0,CONST-W,W,0.13141159215856457,1.1265410148658932,-0.17465000928611363,1.0774150480424687
u56,5.0,IS-PICK,M,0.14834806200876294,1.1891932392809792,-0.18783180470675842,1.1636514811712673
u56,5.0,FIXED-M,M,0.14834806200876294,1.1891932392809792,-0.18783180470675842,1.1636514811712673
u56,5.0,ORACLE,M,0.14834806200876294,1.1891932392809792,-0.18783180470675842,1.1636514811712673
u56,10.0,CONST-W,W,0.12545617074258164,1.0809178145630913,-0.17512145210009222,1.0269655435418068
u56,10.0,IS-PICK,M,0.14556412540011476,1.169519205443047,-0.18813402344981867,1.1417978991339763
u56,10.0,FIXED-M,M,0.14556412540011476,1.169519205443047,-0.18813402344981867,1.1417978991339763
u56,10.0,ORACLE,M,0.14556412540011476,1.169519205443047,-0.18813402344981867,1.1417978991339763
u56,25.0,CONST-W,W,0.10777275031547928,0.9437658959526957,-0.1765349335555355,0.8752668148770305
u56,25.0,IS-PICK,M,0.13724887116018913,1.11022881446928,-0.18904067967899985,1.0759068318908025
u56,25.0,FIXED-M,M,0.13724887116018913,1.11022881446928,-0.18904067967899985,1.0759068318908025
u56,25.0,ORACLE,M,0.13724887116018913,1.11022881446928,-0.18904067967899985,1.0759068318908025
broad,5.0,CONST-W,W,0.1309781777251109,0.9873416574289449,-0.1854226249311397,1.2202892362005613
broad,5.0,IS-PICK,W,0.1309781777251109,0.9873416574289449,-0.1854226249311397,1.2202892362005613
broad,5.0,FIXED-M,M,0.16952300718329294,1.12261133442637,-0.24475067248340565,1.2118432447060092
broad,5.0,ORACLE,M,0.16952300718329294,1.12261133442637,-0.24475067248340565,1.2118432447060092
broad,10.0,CONST-W,W,0.12197491743733613,0.9275528923937736,-0.1860155453035881,1.160255672248203
broad,10.0,IS-PICK,M,0.16514502421855637,1.0976392015541532,-0.24505357505250713,1.1843914227881456
broad,10.0,FIXED-M,M,0.16514502421855637,1.0976392015541532,-0.24505357505250713,1.1843914227881456
broad,10.0,ORACLE,M,0.16514502421855637,1.0976392015541532,-0.24505357505250713,1.1843914227881456
broad,25.0,CONST-W,W,0.09538339628755321,0.7479042603316547,-0.1877926005228152,0.9796700724164954
broad,25.0,IS-PICK,Q,0.13790090621834494,0.9157835402985535,-0.2742770099259575,1.1038093495304222
broad,25.0,FIXED-M,M,0.15210042816131608,1.022351556344023,-0.24596228275981136,1.1016098254607927
broad,25.0,ORACLE,M,0.15210042816131608,1.022351556344023,-0.24596228275981136,1.1016098254607927
small,5.0,CONST-W,W,0.07766538671355727,0.5257275143783828,-0.2892313813032703,0.22621656757141992
small,5.0,IS-PICK,M,0.07641689709774102,0.5026763047271545,-0.3774839992055917,0.5664531805495343
small,5.0,FIXED-M,M,0.07641689709774102,0.5026763047271545,-0.3774839992055917,0.5664531805495343
small,5.0,ORACLE,W,0.07766538671355727,0.5257275143783828,-0.2892313813032703,0.22621656757141992
small,10.0,CONST-W,W,0.06514978995879317,0.4568382288669518,-0.31761030239720134,0.15809192290788768
small,10.0,IS-PICK,M,0.07053840716094029,0.4719769430421159,-0.38229238306040214,0.5358188612147943
small,10.0,FIXED-M,M,0.07053840716094029,0.4719769430421159,-0.38229238306040214,0.5358188612147943
small,10.0,ORACLE,M,0.07053840716094029,0.4719769430421159,-0.38229238306040214,0.5358188612147943
small,25.0,CONST-W,W,0.028450671527072036,0.250207073523087,-0.3961647163860398,-0.04615476214390718
small,25.0,IS-PICK,Q,-0.0065848440165987565,0.059112416139236686,-0.4975004493993428,0.46298201033337116
small,25.0,FIXED-M,M,0.05307875669391948,0.37965405489079007,-0.3965080970764753,0.44380393007680924
small,25.0,ORACLE,M,0.05307875669391948,0.37965405489079007,-0.3965080970764753,0.44380393007680924
