rule,panel,anchor,ladder,chooser,chosen_rung,moved,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,Sharpe,OOSA_Sharpe,OOSB_Sharpe,OOSB_CAGR,OOSB_MaxDD,pass_4b_full,pass_4b_oos,pass_4a,basis,k
R_RAW,U56,A,N,CH_ISSHARPE,40,True,1.0944875184055334,0.13939367595266128,-0.22984197733835132,1.1244963158326498,1.189772728114261,0.9839218460413928,0.11605537903441454,-0.16907052705400416,False,False,False,-,
R_RAW,U56,A,N,CH_ISCAGR,5,True,0.8977370957234518,0.17000779023074863,-0.2585359705801554,0.9844672527247917,0.7869557083027087,1.004542038960013,0.22537382495331992,-0.2585359705801561,False,False,False,-,
R_RAW,U56,A,N,CH_ISDD,40,True,1.0944875184055334,0.13939367595266128,-0.22984197733835132,1.1244963158326498,1.189772728114261,0.9839218460413928,0.11605537903441454,-0.16907052705400416,False,False,False,-,
R_RAW,U56,A,H,CH_ISSHARPE,252,True,1.1896697256659177,0.1724794135310166,-0.21843530966689817,1.1627959847072171,1.2002967526529043,1.1779941443827755,0.1662592797138982,-0.15499516199092467,False,False,False,-,
R_RAW,U56,A,H,CH_ISCAGR,252,True,1.1896697256659177,0.1724794135310166,-0.21843530966689817,1.1627959847072171,1.2002967526529043,1.1779941443827755,0.1662592797138982,-0.15499516199092467,False,False,False,-,
R_RAW,U56,A,H,CH_ISDD,21,True,1.1116898505481745,0.15308885804711703,-0.2024163164242747,1.1123012095249802,1.2566042465035623,0.9465018443991298,0.12256430597807388,-0.15463548215143375,False,False,False,-,
R_RAW,U56,A,GROSS,CH_ISSHARPE,0.75,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,1.1380787773059988,1.1746429321351854,1.1470888396527876,0.16709377706198514,-0.15769996334126002,True,True,False,-,
R_RAW,U56,A,GROSS,CH_ISCAGR,0.75,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,1.1380787773059988,1.1746429321351854,1.1470888396527876,0.16709377706198514,-0.15769996334126002,True,True,False,-,
R_RAW,U56,A,GROSS,CH_ISDD,0.3,True,1.1594224522798233,0.06692878140314584,-0.07990335554891137,1.1362956420701376,1.173482561994587,1.1440368078373593,0.06621942367953082,-0.06546420529652341,False,False,False,-,
R_RAW,U56,A,CADENCE,CH_ISSHARPE,W,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,1.1380787773059988,1.1746429321351854,1.1470888396527876,0.16709377706198514,-0.15769996334126002,True,True,False,-,
R_RAW,U56,A,CADENCE,CH_ISCAGR,W,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,1.1380787773059988,1.1746429321351854,1.1470888396527876,0.16709377706198514,-0.15769996334126002,True,True,False,-,
R_RAW,U56,A,CADENCE,CH_ISDD,D,True,1.1185146651720415,0.1713543452439681,-0.2313086816428257,1.0956626765611153,1.1863572482333384,1.0420115893142063,0.1524110994577017,-0.15918197167118864,False,False,False,-,
R_RAW,U56,B,N,CH_ISSHARPE,10,True,0.9372362967498234,0.1151100534071634,-0.20827787870875036,1.0071549499336399,0.9520006033477769,0.9210956942366827,0.1091013352364516,-0.1347458711739139,False,False,False,-,
R_RAW,U56,B,N,CH_ISCAGR,5,True,0.6927493035941676,0.09434897018741428,-0.20393816867154357,0.8313156079616788,0.6693410328927996,0.7178563473374345,0.09769343474501357,-0.1492995548737467,False,False,False,-,
R_RAW,U56,B,N,CH_ISDD,40,True,1.0786869000139714,0.09563926182570892,-0.17462640915231398,1.088265394566585,1.1744889088689778,0.9675055001759897,0.07980437836738341,-0.09938112034281321,False,False,False,-,
R_RAW,U56,B,H,CH_ISSHARPE,252,True,1.0596524319208094,0.12929221537784064,-0.15415326784782302,1.0876198903854413,1.0424649232097105,1.080944004611997,0.14229490049263216,-0.15415326784782346,True,True,False,-,
R_RAW,U56,B,H,CH_ISCAGR,126,True,1.0709918801306593,0.13029328186580602,-0.190918697961048,1.08775854856201,1.094539235754951,1.0467517910130006,0.12948413199100206,-0.1400500157421538,True,True,False,-,
