panel,T_trade,family,base,A,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,refresh_py,gross_crash_min,bind,keep4b_full,keep4b_oos,keep4b,keep4a
U56,W,FIXH,0.12,1,0.15528671897750468,1.234260560166001,-0.17826073009249255,1.281313441607101,1.1946755164581708,0.16292299052271497,1.2725252689278315,-0.178260730092493,1.6254438932060258,4.985611510791367,0.25467958302886984,none,True,True,True,False
U56,W,FIXH,0.12,4,0.15058153042255484,1.2126256664825474,-0.20048378477846474,1.2705469952730584,1.1605557957050376,0.15514896700151803,1.242716103903727,-0.20048378477846485,1.8904544238297085,11.784172661870503,0.22259520541653552,none,True,True,True,False
U56,W,FIXH,0.12,16,0.14910048201933734,1.211452744836989,-0.19778483125588087,1.2764287330051445,1.1517959861639109,0.1521587796219679,1.236068105567709,-0.19778483125588087,1.9353930703290767,18.469424460431654,0.22259520541653552,none,True,True,True,False
U56,W,FIXH,0.12,DOWNONLY,0.0,,0.0,,,0.0,,0.0,0.0,0.0566546762589928,0.0,L1_H1|L2_H2|L3_OOS|L5_CAGR,False,False,False,False
U56,W,FIXH,0.12,DOWNONLY_TD,0.1567023864937327,1.2171446599354132,-0.19133580258635297,1.2741382723566028,1.1658979937132539,0.1626192667601969,1.2540043563417487,-0.1913358025863533,1.865550840979724,57.10791366906474,0.2244328544754018,none,True,True,True,False
U56,W,FIXH,0.12,A1_TD,0.1570582302947905,1.2185378119868286,-0.18981935533964123,1.2664523513327275,1.175745199181647,0.16416288214225583,1.2631396820695124,-0.189819355339641,1.8804608991460015,58.18435251798561,0.2244328544754018,none,True,True,True,False
U56,W,FIXH,0.12,UPONLY,0.1680595762423538,1.1193088540324043,-0.2796950380049822,1.193803703517256,1.0601296149757913,0.1741810751288615,1.1263031034695234,-0.2796950380049825,1.0395988339633413,0.283273381294964,0.945646255832323,L4_DD,False,False,False,False
U56,W,FRACG,0.1,1,0.1557730745893815,1.2271821010002406,-0.19333502510437084,1.274100215362816,1.1851444398576152,0.16301349570762103,1.2740996241758344,-0.19333502510436995,1.9055279766106716,10.424460431654676,0.22259520541653552,none,True,True,True,False
U56,W,FRACG,0.1,4,0.15008470988553002,1.210254130534319,-0.1895236971761305,1.2665771648785542,1.1598765993151046,0.15505102287655403,1.2420805977690645,-0.1895236971761305,2.069944534235255,19.149280575539567,0.22259520541653552,none,True,True,True,False
U56,W,FRACG,0.1,16,0.14927891795255155,1.2058992408969058,-0.19055549693703788,1.265263395204877,1.1529044492605327,0.1540677912916546,1.2355470563731221,-0.1905554969370391,2.1001829353163455,25.9478417266187,0.22259520541653552,none,True,True,True,False
U56,W,FRACG,0.1,DOWNONLY,0.0,,0.0,,,0.0,,0.0,0.0,0.0566546762589928,0.0,L1_H1|L2_H2|L3_OOS|L5_CAGR,False,False,False,False
U56,W,FRACG,0.1,DOWNONLY_TD,0.15641515671694228,1.2197913394726534,-0.18942884799187965,1.2701522583260587,1.1746206312346348,0.16317126484484445,1.2627944933454913,-0.18942884799188098,1.9131332300048507,58.86420863309352,0.22259520541653552,none,True,True,True,False
U56,W,FRACG,0.1,A1_TD,0.15722989974371027,1.220859582933306,-0.18635159885456776,1.268020772405595,1.178962975777426,0.16460513221602469,1.2661778742327807,-0.18635159885456698,1.9928928281842249,61.81025179856115,0.22259520541653552,none,True,True,True,False
U56,W,FRACG,0.1,UPONLY,0.16171362039893,1.119254731987288,-0.27033556160649774,1.1935958627848102,1.0601775803239313,0.1676067796248808,1.126371883060073,-0.2703355616064981,1.0012559206511447,0.283273381294964,0.9046049567273624,L4_DD,False,False,False,False
U56,M,FIXH,0.12,1,0.15620764180337043,1.245090313410937,-0.18159240416653466,1.2944185588718562,1.2035627630866803,0.16359001067154244,1.2809901707646705,-0.18159240416653522,1.134130796310996,4.928956834532373,0.2540621053459184,none,True,True,True,False
U56,M,FIXH,0.12,4,0.15142406641887685,1.223492720779265,-0.1996572470303647,1.2718043075510075,1.180465364316073,0.15728549592166674,1.2618120335630465,-0.1996572470303648,1.3813088065252115,11.217625899280575,0.22183313106944283,none,True,True,True,False
U56,M,FIXH,0.12,16,0.14999706396556411,1.221478767306819,-0.19681397729421302,1.279466615868184,1.1682201968515171,0.15369447496108468,1.2514242630182948,-0.1968139772942128,1.476433030241412,18.129496402877695,0.22183313106944275,none,True,True,True,False
U56,M,FIXH,0.12,DOWNONLY,0.0,,0.0,,,0.0,,0.0,0.0,0.0566546762589928,0.0,L1_H1|L2_H2|L3_OOS|L5_CAGR,False,False,False,False
U56,M,FIXH,0.12,DOWNONLY_TD,0.159858345638199,1.2596373298448882,-0.1931535559583274,1.3237899810824048,1.2007827895062788,0.1639543522164859,1.289114747958606,-0.19315355595832728,1.1688862061428709,15.013489208633093,0.25406210534591833,none,True,True,True,False
U56,M,FIXH,0.12,A1_TD,0.1578470408418673,1.223142094045108,-0.2003769073675149,1.2733335533006116,1.178922565179303,0.16510440509287205,1.2649868903456154,-0.200376907367515,1.3191395130895502,17.619604316546763,0.25406210534591833,none,True,True,True,False
U56,M,FIXH,0.12,UPONLY,0.17203592584930694,1.1287993845491515,-0.2827640430916408,1.1946164889026167,1.0766033023925052,0.17916975080798836,1.1422577989360345,-0.28276404309164094,0.5200074220319286,0.2266187050359712,0.9660416898077635,L4_DD,False,False,False,False
