rev,date,sha,rows,end,shared_cells,changed,share,tickers_touched,max_absdiff,max_reldiff,first_changed_date,index_prefix,kind,book,old_CAGR,new_CAGR,dCAGR,old_Sharpe,new_Sharpe,dSharpe,old_MaxDD,new_MaxDD,dMaxDD
b2528b96f7,2026-09-14,f52c545bf9d851b7,4704.0,2026-09-14,258675.0,0.0,0.0,0.0,0.0,0.0,-,True,cells,,,,,,,,,,
56e08b10c5,2026-09-11,d8be957bcdbd9d27,4703.0,2026-09-11,258617.0,22946.0,0.08872579915473461,48.0,17.703099999998813,0.0009519098621131576,2008-01-02,True,cells,,,,,,,,,,
60e8c36a52,2026-09-10,f1810ac2769ed80a,4702.0,2026-09-10,258559.0,27980.0,0.10821514625288618,48.0,61.82809999999881,0.001584786053882698,2008-01-02,True,cells,,,,,,,,,,
7a93b0753d,2026-09-09,61a3d084b26add56,4701.0,2026-09-09,258501.0,27792.0,0.10751215662608656,49.0,167.03120000001218,0.002908005946539368,2008-01-02,True,cells,,,,,,,,,,
9ee888f453,2026-09-08,68548b1de3629415,4700.0,2026-09-08,258443.0,27649.0,0.10698297110001044,48.0,5.765700000003562,0.001584786053882698,2008-01-02,True,cells,,,,,,,,,,
f138ee9ae9,2026-09-07,c41c7d8edd826c4f,4699.0,2026-09-04,258385.0,27602.0,0.10682508659558411,46.0,0.26319999999998345,0.001584786053882698,2008-01-02,True,cells,,,,,,,,,,
50585c8670,2026-09-04,d5469dbe34c32939,4699.0,2026-09-04,258385.0,32403.0,0.12540588656462257,48.0,4.906300000002375,0.0018070272276765349,2008-01-02,True,cells,,,,,,,,,,
c006b43930,2026-09-04,c622917c249c6ba4,4698.0,2026-09-03,258327.0,32129.0,0.12437337173427478,48.0,3971.265599999999,0.04886403924044339,2008-01-02,True,cells,,,,,,,,,,
0ede228245,2026-09-03,bed2f8e715b9af9b,6060.0,2026-09-04,258385.0,32329.0,0.12511949223058613,58.0,3971.265599999999,0.06295187528242212,2008-01-02,False,cells,,,,,,,,,,
fb20817495,2026-09-03,61112c0ec712de45,6059.0,2026-09-04,258327.0,32268.0,0.12491144944198632,58.0,1085.0311999999976,0.08206323214510644,2008-01-02,False,cells,,,,,,,,,,
b2528b96f7,2026-09-14,,,2026-09-14,,,,,,,,,metric,LIVE-v2-g075-W,0.0862272835611193,0.0862272835611193,0.0,1.201257610460695,1.201257610460695,0.0,-0.12054947951644912,-0.12054947951644912,0.0
b2528b96f7,2026-09-14,,,2026-09-14,,,,,,,,,metric,TOP20-g065-M,0.12685314102420486,0.12685314102420486,0.0,1.201229374315731,1.201229374315731,0.0,-0.1710975291441459,-0.1710975291441459,0.0
b2528b96f7,2026-09-14,,,2026-09-14,,,,,,,,,metric,SPY-BH-W,0.15130245537273979,0.15130245537273979,0.0,0.8845060132920908,0.8845060132920908,0.0,-0.33717267708462395,-0.33717267708462395,0.0
56e08b10c5,2026-09-11,,,2026-09-11,,,,,,,,,metric,LIVE-v2-g075-W,0.08628162162824915,0.08628163576585846,-1.4137609305464593e-08,1.201840627126638,1.2018407370459845,-1.0991934651372048e-07,-0.12054943679771168,-0.12054947951644912,4.2718737436331367e-08
56e08b10c5,2026-09-11,,,2026-09-11,,,,,,,,,metric,TOP20-g065-M,0.12703004884963653,0.1270300008076839,4.8041952638300245e-08,1.2026388981305949,1.202638583964599,3.1416599588496297e-07,-0.17109753361625735,-0.1710975291441459,-4.472111458930783e-09
56e08b10c5,2026-09-11,,,2026-09-11,,,,,,,,,metric,SPY-BH-W,0.15163101010956526,0.1516310101095646,6.661338147750939e-16,0.8860543931081106,0.8860549844579645,-5.91349853862333e-07,-0.33717235283398306,-0.33717267708462395,3.242506408929202e-07
