panel,N,cadence,K,seed,CH_PCT,CH_Z,SAT_CEIL,SAT_FLOOR,V_B_POINT,TIED_B_POINT,V_B_ONE,TIED_B_ONE,V_B_TWO,TIED_B_TWO,V_B_CP,TIED_B_CP
U56,5,W,10,0,1.0,3.981639457828068,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,1,1.0,5.919553947223662,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,2,1.0,7.724212555598349,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,3,1.0,5.585269609651677,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,4,1.0,4.375146824338987,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,5,1.0,6.701848397536984,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,6,1.0,4.657352347764392,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,7,1.0,5.743063598987599,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,8,1.0,4.083375824492144,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,9,1.0,4.8902799020349,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,10,1.0,4.877246115106214,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,11,1.0,3.1326583971400837,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,12,1.0,3.7618973895242465,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,13,1.0,4.049288637699904,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,14,1.0,5.023461313054242,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,15,1.0,3.4557344971490354,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,16,1.0,3.5883210260298877,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,17,1.0,4.794935071781371,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,18,1.0,5.230842347371118,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,10,19,1.0,5.157687699539139,True,False,1.0,True,1.0,True,1.0,True,0.7411344491069477,True
U56,5,W,25,0,1.0,5.401822353991356,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,1,1.0,4.442672114767662,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,2,1.0,4.577491169848107,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,3,1.0,3.948496669720648,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,4,1.0,4.211927061742537,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,5,1.0,5.587014707588447,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,6,1.0,4.328971847199623,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,7,1.0,4.131139409894195,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,8,1.0,4.375254893724005,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,9,1.0,5.4581547734060365,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,10,1.0,5.002677862017825,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,11,1.0,4.2665654252514695,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,12,1.0,4.049729369317222,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,13,1.0,4.268227636001821,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,14,1.0,7.709457452198995,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,15,1.0,4.273008044233655,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,16,1.0,3.844381157546578,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,17,1.0,7.218917452431791,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,18,1.0,4.961878526781947,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,25,19,1.0,4.534563565637457,True,False,1.0,True,1.0,True,1.0,True,0.8870718549931568,True
U56,5,W,50,0,1.0,4.525438606240822,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,1,1.0,5.096193890861983,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,2,1.0,4.633299182480494,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,3,1.0,4.366401517200348,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,4,1.0,4.008041722155553,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,5,1.0,4.344544001170144,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,6,1.0,5.4398297545966,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,7,1.0,4.644196253563038,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,8,1.0,4.00066910221731,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
U56,5,W,50,9,1.0,4.182408578445212,True,False,1.0,True,1.0,True,1.0,True,0.9418449208830277,True
