tau,mean_gap,sign_pairs,pairs,mean_gap_d3
0.8,0.18197564174731357,7,10,0.19748960619703654
0.9,0.17408227307608112,7,10,0.22256192380031387
0.95,0.17188929061994077,7,10,0.25786894134417354
1.0,0.22196903543652766,7,10,0.24471380156364675
