panel,m,n,absdC,dC_signed,absdS,cost,dTO,absdC_RND,cost_RND,dC_INV,dC_POS,dC_MOM,dC_R6,dC_R3,dC_RND,absdC_gross
u56,0.03,2,0.03980420224425045,-0.01681735545888512,0.10217759886192535,0.002009565443055484,1.270587662633627,0.02689006184811582,0.0,-0.14155389425783893,0.008017583895204572,0.007522692916351437,0.02807322049686345,0.013853619654993876,-0.02689006184811582,0.041813767687305936
u56,0.05,2,0.03980420224425045,-0.01681735545888512,0.10217759886192535,0.002009565443055484,1.270587662633627,0.02689006184811582,0.0,-0.14155389425783893,0.008017583895204572,0.007522692916351437,0.02807322049686345,0.013853619654993876,-0.02689006184811582,0.041813767687305936
u56,0.075,3,0.058626616128571916,-0.058626616128571916,0.18264395783635015,0.001701469358515012,0.8354082185083307,0.08149782538859451,0.0,-0.172093051575402,-0.022632997171657676,-0.01179486301824384,-0.029617784523480628,-0.056994384354075445,-0.08149782538859451,0.06032808548708693
u56,0.1,4,0.03388450598276553,-0.031147869677449824,0.1156998206074106,0.001600305040896569,0.7682841715845534,0.0493527234273341,0.0,-0.13161341545766048,-0.0024721419394624355,0.004411421335335675,0.002430169427953599,-0.028495381753415483,-0.0493527234273341,0.0354848110236621
u56,0.15,6,0.03269056052861532,-0.0015892221806781404,0.10037078329809808,0.0014644896698554808,0.9472955268627572,0.029555757748826794,0.0,-0.08407672721201376,0.02654013389249732,0.020154456256222586,0.031058755721123044,-0.0016227295612198933,-0.029555757748826794,0.0341550501984708
u56,0.2,7,0.03088727484072824,0.0022098530518928515,0.10406478918625565,0.0010521428002029374,0.4314950455243022,0.026859850960651688,0.0,-0.07169355447208847,0.02833939127549323,0.021230967475753815,0.020965646880690914,0.012206814099614771,-0.026859850960651688,0.031939417640931174
u56,0.27,10,0.026135228781340558,0.010116963284168622,0.09702112171389354,0.0007126677802565198,0.01169220334769605,0.010577205472413365,0.0,-0.04004566374292984,0.038201721725331206,0.0057619427989421546,0.028130674887788976,0.018536140751710617,-0.010577205472413365,0.026847896561597077
u56,0.35,13,0.015020117139359135,-0.0027558208375441763,0.05756369433047972,0.0007527582094303654,0.42184913832163956,0.018549703013313934,0.0,-0.04149754369702374,0.020424645484997894,-0.0029423012452345354,0.005620459433032243,0.004615635836507259,-0.018549703013313934,0.0157728753487895
u56,0.45,17,0.010626854417386155,-0.0027247696880976944,0.047136828681245066,0.0005694034566204017,0.2666982160948169,0.01687564927614371,0.0,-0.03304695203608454,0.01739453889526743,-0.0003321082276250831,0.0021454073982445365,0.00021526552970918544,-0.01687564927614371,0.011196257874006556
u56,0.53,20,0.009732056063316553,-0.007500329560259011,0.036863068531264954,0.0005671100407418906,0.3648612020038275,0.018372797756036174,0.0,-0.027158881276679647,0.0055793162576438515,-0.004654500230314662,-0.004036949722235228,-0.007230632829709371,-0.018372797756036174,0.010299166104058443
u56,0.65,24,0.007447177297247265,-0.004657848125635411,0.030720463045323387,0.00043964797425866136,0.24386242089627785,0.012363310816261075,0.0,-0.01894575172319901,0.006973322929029635,-0.001758795579070993,-0.0010028975951610342,-0.008555118659775651,-0.012363310816261075,0.007886825271505927
u56,0.75,28,0.006177052005323702,-0.004197320990751052,0.02956121255047104,0.0003208918354674061,0.1528808178172369,0.010614347941310776,0.0,-0.01290003647507132,0.004786295007798369,0.00016303252863325568,-0.005344065613424043,-0.007691830401691524,-0.010614347941310776,0.0064979438407911086
u56,0.9,34,0.004809991799685376,-0.003929335886884955,0.02499478096849277,0.00022618114702289347,0.13772861308797885,0.008897409775600496,0.0,-0.008166442085820291,0.0022016397820010525,-0.003767264743229415,-0.004368848828803618,-0.005545763558572503,-0.008897409775600496,0.005036172946708269
