panel,cost_bps,chooser,gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,J_IS,J_OOS,pass4b_full,pass4a_full,beats_SPY_OOS,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,live_OOS_Sharpe,live_OOS_CAGR,live_OOS_MaxDD
U56,0.0,JOINT-MARGIN (declared),0.65,0.15239396161579766,1.2033359394742198,-0.166834492886327,1.2086737476125902,3.546911336444694,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.3023461431156294,0.09662265931475522,-0.12029818017081784
U56,0.0,FROZEN certified g=0.65,0.65,0.15239396161579766,1.2033359394742198,-0.166834492886327,1.2086737476125902,3.546911336444694,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.3023461431156294,0.09662265931475522,-0.12029818017081784
U56,0.0,FROZEN old incumbent g=0.75,0.75,0.17631062068556358,1.2036044776060475,-0.19077302784114747,-0.587073058400242,1.1530578409626484,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.3023461431156294,0.09662265931475522,-0.12029818017081784
U56,10.0,JOINT-MARGIN (declared),0.65,0.14954770134796957,1.1833330620238236,-0.16729674322524268,1.0988212896004739,3.500686302553127,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2778075576954295,0.09466489117832899,-0.12054947716248854
U56,10.0,FROZEN certified g=0.65,0.65,0.14954770134796957,1.1833330620238236,-0.16729674322524268,1.0988212896004739,3.500686302553127,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2778075576954295,0.09466489117832899,-0.12054947716248854
U56,10.0,FROZEN old incumbent g=0.75,0.75,0.17297636232876257,1.1837143680307356,-0.19128906915910893,-0.710543713255482,1.1014537091665026,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2778075576954295,0.09466489117832899,-0.12054947716248854
U56,25.0,JOINT-MARGIN (declared),0.65,0.14529072843903568,1.153290595912841,-0.16799521374113224,0.9342662206783953,3.430839250964171,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2409604703445143,0.09173457697340659,-0.12092636473410001
U56,25.0,FROZEN certified g=0.65,0.65,0.14529072843903568,1.153290595912841,-0.16799521374113224,0.9342662206783953,3.430839250964171,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2409604703445143,0.09173457697340659,-0.12092636473410001
U56,25.0,FROZEN old incumbent g=0.75,0.75,0.16799166244360886,1.153841286326899,-0.19206300247961772,-0.8954616864919357,1.0240603771156236,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.2409604703445143,0.09173457697340659,-0.12092636473410001
U56,50.0,JOINT-MARGIN (declared),0.65,0.1382287657921133,1.1031287904611176,-0.1693178065174621,0.6035923647481206,3.1280092562509076,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.1794547248952447,0.08686757425065261,-0.12155435625187327
U56,50.0,FROZEN certified g=0.65,0.65,0.1382287657921133,1.1031287904611176,-0.1693178065174621,0.6035923647481206,3.1280092562509076,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.1794547248952447,0.08686757425065261,-0.12155435625187327
U56,50.0,FROZEN old incumbent g=0.75,0.75,0.15972814305766292,1.1039622812795946,-0.19335309426384129,-1.2028916742528901,0.8950511986932669,True,False,True,0.8745240617633456,0.1527838188994346,-0.3371726770846233,1.1794547248952447,0.08686757425065261,-0.12155435625187327
B136,0.0,JOINT-MARGIN (declared),0.6,0.1334720476307798,1.04413720880704,-0.1673916634979754,1.572861121888161,2.615205684434574,True,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.1355167832575357,0.08111872133378828,-0.12211590879264556
B136,0.0,FROZEN certified g=0.65,0.65,0.1446097959177728,1.0445406438796316,-0.1804574835026449,0.6230130016109642,2.183823634171314,True,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.1355167832575357,0.08111872133378828,-0.12211590879264556
B136,0.0,FROZEN old incumbent g=0.75,0.75,0.1668575647910664,1.045341884383556,-0.20618991248114182,-1.2651771341791158,-0.3894192636783783,False,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.1355167832575357,0.08111872133378828,-0.12211590879264556
B136,10.0,JOINT-MARGIN (declared),0.6,0.13044794722645037,1.0231349529428564,-0.16839562437683508,1.464474696429166,2.3127956440016306,True,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,0.07884939392053303,-0.12240985403190019
B136,10.0,FROZEN certified g=0.65,0.65,0.14131044934768133,1.0235965012476524,-0.1815303924911471,0.50735424684695,2.076532735321093,True,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,0.07884939392053303,-0.12240985403190019
B136,10.0,FROZEN old incumbent g=0.75,0.75,0.162993809626496,1.0244937706927486,-0.2073946385780271,-1.394877886688692,-0.509891873366905,False,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,0.07884939392053303,-0.12240985403190019
B136,25.0,JOINT-MARGIN (declared),0.6,0.1259249865818679,0.9915400170803678,-0.16990067469371262,1.3020759922618668,1.8604995795433843,True,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.061401198834122,0.07545408045393409,-0.12285070124478215
B136,25.0,FROZEN certified g=0.65,0.65,0.1363769648902038,0.9920888023455968,-0.18313873368720746,0.3340737890454887,1.9156986157150584,True,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.061401198834122,0.07545408045393409,-0.12285070124478215
B136,25.0,FROZEN old incumbent g=0.75,0.75,0.1572190481360991,0.993130236653426,-0.20920042708232778,-1.5891632840323218,-0.6904707237969737,False,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.061401198834122,0.07545408045393409,-0.12285070124478215
B136,50.0,JOINT-MARGIN (declared),0.6,0.11842177238324414,0.9386665254736404,-0.17240671649430828,1.0318933920991729,1.1101781596810079,False,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9871570717692014,0.06981828866687434,-0.12358525821931632
B136,50.0,FROZEN certified g=0.65,0.65,0.12819576644739317,0.9393607891897648,-0.1858165769835448,0.045826104468307816,1.6479142860813227,False,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9871570717692014,0.06981828866687434,-0.12358525821931632
B136,50.0,FROZEN old incumbent g=0.75,0.75,0.1476498682450882,0.9406426640787422,-0.21220660722182072,-1.9122647108526487,-0.9910887377462679,False,False,True,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9871570717692014,0.06981828866687434,-0.12358525821931632
SMALL,0.0,JOINT-MARGIN (declared),0.55,0.05852682920251162,0.47544848228403136,-0.2723974725801972,-7.856269840356949,-7.0093866329423244,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6896819705978711,0.04752342232191098,-0.11815987889970647
SMALL,0.0,FROZEN certified g=0.65,0.65,0.06733688744068078,0.4757777356507136,-0.31562069550131033,-11.003264255130478,-11.331708925053638,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6896819705978711,0.04752342232191098,-0.11815987889970647
SMALL,0.0,FROZEN old incumbent g=0.75,0.75,0.07553699467499952,0.4761312356876353,-0.35702455081463425,-14.058403437184802,-15.47209445638603,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6896819705978711,0.04752342232191098,-0.11815987889970647
SMALL,10.0,JOINT-MARGIN (declared),0.55,0.05526456849851469,0.4533823145332685,-0.273316093470895,-7.898974258936013,-7.101248722012107,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6516492954577333,0.044697858575210914,-0.12176044561639543
SMALL,10.0,FROZEN certified g=0.65,0.65,0.06346505962487003,0.4538158345636328,-0.3166407123725268,-11.05135862948246,-11.433710612175283,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6516492954577333,0.044697858575210914,-0.12176044561639543
SMALL,10.0,FROZEN old incumbent g=0.75,0.75,0.07104749988706494,0.45424585897421693,-0.3581326843410835,-14.111410688088826,-15.582907809030951,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.6516492954577333,0.044697858575210914,-0.12176044561639543
SMALL,25.0,JOINT-MARGIN (declared),0.55,0.05038600883015376,0.4202275029319949,-0.2746934716439886,-7.962990532332519,-7.238986539321465,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.5945638178793506,0.040473485294141076,-0.12793829419076785
SMALL,25.0,FROZEN certified g=0.65,0.65,0.057677993645901315,0.42081712378060837,-0.3181700456462013,-11.12344694616179,-11.586643939542737,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.5945638178793506,0.040473485294141076,-0.12793829419076785
SMALL,25.0,FROZEN old incumbent g=0.75,0.75,0.06434080415055954,0.421361761399936,-0.3597940407671725,-14.190854255369906,-15.749043451639851,False,False,False,0.8767141873340053,0.15331706161492242,-0.3371726770846233,0.5945638178793506,0.040473485294141076,-0.12793829419076785
