panel,arm,bps,val,dS,dC,rev,dS_small,dial
BSTK100,TOP20,10,0.65,-0.0002662665470959391,-0.018210926113072956,False,True,g
BSTK100,TOP20,10,0.85,0.00021170636219480787,0.018063293975680406,False,True,g
BSTK100,TOP20,10,1.0,0.00043027850123866784,0.044836352785110334,False,True,g
SMALL,EWall,0,0.55,0.000273635819282525,-0.011943867769736771,False,True,g
SMALL,EWall,0,0.65,0.00013266525378519134,-0.005822971158268242,False,True,g
SMALL,EWall,0,0.85,-0.00012349532390981688,0.005518226904615897,False,True,g
SMALL,EWall,0,1.0,-0.0002894403132679968,0.013209604979670164,False,True,g
SMALL,EWall,10,0.55,-0.0005441112144270455,-0.008186506577825936,False,True,g
SMALL,EWall,10,0.65,-0.00027573900334371126,-0.003942630122384605,False,True,g
SMALL,EWall,10,0.85,0.00028394932981173904,0.0036360682568934433,False,True,g
SMALL,EWall,10,1.0,0.0007279905540107934,0.008504198408435748,False,True,g
SMALL,TOP20,0,0.55,-0.0009336406507282069,-0.02078572357341346,False,True,g
SMALL,TOP20,0,0.65,-0.0004685593436078994,-0.010179144791560901,False,True,g
SMALL,TOP20,0,0.85,0.0004725821805652286,0.009735850646594102,False,True,g
SMALL,TOP20,0,1.0,0.0011903005025003521,0.023474478293578294,False,True,g
SMALL,TOP20,10,0.55,-0.001180342879566365,-0.014673640584338177,False,True,g
SMALL,TOP20,10,0.65,-0.0005802419338520881,-0.007102208634609086,False,True,g
SMALL,TOP20,10,0.85,0.0005581667047348526,0.006618439803502518,False,True,g
SMALL,TOP20,10,1.0,0.0013520711064017865,0.015608086127391285,False,True,g
U56,EWall,0,0.55,0.00044851546310087365,-0.0303455218322779,False,True,g
U56,EWall,0,0.65,0.00022654436690672242,-0.015183001483549674,False,True,g
U56,EWall,0,0.85,-0.00023118357472817763,0.015198202300197972,False,True,g
U56,EWall,0,1.0,-0.0005868104955031317,0.03801217381281785,False,True,g
U56,EWall,10,0.55,-0.00016190959307738062,-0.027787687798012106,False,True,g
U56,EWall,10,0.65,-7.534449426560563e-05,-0.013892094320314685,False,True,g
U56,EWall,10,0.85,6.424078661582122e-05,0.013883304512403605,False,True,g
U56,EWall,10,1.0,0.00013824372379600547,0.03467968355005513,False,True,g
U56,TOP20,0,0.55,-4.591366117856488e-05,-0.03774353829050603,False,True,g
U56,TOP20,0,0.65,-2.077934805622128e-05,-0.01889132383634662,False,True,g
U56,TOP20,0,0.85,1.639410728082602e-05,0.018921354465092577,False,True,g
U56,TOP20,0,1.0,3.2688487693999235e-05,0.04733926617863071,False,True,g
U56,TOP20,10,0.55,-0.0003681368087107284,-0.034157718225570344,False,True,g
U56,TOP20,10,0.65,-0.00016633425052692274,-0.017072878206147335,False,True,g
U56,TOP20,10,0.85,0.00012883859229417816,0.017049845900272587,False,True,g
U56,TOP20,10,1.0,0.0002389843373882261,0.04255435415706654,False,True,g
B136,EWall,0,0.02,0.008943537750876196,0.0008131789429746128,False,False,band
B136,EWall,0,0.03,0.006928990653159328,0.00048340099813648507,False,False,band
B136,EWall,0,0.05,-0.02467080087423623,-0.000698560766667411,False,False,band
B136,EWall,0,0.08,0.002213923034912746,0.0038612561671824697,False,True,band
B136,EWall,10,0.02,0.03011369855743906,0.0032779746676188104,False,False,band
B136,EWall,10,0.03,0.036303163156372165,0.0038997691302247173,False,False,band
B136,EWall,10,0.05,0.015256687475319941,0.003847344463839164,False,False,band
B136,EWall,10,0.08,0.0514913207743406,0.009457839333799178,False,False,band
B136,TOP20,0,0.02,-0.0007756428043301788,-0.0003325860654488366,False,True,band
B136,TOP20,0,0.03,0.005041895962706988,0.0006400193946425325,False,False,band
B136,TOP20,0,0.05,-0.012622246326957853,-0.0017584206383338685,False,False,band
B136,TOP20,0,0.08,-0.0038821479451842666,-0.00015275154681715364,False,True,band
B136,TOP20,10,0.02,-0.00048328451507817505,-0.00026459772082954025,False,True,band
B136,TOP20,10,0.03,0.005713395779977759,0.0007459221718344455,False,False,band
B136,TOP20,10,0.05,-0.011032058331257644,-0.0015163567030718195,False,False,band
B136,TOP20,10,0.08,-0.0014859538449971676,0.000174513581310487,False,True,band
BSTK100,EWall,0,0.02,-0.016004372361811958,-0.00250866324545318,False,False,band
BSTK100,EWall,0,0.03,-0.029471965150630552,-0.004787718347573966,False,False,band
BSTK100,EWall,0,0.05,-0.07132014052548907,-0.010675662337752412,False,False,band
BSTK100,EWall,0,0.08,0.003699451363052164,-0.0002517576619256445,False,True,band
BSTK100,EWall,10,0.02,0.0004962689816669918,-0.0001369604743748365,False,True,band
BSTK100,EWall,10,0.03,-0.006849486235285029,-0.0015262838076506302,False,False,band
BSTK100,EWall,10,0.05,-0.03973917525434956,-0.006138639720230543,False,False,band
BSTK100,EWall,10,0.08,0.044022378336289414,0.005459334705445906,False,False,band
BSTK100,TOP20,0,0.02,-0.015384428685304874,-0.002963639309821575,False,False,band
BSTK100,TOP20,0,0.03,-0.01238173931140163,-0.002716097565837794,False,False,band
BSTK100,TOP20,0,0.05,-0.03591857797082354,-0.006774994489761932,False,False,band
BSTK100,TOP20,0,0.08,0.013603100629148601,0.0015134217737546862,False,False,band
BSTK100,TOP20,10,0.02,-0.01469050003245742,-0.0027706337023858385,False,False,band
BSTK100,TOP20,10,0.03,-0.011691297789759969,-0.00250295483764873,False,False,band
BSTK100,TOP20,10,0.05,-0.034244196115614134,-0.006343307174738966,False,False,band
BSTK100,TOP20,10,0.08,0.01622010198128032,0.002007967743502981,False,False,band
SMALL,EWall,0,0.02,0.033540742644018184,0.004569505766427451,False,False,band
SMALL,EWall,0,0.03,0.022398192056006294,0.003734447388642259,False,False,band
SMALL,EWall,0,0.05,0.037832479075985526,0.0071288049224060845,False,False,band
SMALL,EWall,0,0.08,0.06755262362668846,0.01123049570714496,False,False,band
SMALL,EWall,10,0.02,0.04717989702696945,0.006452484991570584,False,False,band
SMALL,EWall,10,0.03,0.04387473549478804,0.006539983041354613,False,False,band
SMALL,EWall,10,0.05,0.07143088788654312,0.01138399030714754,False,False,band
SMALL,EWall,10,0.08,0.10972788772078673,0.016748774505922714,False,False,band
SMALL,TOP20,0,0.02,0.008962972423515736,0.0013725087150127102,False,False,band
SMALL,TOP20,0,0.03,0.00038661977591814,0.000385414435789988,False,True,band
SMALL,TOP20,0,0.05,-0.019791834697551636,-0.0024908200657538515,False,False,band
SMALL,TOP20,0,0.08,-0.019375368281501104,-0.0026692729328738896,False,False,band
SMALL,TOP20,10,0.02,0.009008089567426991,0.0014373034519143957,False,False,band
SMALL,TOP20,10,0.03,0.00117004824574507,0.00042587241106240015,False,True,band
SMALL,TOP20,10,0.05,-0.01736031265253557,-0.0023687485367192007,False,False,band
SMALL,TOP20,10,0.08,-0.017096490594924352,-0.00249203799322828,False,False,band
U56,EWall,0,0.02,0.03137926767757371,0.002888399946973763,False,False,band
U56,EWall,0,0.03,0.05222715490353114,0.004836738350456393,False,False,band
U56,EWall,0,0.05,0.014494458126669274,0.006054309331952945,False,False,band
U56,EWall,0,0.08,0.02842263641515297,0.009851610292750834,False,False,band
U56,EWall,10,0.02,0.055206544907411725,0.005509746266114668,False,False,band
U56,EWall,10,0.03,0.085813160618877,0.008528208419143368,False,False,band
U56,EWall,10,0.05,0.057482796684527715,0.010554614454136635,False,False,band
U56,EWall,10,0.08,0.0804041331808969,0.01529524335694954,False,False,band
U56,TOP20,0,0.02,0.001964588682166646,8.090370648417e-05,False,True,band
U56,TOP20,0,0.03,0.019082138961927564,0.0021584215117427252,False,False,band
U56,TOP20,0,0.05,0.024120773557823494,0.004786106687563629,False,False,band
U56,TOP20,0,0.08,0.024105647884332226,0.005289994709542389,False,False,band
U56,TOP20,10,0.02,0.006592764112948402,0.000724374049279497,False,False,band
U56,TOP20,10,0.03,0.0264688418809349,0.003163424299712503,False,False,band
U56,TOP20,10,0.05,0.03612111690867725,0.0062423905892909914,False,False,band
U56,TOP20,10,0.08,0.040460544223187345,0.007291290299022757,False,False,band
