panel,vintage,vdate,ladder,rung_i,rung,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,tent_IS,SPY_Sharpe,SPY_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a
U56,fb208174,2026-09-03,GROSS,0,0.2,0.03155604143909119,0.99657084502855,-0.058877192811394585,1.151481177862188,0.8658367331914208,0.03283002361297971,1.0634520785049797,-0.038033623537565564,0.03073976043391302,0.9557770774048068,-0.058877192811394585,-0.6431178790633759,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,1,0.225,0.03550447138866053,0.9967192797376782,-0.06607228857892022,1.151612462283348,0.8660114741647299,0.03694511737257611,1.0635706500480853,-0.04274730436416019,0.034581521772368395,0.955946298344042,-0.06607228857892022,-0.5983843325362513,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,2,0.25,0.03945334972249381,0.9968657798580283,-0.07323116350442116,1.1517418766810914,0.8661844162023178,0.04106231858809806,1.0636872849788999,-0.047451781410509764,0.03842269640588336,0.9561136353350874,-0.07323116350442116,-0.5536278766944897,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,3,0.275,0.04340254969260693,0.9970104324050673,-0.08035388453662085,1.1518694974818697,0.8663556521940254,0.04518149790075299,1.063801930997268,-0.052146948836979234,0.042263159757933044,0.9562792603107948,-0.08035388453662062,-0.5088499177460425,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,4,0.3,0.04735193858528253,0.9971532076714487,-0.08744052933643343,1.15199560969261,0.8665248862305295,0.04930254536734924,1.0639150224366711,-0.056832765722330425,0.046102765055353156,0.956442861673393,-0.08744052933643343,-0.46405165083959093,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,5,0.325,0.051301383835033576,0.9972940734614925,-0.0944911877329555,1.1521201305423665,0.86669213866037,0.05342533085899892,1.0640264619717272,-0.06150916738182577,0.04994137868724269,0.9566044497753367,-0.0944911877329554,-0.4192344905544863,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,6,0.35,0.05525074754303039,0.9974329468094557,-0.10150594955805459,1.1522425855142717,0.8668576545868226,0.057549695952603175,1.0641356491269336,-0.06617613816367951,0.0537788763855207,0.9567642548212931,-0.10150594955805436,-0.37440015904518675,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,7,0.375,0.05919988617564065,0.9975696770977286,-0.1084849126215931,1.1523629749465123,0.867021166692916,0.061675507323059486,1.064242639970584,-0.07083365102587325,0.05761510859804653,0.9569220038236012,-0.10848491262159354,-0.3295501056358207,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,8,0.4,0.06314867199244234,0.9977043866881166,-0.11542820429870626,1.1524815154004422,0.8671827240027671,0.06580264719538942,1.0643476958373677,-0.07548157210005779,0.06144994172831075,0.9570777359612529,-0.11542820429870637,-0.2846856106113064,0.7757888846992765,0.7284876613975833,False,False,True
U56,fb208174,2026-09-03,GROSS,9,0.425,0.0670969703261266,0.9978371343684231,-0.12233593295583933,1.1525981387497626,0.8673425003698368,0.06993097192147801,1.0644507126093257,-0.08011990191742446,0.06528324735900415,0.9572316116766365,-0.12233593295583967,-0.2398082355131323,0.7757888846992765,0.7284876613975833,False,False,False
U56,fb208174,2026-09-03,GROSS,10,0.45,0.07104464099594465,0.9979678975729396,-0.1292081680957906,1.1527128521019117,0.8675004495256038,0.07406035435136937,1.0645518146174153,-0.08474859645602462,0.06911487750105927,0.9573835177353238,-0.12920816809579072,-0.1949193625378654,0.7757888846992765,0.7284876613975833,False,False,False
U56,fb208174,2026-09-03,GROSS,11,0.475,0.07499155387760226,0.998096773001774,-0.13604497472730426,1.1528253963528354,0.8676569664732529,0.07819064900279282,1.0646508292203538,-0.08936753089453431,0.0729447123504876,0.9575337132484982,-0.1360449747273046,-0.15002057316537096,0.7757888846992765,0.7284876613975833,False,True,False
U56,fb208174,2026-09-03,GROSS,12,0.5,0.07893757297112991,0.99822379196559,-0.14284643912320727,1.1529362914530874,0.8678116581228177,0.08232174687390925,1.0647481109070673,-0.09397664794736382,0.07677259919075774,0.9576820318285407,-0.1428464391232066,-0.10511305231126115,0.7757888846992765,0.7284876613975833,False,True,False
U56,fb208174,2026-09-03,GROSS,13,0.525,0.08288251706184435,0.9983484480508937,-0.1496127879370691,1.1530452516555503,0.8679638482096199,0.08645348228329364,1.0648433346518624,-0.09857592078935429,0.0805983474233174,0.9578278626770754,-0.1496127879370691,-0.060198601032369195,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,14,0.55,0.0868262386108587,0.998470741635758,-0.15634403572894506,1.1531518029689094,0.8681139364405258,0.09058568457706606,1.0649361346809854,-0.10316537290204997,0.08442182478456717,0.9579714264462306,-0.15634403572894517,-0.015279074439106456,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,15,0.575,0.09076855664087025,0.9985903317551378,-0.16304023478669005,1.1532551817370889,0.8682619392130033,0.09471812391083656,1.065025612980335,-0.10774501672660453,0.08824288197706065,0.9581127215389694,-0.16304023478669016,0.029643028921637685,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,16,0.6,0.09470937774920452,0.998707777582713,-0.16970149013665037,1.1533562061892877,0.8684082051004033,0.09885073195233374,1.0651126652122158,-0.1123146657616465,0.09206141011595692,0.9582521036487208,-0.16970149013665015,0.07456696623693589,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,17,0.625,0.09864853605995694,0.9988228978685019,-0.17632789827339324,1.1534546010157383,0.8685526246060956,0.10298334010129406,1.0651970568763334,-0.11687435675828828,0.09587724557347377,0.9583894211688095,-0.17632789827339312,0.11707424217831182,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,18,0.65,0.10258582418065809,0.9989351835650571,-0.18291960473592694,1.1535502260415047,0.8686943791421086,0.1071157533434457,1.0652784471848231,-0.12142399108996338,0.09969017358304488,0.9585240674104327,-0.18291960473592694,0.08270409074797302,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,19,0.675,0.10652114320298067,0.9990451655528828,-0.18947662197544457,1.1536433858608515,0.868834188634196,0.11124788537650221,1.0653574646306367,-0.1259634465006707,0.10350008772545971,0.9586565116535499,-0.18947662197544457,0.048410835839322604,0.7757888846992765,0.7284876613975833,True,True,False
U56,fb208174,2026-09-03,GROSS,20,0.7,0.11045432077294248,0.9991526631137162,-0.19599903933684149,1.153733719932767,0.8689720327276946,0.11537954019688401,1.0654336974833398,-0.13049270375925748,0.10730683123127771,0.9587867136170625,-0.19599903933684149,0.01419462273384586,0.7757888846992765,0.7284876613975833,True,True,False
