selector,n_fire,mean_OOS_Sharpe,d_vs_donothing,n_4b_both
DO_NOTHING,0,0.7922475401971669,0.0,24
ALWAYS_ACT,72,0.8016998115247317,0.009452271327564765,6
SEL_PBOOT_0.90_ABS,17,0.7908280073816341,-0.0014195328155328646,19
SEL_S_OBS_RATIO_MATCHED_q0.80,15,0.804385719939824,0.012138179742657074,20
SEL_S_OBS_MARGIN_MATCHED_q0.80,15,0.7919445353333076,-0.00030300486385936853,20
SEL_S_PBOOT_TOP_MATCHED_q0.80,15,0.7913090819633678,-0.0009384582337991221,19
SEL_S_PBOOT_MARGIN_MATCHED_q0.80,15,0.7913090819633678,-0.0009384582337991221,19
