panel,gross,width,cadence,cost_bps,TO,base_TO,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_SPY_MaxDD,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,L4_DD_oos,L5_CAGR_oos,pass4a,pass4b,pass4b_oos,SPY_CAGR,SPY_S,SPY_DD,SPY_H1,SPY_H2,SPY_OOS_CAGR,SPY_OOS_S,SPY_OOS_DD,BASE_CAGR,BASE_S,BASE_DD,BASE_H1,BASE_H2,BASE_OOS_S,BASE_OOS_CAGR
u56,0.25,5,W,0.0,5.941196346089958,1.7735559161867938,0.062197546492776645,1.0495548100506118,-0.07188325036676224,1.0001688971401386,1.098034046429901,0.0686785564958341,1.0899229318068409,-0.0718832503667628,0.05436801126227753,0.9989130227544568,-0.06093068212911246,-0.22062001264433273,True,True,True,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,1.3012453352065745,0.09651574458861623
u56,0.25,5,W,10.0,5.941196346089958,1.7735559161867938,0.055907869304848035,0.9493805004005472,-0.07601104747171683,0.8904326419378356,1.0052684360700705,0.062319174212969175,0.9950759595226641,-0.07601104747171605,0.048162289882430764,0.8907103714475598,-0.06317292744220171,-0.22062001264433273,False,True,True,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,1.2767122316543114,0.09455896847608769
u56,0.25,5,W,25.0,5.941196346089958,1.7735559161867938,0.046541177358985664,0.7986595831564599,-0.08228650470842303,0.7253587567621094,0.8656743338471903,0.052849023626588165,0.8523516657615858,-0.0822865047084228,0.038920214076267,0.7279448555179863,-0.06652692446299913,-0.22062001264433273,False,True,False,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08330351576993,1.1634688271693323,-0.12092630671374727,1.189790934573022,1.1432012948488115,1.2398733886368856,0.09163013641609163
u56,0.25,5,W,50.0,5.941196346089958,1.7735559161867938,0.031109205766768566,0.5468430388997612,-0.09368889316952134,0.44978751522910376,0.632312347631338,0.037247515566428246,0.6137835683415748,-0.09368889316952045,0.02369246554556792,0.45621069050425456,-0.07364821466551463,-0.22062001264433273,False,False,False,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.07851114701170414,1.1007438563030478,-0.1215542982343577,1.126595636968293,1.0807131422584972,1.1783814389985978,0.08676558828999292
u56,0.25,5,M,0.0,2.5986280256935808,1.2338600754525952,0.06432192525465652,1.0355704375996473,-0.10050829008807027,1.287572059952697,0.8389988685863286,0.05549301224623804,0.8454873925378293,-0.10050829008807027,0.07515962309069324,1.3175527229022481,-0.057561165109988766,-0.22062001264433273,True,True,False,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.09009790128379658,1.1884040235223012,-0.14364701651556366,1.229078970363302,1.1558225283214782,1.2403770827557687,0.09691470272057723
u56,0.25,5,M,10.0,2.5986280256935808,1.2338600754525952,0.06156146803232576,0.9939639486064368,-0.10078758658197284,1.2428285388033267,0.7995645348107063,0.05264872677738852,0.8051364345410766,-0.10078758658197284,0.0725032965785124,1.273750553773454,-0.05766647346812137,-0.22062001264433273,True,False,False,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08875459884397507,1.1720337399919474,-0.14381678364503936,1.2125162653339383,1.1395756161139896,1.2242949034669737,0.09554987745760046
u56,0.25,5,M,25.0,2.5986280256935808,1.2338600754525952,0.057432857589109876,0.9312174138502047,-0.10120653132282698,1.1752518973120432,0.740156357310661,0.04839522517392214,0.7443397929168518,-0.10120653132282698,0.06852988191596143,1.207596257963989,-0.05782443600532017,-0.22062001264433273,True,False,False,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08674240276841605,1.1474110865352767,-0.14407143433925307,1.1875968109649975,1.1151442566258225,1.20010564823554,0.09350548193510622
u56,0.25,5,M,50.0,2.5986280256935808,1.2338600754525952,0.05058392960007696,0.8259188133531844,-0.10190477255758423,1.0616109524194657,0.6406106324037835,0.04134040259157867,0.6424525301313306,-0.10190477255758423,0.06193696017877892,1.0963430662824012,-0.058087706900651126,-0.22062001264433273,True,False,False,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08339608435868429,1.1062059705036154,-0.1444958521629428,1.145876346075609,1.0742737564638518,1.1596251181448878,0.09010572329261479
u56,0.25,10,W,0.0,4.6687871336631614,1.7735559161867938,0.04809272629198014,1.024021996081473,-0.06016063204802802,1.01372583384979,1.039010667220638,0.053122475631498745,1.0674884960468078,-0.06016063204802813,0.04200769284337391,0.9687042140044949,-0.04347369675050605,-0.22062001264433273,True,True,True,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,1.3012453352065745,0.09651574458861623
u56,0.25,10,W,10.0,4.6687871336631614,1.7735559161867938,0.043212527264057776,0.9249355633890813,-0.060413357551221014,0.9060226771766403,0.9466263708025847,0.048201018275634944,0.9734473651986646,-0.06041335755122046,0.0371772946987774,0.862116062874339,-0.04760630279720457,-0.22062001264433273,False,True,True,True,False,True,False,False,False,False,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,1.2767122316543114,0.09455896847608769
