panel,mech,chooser,pick,oos_best,hit,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,turn_yr,L_OOS_S,L_OOS_DD,L_OOS_CAGR,pass4b,pass4b_oos,pass4a
U56,CAND20,C_ISSHARPE,D/H21,M/H0,False,0.1499886003277906,1.1023924343743483,-0.20188696387039196,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.14203112004859975,1.1132252374527998,-0.20188696387039184,1.2190286128635215,1.0375140847442708,8.488302520691708,True,True,True,True,True,False
U56,CAND20,C_ISLEGS,D/H21,M/H0,False,0.1499886003277906,1.1023924343743483,-0.20188696387039196,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.14203112004859975,1.1132252374527998,-0.20188696387039184,1.2190286128635215,1.0375140847442708,8.488302520691708,True,True,True,True,True,False
U56,CAND20,C_DEFAULT_W0,W/H0,M/H0,False,0.14339023140535012,1.1252424151195661,-0.183083519022036,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.1272724603341857,1.0606524904455705,-0.18308351902203612,1.0756286355793212,1.0547141873333674,10.792011078668367,True,True,True,True,True,False
U56,R3_84,C_ISSHARPE,W/H63,M/H0,False,0.15731286311223736,1.0580963490243749,-0.25808512104894554,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.15466314218253507,1.1251357999982508,-0.25808512104894565,1.3320568919257543,0.9842411114956761,3.6588823524625167,True,False,True,False,False,False
U56,R3_84,C_ISLEGS,W/H63,M/H0,False,0.15731286311223736,1.0580963490243749,-0.25808512104894554,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.15466314218253507,1.1251357999982508,-0.25808512104894565,1.3320568919257543,0.9842411114956761,3.6588823524625167,True,False,True,False,False,False
U56,R3_84,C_DEFAULT_W0,W/H0,M/H0,False,0.14349977985571094,1.1251222914418475,-0.19014003863380513,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.12881974659888407,1.0690360993862291,-0.1901400386338048,1.1032597628386644,1.0462371223957703,10.200757719785384,True,True,True,True,True,False
U56,MOMONLY,C_ISSHARPE,W/H126,W/H126,True,0.17373914618290898,1.1574635298846914,-0.20581279076724301,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.1674379112295321,1.191095461900317,-0.20581279076724246,1.346511653192703,1.0794810327588271,2.618939792317667,True,False,True,False,False,False
U56,MOMONLY,C_ISLEGS,M/H0,W/H126,False,0.1517832703468216,1.148147034422095,-0.19765535029878767,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.14232035626329376,1.1415291566072223,-0.197655350298788,1.2166865856078894,1.08706306457017,4.449012367714048,True,True,True,True,True,False
U56,MOMONLY,C_DEFAULT_W0,W/H0,W/H126,False,0.12814465734092773,1.0105950590867068,-0.18766716005880524,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,0.12218637907486674,1.0238597222124468,-0.18766716005880546,1.1358671403837648,0.9399918398841995,10.40530934250905,True,True,True,True,True,False
B136,CAND20,C_ISSHARPE,M/H21,M/H126,False,0.15917518897653626,0.9998233237122837,-0.2714053846993386,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.1677715829444979,1.102603983013942,-0.2714053846993384,1.3661920860301495,0.8941100108606084,5.640438307039954,True,False,True,False,False,False
B136,CAND20,C_ISLEGS,M/H0,M/H126,False,0.16537674671281044,1.0489919737123121,-0.26105256108832897,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.16636544185546076,1.111419512800059,-0.2610525610883293,1.30409988474429,0.9611444705649487,6.479493694172848,True,False,True,False,False,False
B136,CAND20,C_DEFAULT_W0,W/H0,M/H126,False,0.12282710795251539,0.8737456886645739,-0.2005239339604492,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.12935240946833715,0.9398556175281811,-0.2005239339604492,1.1179787739528129,0.7843413855497656,14.119117716623027,False,True,True,False,False,False
B136,R3_84,C_ISSHARPE,M/H21,M/H126,False,0.15474822001324218,0.9565105432725106,-0.2809938894693329,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.16497403985382353,1.0718693989425239,-0.28099388946933246,1.3419713757659386,0.8640696065404647,5.249036358726041,True,False,True,False,False,False
B136,R3_84,C_ISLEGS,D/H21,M/H126,False,0.14550029345600923,0.9364015225889306,-0.2607819279538428,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.15374879438470712,1.0291875770980443,-0.2607819279538427,1.2580772992035405,0.8438589555698932,9.69236320436507,True,False,True,False,False,False
B136,R3_84,C_DEFAULT_W0,W/H0,M/H126,False,0.13447582007076053,0.9351234157153023,-0.2108189101385849,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.13905799476326908,0.9921253692706656,-0.210818910138585,1.1621036382807173,0.8447106404168547,12.686736050077954,True,False,True,False,False,False
B136,MOMONLY,C_ISSHARPE,D/H21,M/H0,False,0.15947683621467013,0.9782303306864609,-0.2590575187718218,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.16633702615557078,1.0768673431784117,-0.25905751877182204,1.3082712604180655,0.9012639771204098,9.420909473702906,True,False,True,False,False,False
B136,MOMONLY,C_ISLEGS,D/H21,M/H0,False,0.15947683621467013,0.9782303306864609,-0.2590575187718218,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.16633702615557078,1.0768673431784117,-0.25905751877182204,1.3082712604180655,0.9012639771204098,9.420909473702906,True,False,True,False,False,False
B136,MOMONLY,C_DEFAULT_W0,W/H0,M/H0,False,0.14138250253937978,0.9336470686014091,-0.21045026267738953,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.13781161154647714,0.9573010731807862,-0.21045026267738964,1.1020664080076403,0.8411590848417467,12.722293769678556,True,False,True,False,False,False
