panel,N,H,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b_full,pass_4b_oos,pass_4a
U56,5,21,0.16526378251575946,0.9130725491230905,-0.25448282774434805,1.1044320738995652,0.7704124888821413,0.17794407689814018,1.0681189205787942,-0.17242674171582928,0.15493188538926694,0.8147585666640084,-0.2544828277443477,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,8,21,0.15806636605254787,0.9851528786992018,-0.23458387589388707,1.10293478069367,0.9029477867235614,0.1476673915323794,1.0239442165252264,-0.14888925224299399,0.16669408696386356,0.9661116605835949,-0.2345838758938873,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,10,21,0.16507732287923993,1.0877868410268108,-0.20117910076749834,1.2066914406699139,0.9948097338995746,0.16041621780386817,1.1355294248659724,-0.14001990034523937,0.16892688338552198,1.0573620465711768,-0.20117910076749812,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,12,21,0.1675882268480955,1.1603154950668024,-0.1947756323213694,1.2464960628002033,1.0988026627685472,0.15865057980261565,1.1986787696147367,-0.13930562617829234,0.17499450645220782,1.1388834292542345,-0.1947756323213694,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,15,21,0.15078537091859578,1.1027347686395628,-0.19679048453641854,1.1673177631257816,1.0592217533795747,0.13717757403270592,1.100028071595517,-0.1209045069402903,0.16210497142725866,1.1100421566981786,-0.19679048453641834,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,20,21,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.15308885804711703,1.1116898505481745,-0.2024163164242747,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,25,21,0.13206355531335956,1.0805272665137098,-0.20471717879100737,1.1331682634433773,1.0459127742557865,0.1167202473675788,1.0417133824913556,-0.11965853765764667,0.1448472107306089,1.1126209818941613,-0.2047171787910077,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,30,21,0.12385357511915052,1.064942707909618,-0.19764836940454844,1.1200470638904492,1.0256529618924997,0.11130328284845682,1.0283236127644304,-0.11619057854907366,0.13428716798679008,1.0946857615812258,-0.19764836940454822,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,40,21,0.12027507467123666,1.0940044874442199,-0.1927019529119277,1.1666715796499576,1.039058223411482,0.1091251788147398,1.0562943520935246,-0.10750447784843065,0.12953409823232587,1.1242721088311236,-0.19270195291192807,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,5,42,0.19914870847511335,1.0424432579893308,-0.2446965289066838,1.1285380915465528,0.992882699162625,0.18308098995354172,1.0905789565540371,-0.21790041965036225,0.2125340190374665,1.0217856783996235,-0.24469652890668414,True,True,True,False,True,True,False,True,False,False,False,False,False,False
