panel,wcap,cost_bps,chooser,pick_n_max,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,anchor_OOS_CAGR,base_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,full4b,beats_spy_oos,beats_base_oos,beats_anchor_oos,pick_is_inf,pick_is_finite
U56,0.02,0.0,C_ISSHARPE,10,0.75,0.06948508770159223,1.4640040386402289,-0.07252277439963184,1.3693466954314062,0.13168913356431755,1.3084634507178121,0.8831406547160487,0.15454794790057602,False,True,True,True,False,True
U56,0.02,0.0,C_ISCALMAR,10,0.75,0.06948508770159223,1.4640040386402289,-0.07252277439963184,1.3693466954314062,0.13168913356431755,1.3084634507178121,0.8831406547160487,0.15454794790057602,False,True,True,True,False,True
U56,0.02,10.0,C_ISSHARPE,10,0.75,0.0660245956648664,1.3946521560814047,-0.07519905642012348,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.8831406547160487,0.15454794790057602,False,True,True,True,False,True
U56,0.02,10.0,C_ISCALMAR,10,0.75,0.0660245956648664,1.3946521560814047,-0.07519905642012348,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.8831406547160487,0.15454794790057602,False,True,True,True,False,True
U56,0.02,25.0,C_ISSHARPE,10,0.75,0.06085429842663781,1.2903361661999535,-0.07919944662146206,1.2754689637891052,0.12183969460699817,1.2471042446353333,0.8831406547160487,0.15454794790057602,False,True,True,True,False,True
U56,0.02,25.0,C_ISCALMAR,10,0.75,0.06085429842663781,1.2903361661999535,-0.07919944662146206,1.2754689637891052,0.12183969460699817,1.2471042446353333,0.8831406547160487,0.15454794790057602,False,True,True,True,False,True
U56,0.02,50.0,C_ISSHARPE,INF,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639253,1.181260845927782,0.1120723488705766,1.1856242391281901,0.8831406547160487,0.15454794790057602,False,True,False,False,True,False
U56,0.02,50.0,C_ISCALMAR,INF,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639253,1.181260845927782,0.1120723488705766,1.1856242391281901,0.8831406547160487,0.15454794790057602,False,True,False,False,True,False
U56,INF,0.0,C_ISSHARPE,10,0.75,0.21792440627707466,1.2433250089803543,-0.20928164279714256,1.2803390722324455,0.14353853330986377,1.3084634507178121,0.8831406547160487,0.15454794790057602,False,True,False,False,False,True
U56,INF,0.0,C_ISCALMAR,INF,0.75,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.2803390722324455,0.14353853330986377,1.3084634507178121,0.8831406547160487,0.15454794790057602,True,True,False,False,True,False
U56,INF,10.0,C_ISSHARPE,INF,0.75,0.13852464950781207,1.2397071765466103,-0.17392304314971785,1.2397071765466103,0.13852464950781207,1.2839355379722956,0.8831406547160487,0.15454794790057602,True,True,False,False,True,False
