selector,knob,n,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,mean_full_Sharpe,n4a,n4b,gate_class
SEL_ALLPICKS,-,24,0.8426129516652625,0.13164159738398873,-0.25716568540631773,0.9122314846688871,0,3,NO_GATE
SEL_REACH_knobfree,-,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,OBS_KNOB_FREE
SEL_MARGIN_knobfree,-,24,0.8511775595666569,0.12653967987170292,-0.24004125139192153,0.9126456819499053,0,6,OBS_KNOB_FREE
SEL_GAPRATIO_knobfree,-,24,0.8531383584300557,0.12848045192411858,-0.24343134406518038,0.9133487532760977,0,5,OBS_KNOB_FREE
SEL_RESOLVED_K_SEED_0,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_0,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_0,K_SEED,24,0.8500585705786393,0.13015308703825942,-0.24726575840487527,0.9045399605608925,0,7,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_1,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_1,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_1,K_SEED,24,0.8375422420135541,0.12627051760247462,-0.24815065710495712,0.8983278094528404,0,6,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_2,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_2,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_2,K_SEED,24,0.8447002407071604,0.1264455461789748,-0.24349798509021872,0.9009276942759907,0,7,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_3,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_3,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_3,K_SEED,24,0.8374056798904429,0.12444397859073787,-0.24551530691098492,0.8981893021864953,0,7,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_4,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_4,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_4,K_SEED,24,0.8452054442823888,0.1283937201540434,-0.25047464834806765,0.9020537106622393,0,6,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_5,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_5,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_5,K_SEED,24,0.8407294693292092,0.12456648794522429,-0.2448620746761437,0.8997930460626994,0,8,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_6,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_6,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_6,K_SEED,24,0.8461863095224524,0.1263644318243848,-0.24542354988303336,0.9007314411772184,0,8,BAR_KNOB_KEYED
SEL_RESOLVED_K_SEED_7,K_SEED,24,0.8294413020353039,0.12264082535003988,-0.2476034900623476,0.8857506613102001,0,7,BAR_KNOB_KEYED
SEL_GAPEXCEEDS_K_SEED_7,K_SEED,24,0.8289395434118788,0.11942344816422364,-0.2420998668843349,0.8853496273892526,0,8,BAR_KNOB_KEYED
SEL_PCTRANK_K_SEED_7,K_SEED,24,0.8480288541926185,0.1296473477559826,-0.2488677170813259,0.9026363967908694,0,7,BAR_KNOB_KEYED
SEL_RESOLVED_K_B_125,K_B,24,0.8293095639588844,0.12389357856082454,-0.25099110409432385,0.8857171126825293,0,7,BAR_KNOB_KEYED
