L,panel,ladder,stat,q,gap_1116,gap_1119,d_gap,floor_1116,floor_1119,d_floor,inf_1116,inf_1119
63,U56,N,S_FULL,0.8,0.007068668245825416,0.007068668245825416,0.0,0.1537365394298984,0.1537365394298984,0.0,False,False
63,U56,N,S_FULL,0.9,0.007068668245825416,0.007068668245825416,0.0,0.1761523806496179,0.1761523806496179,0.0,False,False
63,U56,N,S_FULL,0.95,0.007068668245825416,0.007068668245825416,0.0,inf,inf,0.0,True,True
63,U56,N,S_OOS,0.8,0.014730064937639176,0.014730064937639176,0.0,0.232665797477971,0.232665797477971,0.0,False,False
63,U56,N,S_OOS,0.9,0.014730064937639176,0.014730064937639176,0.0,0.27556027866714705,0.27556027866714705,0.0,False,False
63,U56,N,S_OOS,0.95,0.014730064937639176,0.014730064937639176,0.0,inf,inf,0.0,True,True
63,U56,N,CAGR,0.8,0.12264140835065618,0.12264140835065618,0.0,2.8140034158264697,2.8140034158264697,0.0,False,False
63,U56,N,CAGR,0.9,0.12264140835065618,0.12264140835065618,0.0,4.247390553434547,4.247390553434547,0.0,False,False
63,U56,N,CAGR,0.95,0.12264140835065618,0.12264140835065618,0.0,inf,inf,0.0,True,True
63,U56,N,DD,0.8,1.0416639841034687,1.0416639841034687,0.0,4.42332544465075,4.42332544465075,0.0,False,False
63,U56,N,DD,0.9,1.0416639841034687,1.0416639841034687,0.0,5.684363419230408,5.684363419230408,0.0,False,False
63,U56,N,DD,0.95,1.0416639841034687,1.0416639841034687,0.0,inf,inf,0.0,True,True
63,U56,H,S_FULL,0.8,0.025078881717488066,0.025078881717488066,0.0,inf,inf,0.0,True,True
63,U56,H,S_FULL,0.9,0.025078881717488066,0.025078881717488066,0.0,inf,inf,0.0,True,True
63,U56,H,S_FULL,0.95,0.025078881717488066,0.025078881717488066,0.0,inf,inf,0.0,True,True
63,U56,H,S_OOS,0.8,0.028770378742377645,0.028770378742377645,0.0,inf,inf,0.0,True,True
63,U56,H,S_OOS,0.9,0.028770378742377645,0.028770378742377645,0.0,inf,inf,0.0,True,True
63,U56,H,S_OOS,0.95,0.028770378742377645,0.028770378742377645,0.0,inf,inf,0.0,True,True
63,U56,H,CAGR,0.8,0.3049987073677549,0.3049987073677549,0.0,1.2254210851222247,1.2254210851222247,0.0,False,False
63,U56,H,CAGR,0.9,0.3049987073677549,0.3049987073677549,0.0,inf,inf,0.0,True,True
63,U56,H,CAGR,0.95,0.3049987073677549,0.3049987073677549,0.0,inf,inf,0.0,True,True
63,U56,H,DD,0.8,1.1140575191411841,1.1140575191411841,0.0,inf,inf,0.0,True,True
63,U56,H,DD,0.9,1.1140575191411841,1.1140575191411841,0.0,inf,inf,0.0,True,True
63,U56,H,DD,0.95,1.1140575191411841,1.1140575191411841,0.0,inf,inf,0.0,True,True
63,U56,GROSS,S_FULL,0.8,0.0001556639667841253,0.0001556639667841253,0.0,0.0001556639667841253,0.0001556639667841253,0.0,False,False
63,U56,GROSS,S_FULL,0.9,0.0001556639667841253,0.0001556639667841253,0.0,0.0011660919497724631,0.0011660919497724631,0.0,False,False
63,U56,GROSS,S_FULL,0.95,0.0001556639667841253,0.0001556639667841253,0.0,inf,inf,0.0,True,True
63,U56,GROSS,S_OOS,0.8,0.00019477495026443137,0.00019477495026443137,0.0,0.00019477495026443137,0.00019477495026443137,0.0,False,False
63,U56,GROSS,S_OOS,0.9,0.00019477495026443137,0.00019477495026443137,0.0,inf,inf,0.0,True,True
63,U56,GROSS,S_OOS,0.95,0.00019477495026443137,0.00019477495026443137,0.0,inf,inf,0.0,True,True
63,U56,GROSS,CAGR,0.8,1.0495280990911553,1.0495280990911553,0.0,1.0380692471477992,1.0380692471477992,0.0,False,False
63,U56,GROSS,CAGR,0.9,1.0495280990911553,1.0495280990911553,0.0,1.0380692471477992,1.0380692471477992,0.0,False,False
63,U56,GROSS,CAGR,0.95,1.0495280990911553,1.0495280990911553,0.0,1.0380692471477992,1.0380692471477992,0.0,False,False
63,U56,GROSS,DD,0.8,1.2859290693538092,1.2859290693538092,0.0,1.1938432556992673,1.1938432556992673,0.0,False,False
