universe,book,mode,B,CAGR,Sharpe,MaxDD,turn,pp_per_pp,bind,gross,H1,H2,Sharpe25,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dSharpe,t,f4a,f4b,oos4b,entry_share,gate,lever_rate
u56,CAND20,gross,0.5,0.08432042013417052,1.0926797653203113,-0.12422866893486373,6.447471104910393,-0.7206305987675619,,,,,,,,,,,,,,,,,,,
u56,CAND20,gross,0.6,0.10127905727157716,1.0928694852017418,-0.14802995512857964,7.722144046919847,-0.7261450067678153,,,,,,,,,,,,,,,,,,,
u56,CAND20,gross,0.7,0.11824777863764102,1.0930194852968909,-0.17148516004165948,8.995813929299526,-0.731590623076919,,,,,,,,,,,,,,,,,,,
u56,CAND20,gross,0.75,0.1267328078382215,1.0930789903925349,-0.18308321629461444,9.632867058472202,,,,,,,,,,,,,,,,,,,,
u56,CAND20,entry,inf,0.1267328078382215,1.0930789903925349,-0.18308321629461444,9.632867058472202,,0.0,0.7168040100062943,1.0882783023843388,1.1033179868221341,0.9677569750642795,0.9928957406191273,0.10632579610395942,-0.11653191428501597,0.14386392023085048,1.169657001611733,-0.1830832162946141,0.0,,DD,PASS,PASS,0.5006023130585783,0.24811107362414583,-0.7261220762040987
u56,CAND20,entry,0.3,0.12673560586786325,1.093374765156106,-0.1833155512301614,9.624360673795243,-0.012043086138433358,0.006160164271047228,0.7165210220030758,1.0875505685426632,1.1044938109361035,0.968125187185305,0.9920665139951219,0.10619161370924157,-0.11684826652210811,0.1439836570609494,1.1707772851207958,-0.1833155512301614,0.00029577476357123267,-0.0073552385648307066,DD,PASS,PASS,0.5013398092398115,0.24791456790247032,-0.7261220762040987
u56,CAND20,entry,0.2,0.12665499733638463,1.0943878613654252,-0.18418215542179117,9.576638270696574,0.07080510640909014,0.029774127310061602,0.7150210776929788,1.0842882952594886,1.1090947217829672,0.9695506530844471,0.9883882800253138,0.10563208562186288,-0.11755894614429097,0.14431212958842998,1.1752556333169601,-0.1841821554217915,0.0013088709728903414,-0.1724862503803087,DD,PASS,PASS,0.5056242956269191,0.24651357363858095,-0.7261220762040987
u56,CAND20,entry,0.15,0.12635661808241716,1.0998235706323582,-0.17586240983962143,9.398844338834678,-0.05209802508197803,0.18172484599589322,0.710151893905288,1.0780406572085732,1.1243724653339564,0.9763804024917496,0.9809007275079837,0.10406631092953789,-0.11563461716474688,0.14509792614948713,1.1902738428649986,-0.17586240983962154,0.006744580239823383,-0.42417230616474594,DD,PASS,PASS,0.5185760999350457,0.24368084009001467,-0.7261220762040987
u56,CAND20,entry,0.1,0.1219414430448591,1.097708268248116,-0.1671910879540629,8.482396156419512,-0.30149295869555703,0.502053388090349,0.6833875297248461,1.067888834388,1.1289605771048556,0.982558558158262,0.9659168940619571,0.09904850526710818,-0.11181495637418881,0.14120045625485167,1.19767306571482,-0.1671910879540628,0.004629277855581204,-1.9165695161970309,DD,PASS,PASS,0.5855959228808449,0.24402049905023343,-0.7261220762040987
u56,CAND20,entry,0.05,0.09546550989880842,1.0517409056235179,-0.13707538298249167,5.148896319701624,-0.6796081381901187,0.9117043121149897,0.5379818677508271,1.0038157573698039,1.0986960568675825,0.9665663766242507,0.8805281273124219,0.07255891178910501,-0.10268334875257012,0.11474509323247739,1.1789043209428913,-0.13707538298249167,-0.041338084769017014,-3.9480733048616337,PASS,CAGR,PASS,0.8220135860678741,0.2716976338441753,-0.7261220762040987
