panel,etf_share,seed,conv,bps,k,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,gross
MIX~s1.000~ETF36,1.0,-1,GATED,10,36,0.051074398875337934,0.6286991144056556,-0.21789114887889938,0.6623591718911113,0.6014723134136614,0.5817053328817591,0.055802348083681785,0.6655585909084499,-0.21789114887889982,8.45085454610514,0.7500911400300901
MIX~s1.000~ETF36,1.0,-1,GATED,0,36,0.059996237946978725,0.7284482263279793,-0.20349568944395213,0.762184137474795,0.7015223826162108,0.6826821629836171,0.0649274017536634,0.7644227720247759,-0.20349568944395258,8.45085454610514,0.7500911400300901
MIX~s1.000~ETF36,1.0,-1,UNGATED,10,36,0.08022881029333173,0.8233005794587804,-0.22280790411578288,0.8227187294709947,0.8255229582030592,0.7621418257375249,0.08619000557891754,0.8728613715852491,-0.22280790411578288,0.6623341935244387,0.7501165497620284
MIX~s1.000~ETF36,1.0,-1,UNGATED,0,36,0.08094470101027174,0.8299642186517451,-0.22266292264345933,0.829336865325507,0.8322426392244939,0.7686622398508803,0.0869284053328161,0.8796393574621012,-0.22266292264345955,0.6623341935244387,0.7501165497620284
MIX~s0.000~0,0.0,0,GATED,10,36,0.1043136981679369,0.8880295083170212,-0.27932878199794564,1.0247222050509035,0.7696675191582272,0.9135793281872753,0.1037311509052008,0.8681654896120213,-0.2793287819979454,8.635633194742985,0.7410506071805631
MIX~s0.000~0,0.0,0,GATED,0,36,0.11389734915507566,0.9605364633912098,-0.27596200199225285,1.0953854230408047,0.843834244574297,0.9858548964592984,0.11347704364308764,0.94082725234601,-0.2759620019922533,8.635633194742985,0.7410506071805631
MIX~s0.000~0,0.0,0,UNGATED,10,36,0.1519153867698808,1.0996532543733237,-0.2818436853715194,1.1715516665190981,1.0368529442946837,1.0878195596498264,0.1547191843780833,1.1091023129077031,-0.28184368537151894,0.8632805850146121,0.7502300808759949
MIX~s0.000~0,0.0,0,UNGATED,0,36,0.15291046555038768,1.1059794641903071,-0.28172110418256113,1.1775620027384326,1.0434814653709275,1.0937040685335515,0.15578411437218498,1.1157855091333329,-0.281721104182561,0.8632805850146121,0.7502300808759949
MIX~s0.000~1,0.0,1,GATED,10,36,0.14010499245168506,1.0612531580796996,-0.25552551776796284,1.1720619050941694,0.950532293288468,1.102079963584204,0.13049028832544285,1.0261326228707526,-0.2555255177679626,8.686101429656206,0.7448727593205301
MIX~s0.000~1,0.0,1,GATED,0,36,0.15005369449219752,1.1274702853513812,-0.2526294369628398,1.235503302397335,1.0193951809857016,1.166021717604942,0.14027094079975777,1.094432637892092,-0.25262943696284046,8.686101429656206,0.7448727593205301
MIX~s0.000~1,0.0,1,UNGATED,10,36,0.1636196367014069,1.123128670934713,-0.25915007223569975,1.198470688492995,1.0469038642316093,1.13321536474467,0.15575664540288447,1.1158665018114788,-0.25915007223569975,0.949436463852655,0.7502730553889779
