leg,window,population,rung_set,decomposition,target,n,n_fam,spearman,iid_p,cl_lo,cl_hi,cl_excl0,cost_bps
sharpe,,ALL39,,,full_Sharpe,39,14,0.8991902834008098,0.0,0.6903584570075701,0.9485357245427708,True,100.0
sharpe,,ALL39,,,OOS_CAGR,39,14,0.734412955465587,0.0,0.36157466121102033,0.8719642788425453,True,100.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.16108374384236454,0.4074,-0.3888201541896055,0.7069134615444804,False,0.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.2147783251231527,0.26445,-0.26684896003914554,0.6409942043724718,False,0.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.5472906403940887,0.00225,-0.7725927825483817,-0.009824361583176736,True,0.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.2103448275862069,,,,False,2.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.3536945812807882,,,,False,2.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.5197044334975369,,,,False,2.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.22857142857142856,,,,False,4.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.42857142857142855,,,,False,4.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.48669950738916257,,,,False,4.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.28916256157635467,0.1314,-0.2849341105112931,0.7386432995878062,False,5.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.4576354679802956,0.01305,-0.0030963956412405525,0.7626278745723009,False,5.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.4635467980295567,0.0121,-0.7257370209519394,0.09460214132974647,False,5.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.30147783251231525,,,,False,6.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.4798029556650246,,,,False,6.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.45714285714285713,,,,False,6.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.361576354679803,,,,False,8.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.5364532019704433,,,,False,8.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.3891625615763547,,,,False,8.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.3704433497536946,0.0484,-0.21378985346417356,0.7785876152832675,False,10.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.6211822660098523,0.0005,0.2344128935156152,0.8300195135883845,True,10.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.3251231527093596,0.0881,-0.6037340409329588,0.22518714731223052,False,10.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.40738916256157637,,,,False,12.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.6566502463054187,,,,False,12.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.3054187192118227,,,,False,12.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.45911330049261084,,,,False,14.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.6926108374384237,,,,False,14.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.2600985221674877,,,,False,14.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5004926108374385,0.00555,-0.030337273922396612,0.8098797701580164,False,15.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.719704433497537,5e-05,0.3865193266135913,0.8724367812964222,True,15.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.24433497536945814,0.2005,-0.5334910992874822,0.3242504702732999,False,15.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5197044334975369,,,,False,16.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.7389162561576355,,,,False,16.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.21527093596059113,,,,False,16.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5428571428571428,,,,False,18.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.7591133004926108,,,,False,18.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.17536945812807883,,,,False,18.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5586206896551724,0.00225,0.031591152960935565,0.8433137335098961,True,20.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.7817733990147783,0.0,0.5051354021961775,0.9055171760395663,True,20.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.16453201970443349,0.3923,-0.4722587026818506,0.3554295682511993,False,20.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5793103448275863,,,,False,22.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.7955665024630542,,,,False,22.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.0960591133004926,,,,False,22.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5985221674876847,,,,False,24.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8123152709359606,,,,False,24.0
sharpe,,PASS0,,,OOS_CAGR,29,13,-0.034975369458128076,,,,False,24.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.5985221674876847,0.0008,0.10359065013559991,0.8661422351317807,True,25.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8211822660098522,0.0,0.56575020749227,0.9179294253763518,True,25.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.004433497536945813,0.9833,-0.33558248882930175,0.5054993503946074,False,25.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.6167487684729064,,,,False,26.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.825615763546798,,,,False,26.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.04039408866995074,,,,False,26.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.6236453201970443,,,,False,28.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8527093596059113,,,,False,28.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.10689655172413794,,,,False,28.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.6374384236453202,0.0003,0.18983465885366826,0.8852573058698497,True,30.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8625615763546798,0.0,0.6265850459116746,0.9396279224591457,True,30.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.16157635467980297,0.40165,-0.24595652173913043,0.5782948369181796,False,30.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.6448275862068965,,,,False,32.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8665024630541872,,,,False,32.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.23201970443349754,,,,False,32.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.6886699507389162,,,,False,34.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8689655172413793,,,,False,34.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.27783251231527095,,,,False,34.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.712807881773399,,,,False,36.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8852216748768473,,,,False,36.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.312807881773399,,,,False,36.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.7389162561576355,,,,False,38.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8852216748768473,,,,False,38.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.3251231527093596,,,,False,38.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.7477832512315271,0.0,0.4088356242695746,0.9122057900851914,True,40.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8916256157635468,0.0,0.6774637585661571,0.9579459210724178,True,40.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.3605911330049261,0.05515,-0.08326304751053736,0.6501772476761823,False,40.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.7645320197044335,,,,False,42.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8950738916256158,,,,False,42.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.4019704433497537,,,,False,42.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.7763546798029557,,,,False,44.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.8985221674876848,,,,False,44.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.4142857142857143,,,,False,44.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.7980295566502463,,,,False,46.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9024630541871921,,,,False,46.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.4458128078817734,,,,False,46.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.803448275862069,,,,False,48.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9029556650246305,,,,False,48.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.45270935960591135,,,,False,48.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8147783251231527,0.0,0.517683211923436,0.9423313165114615,True,50.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9039408866995073,0.0,0.705344600104538,0.9634030724086001,True,50.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.4935960591133005,0.0079,0.07503327664876482,0.7192306761050803,True,50.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8147783251231527,,,,False,52.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9054187192118227,,,,False,52.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.5320197044334976,,,,False,52.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.819704433497537,,,,False,54.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9118226600985222,,,,False,54.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.5541871921182266,,,,False,54.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8320197044334975,,,,False,56.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9167487684729064,,,,False,56.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.5586206896551724,,,,False,56.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8433497536945813,,,,False,58.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9167487684729064,,,,False,58.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.5783251231527093,,,,False,58.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8492610837438423,,,,False,60.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9187192118226601,,,,False,60.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.6088669950738916,,,,False,60.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8753694581280789,,,,False,62.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9226600985221675,,,,False,62.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.6596059113300493,,,,False,62.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8798029556650246,,,,False,64.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.925615763546798,,,,False,64.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.6935960591133005,,,,False,64.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8911330049261084,,,,False,66.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.925615763546798,,,,False,66.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7206896551724138,,,,False,66.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8911330049261084,,,,False,68.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9330049261083744,,,,False,68.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7394088669950739,,,,False,68.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8955665024630541,,,,False,70.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9330049261083744,,,,False,70.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7482758620689656,,,,False,70.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.8995073891625616,,,,False,72.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9330049261083744,,,,False,72.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7689655172413793,,,,False,72.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9064039408866995,,,,False,74.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9344827586206896,,,,False,74.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7699507389162562,,,,False,74.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9064039408866995,0.0,0.722169972568969,0.9685468324821186,True,75.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9344827586206896,0.0,0.7904787686586676,0.9773589350444306,True,75.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7699507389162562,0.0,0.4725974572434137,0.8773468932622112,True,75.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.912807881773399,,,,False,76.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9384236453201971,,,,False,76.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7714285714285715,,,,False,76.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.912807881773399,,,,False,78.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9384236453201971,,,,False,78.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7906403940886699,,,,False,78.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9157635467980295,,,,False,80.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9384236453201971,,,,False,80.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.7975369458128079,,,,False,80.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9157635467980295,,,,False,82.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9384236453201971,,,,False,82.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8118226600985222,,,,False,82.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9206896551724137,,,,False,84.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9423645320197044,,,,False,84.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8315270935960591,,,,False,84.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9206896551724137,,,,False,86.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9448275862068966,,,,False,86.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8448275862068966,,,,False,86.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9206896551724137,,,,False,88.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9448275862068966,,,,False,88.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8448275862068966,,,,False,88.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9231527093596059,,,,False,90.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9448275862068966,,,,False,90.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8522167487684729,,,,False,90.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9231527093596059,,,,False,92.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9448275862068966,,,,False,92.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8522167487684729,,,,False,92.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9270935960591133,,,,False,94.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9448275862068966,,,,False,94.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8605911330049261,,,,False,94.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9270935960591133,,,,False,96.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9448275862068966,,,,False,96.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8635467980295567,,,,False,96.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9270935960591133,,,,False,98.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9472906403940887,,,,False,98.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8660098522167488,,,,False,98.0
sharpe,,PASS0,,,OOS_Sharpe,29,13,0.9310344827586207,0.0,0.7805976722516218,0.9812074117859546,True,100.0
sharpe,,PASS0,,,full_Sharpe,29,13,0.9472906403940887,0.0,0.8183319587072316,0.9855909099936607,True,100.0
sharpe,,PASS0,,,OOS_CAGR,29,13,0.8729064039408867,0.0,0.6598953303925423,0.9434012149967851,True,100.0
