panel,year,d_pct,narrow_days
U56,2009,0.0,0
U56,2010,0.0,0
U56,2011,-1.7121666711348764,29
U56,2012,0.0,0
U56,2013,0.0,0
U56,2014,-1.2144299814604231,10
U56,2015,2.7985261446981955,93
U56,2016,-4.043717555974625,43
U56,2017,0.0,0
U56,2018,-0.8401650257917316,53
U56,2019,2.5657310943034797,37
U56,2020,3.444517140760086,59
U56,2021,0.0,0
U56,2022,14.928172321953856,232
U56,2023,-3.7128073547913227,14
U56,2024,0.0,0
U56,2025,3.827699922787959,44
U56,2026,-1.4233433414942769,9
B136,2009,0.0,0
B136,2010,0.0,0
B136,2011,-2.066492982363325,29
B136,2012,0.0,0
B136,2013,0.0,0
B136,2014,-0.17518444111649045,5
B136,2015,-1.7318321217628847,58
B136,2016,-2.625241149189112,38
B136,2017,0.0,0
B136,2018,0.43161157995006444,57
B136,2019,1.1133658347337925,32
B136,2020,-10.827431459166048,72
B136,2021,0.0,0
B136,2022,10.733331719721322,204
B136,2023,-1.0581817239696292,30
B136,2024,0.0,0
B136,2025,2.537184468902817,44
B136,2026,1.7725814053384576,19
SMALL439,2011,-4.709691539675983,10
SMALL439,2012,-0.29617211030714224,4
SMALL439,2013,0.0,0
SMALL439,2014,0.5312482338905581,45
SMALL439,2015,-5.36405969095705,106
SMALL439,2016,-1.5030585966811774,53
SMALL439,2017,-0.5760553820447234,10
SMALL439,2018,-6.011390562547802,38
SMALL439,2019,4.163361558336062,56
SMALL439,2020,-13.08368546902913,107
SMALL439,2021,0.0,0
SMALL439,2022,0.6804114765260522,164
SMALL439,2023,0.9233264679193052,10
SMALL439,2024,0.5424384970162984,5
SMALL439,2025,12.968882612088956,63
SMALL439,2026,0.0,0
