panel,frame,dSharpe,dCAGR,dMaxDD,odSharpe,odCAGR,odMaxDD
U56,LIVE,-0.11061959627180129,0.0718968112496432,-0.11661263967247804,-0.16107458424046395,0.07668583511075644,-0.11661263967247837
U56,INC,-0.024508361634482112,0.049765106514200186,-0.060516590509194224,-0.02830816462425556,0.054114951596495375,-0.060516590509194
B136,LIVE,-0.10549854524164548,0.07044798336538594,-0.12549339476571386,-0.13011163702257145,0.07195327308539379,-0.12549339476571386
B136,INC,-0.02121545620356491,0.049917010048281085,-0.0665517596387919,-0.024823124163861454,0.048622278827030074,-0.06655175963879145
SMALL,LIVE,-0.10000931347176267,0.06467491352392396,-0.25223421522448886,-0.06996522284272055,0.07326392836528695,-0.25223421522448786
SMALL,INC,-0.01616818265079656,0.016532047259369298,-0.11071159936708408,-0.02064768586699245,0.010772203713164341,-0.11071159936708286
