vintage,d_days,common_rows,cells,changed,share_changed,median_rel,max_rel
2026-09-03_fb20817,7,4698,253103,27647,0.10923220981181574,1.2755313545163332e-06,0.08206323214510644
2026-09-03_0ede228,7,4699,253159,27694,0.10939370119174116,1.269511641434018e-06,0.06295187528242212
2026-09-04_c006b43,6,4698,253103,27617,0.1091136809915331,1.267125196899963e-06,0.0006542929630124351
2026-09-04_50585c8,6,4699,253159,27612,0.1090697940819801,1.2827395302382916e-06,0.0006542929630124351
2026-09-07_f138ee9,3,4699,253159,23227,0.09174866388317224,1.0764772497655396e-06,4.0591005033370284e-05
2026-09-08_9ee888f,2,4700,253215,22895,0.09041723436605256,1.0827784094344612e-06,5.09424350483897e-05
2026-09-09_7a93b07,1,4701,253271,23063,0.09106056358604026,1.091024144400533e-06,0.00037119524870098185
2026-09-10_60e8c36,0,4702,253327,0,0.0,0.0,0.0
