claimset,n,H_IMPLICIT_FIRST,H_EXPLICIT,H_RANDOM,S_SORTED_of_implicit,S_BUILD_of_implicit,nonstable_sort_share
C_CODE,3123,0.9260326609029779,0.07332692923471021,0.0006404098623118795,0.16701244813278007,0.83298755186722,0.19820685238552674
C_PICKFILE,320,0.95,0.046875,0.003125,0.2138157894736842,0.7861842105263158,0.2125
C_TEXT,7373,0.9801980198019802,0.019801980198019802,0.0,0.0,1.0,0.0
