panel,cost,kind,conv,nominal_gross,realised_gross,gross_gap,turnover,CAGR,Sharpe,MaxDD,H1,H2,nom_dSharpe,nom_dCAGR_pp,nom_dMaxDD_pp,real_dSharpe,real_dCAGR_pp,real_dMaxDD_pp,in_ladder_span,spy_Sharpe,spy_CAGR,spy_MaxDD,grossshare_Sharpe,grossshare_CAGR,grossshare_MaxDD,pass4a,pass4b
U56,10,200d,dg,0.5,0.35497048060098424,-0.14502951939901576,2.1010886643445703,0.05450813873109284,1.1711871927711195,-0.08096495143735072,1.1801078092924326,1.1657387747423913,0.04787485365698463,-3.3615910380177416,7.35898986424729,0.04840387170826266,-0.7834338051325489,3.050149298182339,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-0.011050019182687443,0.7669455337450795,0.5855206550832338,False,False
U56,25,200d,dg,0.5,0.35497048060098424,-0.14502951939901576,2.1010886643445703,0.05119046481040135,1.10295185155406,-0.08142955706077759,1.1111356588836265,1.0980096360229177,-0.009212913833760883,-3.599319006110102,7.330760295267192,-0.008277259169473083,-1.0477387911153193,3.018479174924464,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.10155903779964559,0.7089063821971024,0.5882447313311796,False,False
U56,10,200d,dg,0.75,0.5323201557601879,-0.21767984423981213,3.1357133438424674,0.0820244315824139,1.1711820871541068,-0.12011675258999566,1.1807379505267899,1.165188193687011,0.047151474101616575,-5.067061439113152,10.514215252541215,0.047764926448995215,-1.1793533876408815,4.3708580160944255,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-0.013010247485721882,0.7672510187981272,0.5842906093216973,False,False
U56,25,200d,dg,0.75,0.5323201557601879,-0.21767984423981213,3.1357133438424674,0.0769481395725482,1.1033152355178564,-0.12079145061483709,1.1121595073728185,1.0978036880989193,-0.010046414886996091,-5.434019031148152,10.468472688605546,-0.009030643057685417,-1.5870837219213076,4.322210250617559,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.10110789179386492,0.7079355606183857,0.5871212182344339,False,False
U56,10,200d,dg,1.0,0.7095854440642168,-0.29041455593578325,4.171052366163883,0.1096690132392617,1.171043154780869,-0.15838539486673942,1.1812404738928215,1.164500025027824,0.04657218916983075,-6.774236664922784,13.340460094201989,0.0471125538877164,-1.5761899252074079,5.564757684344521,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-0.011602733895869743,0.7673258253038353,0.5828661346722916,False,True
U56,25,200d,dg,1.0,0.7095854440642168,-0.29041455593578325,4.171052366163883,0.10274993513509001,1.103363847321173,-0.15925650575730022,1.1128669787920085,1.0972858500750593,-0.010582656054583861,-7.273618503358592,13.277370944557877,-0.00983976306267853,-2.135208470906597,5.498951459782847,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.07019910578909416,0.7064448087398776,0.5858403382156951,False,False
U56,10,200d,rw,0.5,0.5003284990147331,0.00032849901473308574,5.1287214187211205,0.07685073254544772,1.0908096583133826,-0.12708717237435885,1.166425947238597,1.0366092830770812,-0.03250268080075225,-1.1273316565822533,2.7467677705464766,-0.03250271670505667,-1.1275266890211009,2.7470853103089663,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-1.1046567094386006e-06,-0.00017300360342842325,-0.00011560488145190284,False,False
U56,25,200d,rw,0.5,0.5003284990147331,0.00032849901473308574,5.1287214187211205,0.06859582678856757,0.9803104017356119,-0.1288701267850818,1.0514730864528348,0.9289555704614757,-0.13185436365220893,-1.8587828082934799,2.5867033228367697,-0.13185442568850259,-1.8589758337105577,2.587021065048112,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-4.7049101703500185e-07,-0.00010384506259497606,-0.00012283674302215886,False,False
U56,10,200d,rw,0.75,0.7502393824020653,0.00023938240206533568,7.615898615619929,0.11550691660622414,1.0909381206258195,-0.18647417592895044,1.1669184271720376,1.0365621820032391,-0.03309249242667067,-1.718812936732128,3.8784729186457367,-0.03309251397016455,-1.7189852263472667,3.878735775767786,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-6.510085006627975e-07,-0.00010023756015375973,-6.777335501961801e-05,False,True
U56,25,200d,rw,0.75,0.7502393824020653,0.00023938240206533568,7.615898615619929,0.1028300216789182,0.9816354478187445,-0.1889869208263859,1.0530504697277103,0.9301972371783876,-0.131726202586108,-2.8458308205111527,3.6489256674506643,-0.1317262352787273,-2.8460012262512766,3.649188607905618,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,-2.4818615163013646e-07,-5.9879083076808115e-05,-7.205969069179474e-05,False,False
U56,10,200d,rw,1.0,1.0,0.0,10.058040403773981,0.15418847464549512,1.0909971462456354,-0.24316475323704212,1.1673466101645877,1.036456675369505,-0.033473819365402946,-2.322290524299442,4.862524257171719,-0.033473819365402946,-2.322290524299442,4.862524257171719,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.0,0.0,0.0,False,False
U56,25,200d,rw,1.0,1.0,0.0,10.058040403773981,0.13689393804373395,0.9828305552296748,-0.24630859883880085,1.0544894597222374,0.9313294869146715,-0.13111594814608218,-3.8592182124941976,4.572161636407812,-0.13111594814608218,-3.8592182124941976,4.572161636407812,True,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.0,0.0,0.0,False,False
