corpus,family_set,leg,raw_leg,n,n_pred,n_tie,P_pred_given_tie,P_tie_given_pred,accuracy,false_neg,false_pos,exact
QUALIFY (long-decline),ALL,DECLINE (813),DECLINE,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY (long-decline),ALL,+PRE m=5,PRE:5,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY (long-decline),ALL,+PRE m=10,PRE:10,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY (long-decline),ALL,+PRE m=21,PRE:21,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY (long-decline),ALL,+PRE m=42,PRE:42,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY (long-decline),ALL,+PRE m=63,PRE:63,897,102,111,0.8918918918918919,0.9705882352941176,0.9832775919732442,12,3,False
QUALIFY (long-decline),ALL,+PRE m=126,PRE:126,897,99,111,0.8648648648648649,0.9696969696969697,0.979933110367893,15,3,False
QUALIFY (long-decline),ALL,+PRE m=252,PRE:252,897,84,111,0.7297297297297297,0.9642857142857143,0.9632107023411371,30,3,False
QUALIFY (long-decline),ALL,+PRE m=ALL,PRE:ALL,897,42,111,0.3783783783783784,1.0,0.9230769230769231,69,0,False
QUALIFY (long-decline),ALL,PRE m=5 ALONE,PREONLY:5,897,771,111,1.0,0.14396887159533073,0.26421404682274247,0,660,False
QUALIFY (long-decline),ALL,PRE m=10 ALONE,PREONLY:10,897,765,111,1.0,0.1450980392156863,0.2709030100334448,0,654,False
QUALIFY (long-decline),ALL,PRE m=21 ALONE,PREONLY:21,897,729,111,1.0,0.1522633744855967,0.3110367892976589,0,618,False
QUALIFY (long-decline),ALL,PRE m=42 ALONE,PREONLY:42,897,699,111,1.0,0.15879828326180256,0.34448160535117056,0,588,False
QUALIFY (long-decline),ALL,PRE m=63 ALONE,PREONLY:63,897,675,111,0.8918918918918919,0.14666666666666667,0.34448160535117056,12,576,False
QUALIFY (long-decline),ALL,PRE m=126 ALONE,PREONLY:126,897,579,111,0.8648648648648649,0.16580310880829016,0.44481605351170567,15,483,False
QUALIFY (long-decline),ALL,PRE m=252 ALONE,PREONLY:252,897,459,111,0.7297297297297297,0.17647058823529413,0.5451505016722408,30,378,False
