panel,bps,D,L,arm,CAGR,Sharpe,MaxDD,H1,H2,turnover,CAGR_x20,Sharpe_x20,MaxDD_x20,dCAGR,dSharpe,dMaxDD,dCAGR_x20,dSharpe_x20,dMaxDD_x20,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4a,p4b_halves,p4b_dd,p4b_cagr
U56,10.0,,,control(v2),0.08660009294734339,1.2056219490390438,-0.12054942313126804,1.225930875264405,1.1908384783945227,1.7745075061261604,0.08331296608087313,1.2167543148871938,-0.07887438111081335,0.0,0.0,0.0,0.0,0.0,0.0,1.1042593710951487,0.09534722887472857,1.285072363206482,-0.12054942313126815,False,True,True,False
U56,10.0,0.15,10.0,fast20-D15-L10,0.08901206522691618,1.2106135026767066,-0.12054942313126804,1.2552405315497714,1.1704231606187423,2.195703448080654,0.08536784188942215,1.2115910249121766,-0.08927180230073584,0.002411972279572794,0.004991553637662793,0.0,0.002054875808549017,-0.005163289975017138,-0.010397421189922484,1.1427768466498778,0.09421186542004545,1.265368403625466,-0.12054942313126793,False,True,True,False
U56,10.0,0.15,20.0,fast20-D15-L20,0.09404493229090294,1.2384450236637807,-0.1205494231312676,1.2894220715638927,1.1922305120416017,2.406997178679847,0.09075188498333242,1.2497305275697126,-0.09431773322785353,0.007444839343559551,0.03282307462473688,4.440892098500626e-16,0.0074389189024592905,0.032976212682518824,-0.015443352117040177,1.1842080180806227,0.0983572379305242,1.282334243496276,-0.12054942313126793,True,True,True,False
U56,10.0,0.15,30.0,fast20-D15-L30,0.096805649513656,1.2524811915773173,-0.12054942313126815,1.253663011700452,1.2528376422651506,2.4868948772532646,0.09286277458280945,1.2590331293171797,-0.09431773322785308,0.010205556566312612,0.04685924253827345,-1.1102230246251565e-16,0.009549808501936319,0.042278814429985934,-0.015443352117039733,1.147900712900506,0.10478865622394928,1.337073770779032,-0.12054942313126804,False,True,True,False
U56,10.0,0.15,60.0,fast20-D15-L60,0.09417781613687137,1.194420488059334,-0.12054942313126815,1.1742444288180562,1.2145789426623268,2.735444262290937,0.08924764024729837,1.190535883361383,-0.09431773322785342,0.007577723189527985,-0.011201460979709754,-1.1102230246251565e-16,0.005934674166425236,-0.026218431525810715,-0.015443352117040066,1.0659361688854567,0.10399475523601809,1.298329923194031,-0.12054942313126793,False,True,True,False
U56,10.0,0.15,90.0,fast20-D15-L90,0.09578366253196768,1.2151339970968653,-0.1205494231312676,1.1656478608436427,1.2624942710089888,2.831940807532337,0.09094294545751991,1.2137282479064637,-0.09431773322785264,0.009183569584624296,0.009512048057821465,4.440892098500626e-16,0.007629979376646778,-0.0030260669807300467,-0.015443352117039288,1.0552809976955906,0.1083862494448733,1.3427978169078028,-0.12054942313126793,False,True,True,False
U56,10.0,0.2,10.0,fast20-D20-L10,0.09025656648445968,1.2330521818082973,-0.12054942313126782,1.2536926724171145,1.2151691990704148,1.9856193184697708,0.08668318941404829,1.236777070273309,-0.07887438111081368,0.0036564735371162893,0.027430232769253493,2.220446049250313e-16,0.0033702233331751597,0.0200227553861152,-3.3306690738754696e-16,1.1402372661856004,0.09707463427551266,1.3080049639390032,-0.12054942313126815,True,True,True,False
U56,10.0,0.2,20.0,fast20-D20-L20,0.09325930958531758,1.243943613497758,-0.12054942313126815,1.2791794151232214,1.212909572668671,2.0943952446388217,0.08992130524117825,1.2568619361063418,-0.07887438111081324,0.006659216637974197,0.0383216644587141,-1.1102230246251565e-16,0.006608339160305121,0.040107621219148015,1.1102230246251565e-16,1.1707170860850251,0.09909878161471575,1.3028891293804763,-0.12054942313126815,False,True,True,False
U56,10.0,0.2,30.0,fast20-D20-L30,0.09572832005822396,1.2601243979583956,-0.12054942313126782,1.2804908374103603,1.243142820496255,2.1375748462747874,0.09172447254295979,1.2689025953906998,-0.07887438111081313,0.009128227110880571,0.05450244891935174,2.220446049250313e-16,0.00841150646208666,0.05214828050350606,2.220446049250313e-16,1.1735868826407507,0.10269354550545384,1.329627815734762,-0.12054942313126815,True,True,True,False
U56,10.0,0.2,60.0,fast20-D20-L60,0.09273316003208887,1.1961973207825853,-0.12054942313126804,1.199152761834602,1.1952613087175303,2.3895378225526525,0.0877226334311243,1.1936471837932705,-0.07887438111081391,0.0061330670847454805,-0.009424628256458512,0.0,0.004409667350251167,-0.02310713109392326,-5.551115123125783e-16,1.0896395340376543,0.10115865663201107,1.2817901579081898,-0.12054942313126815,False,True,True,False
