window,arm,char,outcome,strata,resid,b,t,ctrl_t,n,r2,sig
full,top10,corr,Sharpe,21,loglog,,,,0,,False
full,top10,corr,CAGR,3,none,0.002987739175068696,1.5706204867459375,,168,0.014642932613899262,False
full,top10,corr,CAGR,3,partial,0.003136174833982949,1.6391450903268086,0.8016289217278094,168,0.018465615998421003,False
full,top10,corr,CAGR,3,residx,0.003136174833982949,1.6420293354975626,,168,0.015982928923392925,False
full,top10,corr,CAGR,3,ratio,0.0012671047473239241,0.6620801530702631,,168,0.0026337086900319884,False
full,top10,corr,CAGR,3,logx,0.04147677874332421,2.2211408878324974,0.9673855587464416,168,0.03231867071261474,True
full,top10,corr,CAGR,3,loglog,,,,0,,False
full,top10,corr,CAGR,5,none,-0.0013519545542265451,-0.7832019949760893,,168,0.0036816087132423014,False
full,top10,corr,CAGR,5,partial,-0.001292390146811856,-0.7570907171368804,2.187860189415147,168,0.03177043091618503,False
full,top10,corr,CAGR,5,residx,-0.0012923901468118568,-0.7484809782314412,,168,0.0033634907667497993,False
full,top10,corr,CAGR,5,ratio,-0.003769962911110431,-2.2118465941293177,,168,0.028627775199603356,True
full,top10,corr,CAGR,5,logx,-0.008135289027557446,-0.3941470708883454,2.29651157950551,168,0.03198920164051766,False
full,top10,corr,CAGR,5,loglog,,,,0,,False
full,top10,corr,CAGR,7,none,-0.0036887607382918124,-2.2549457080227207,,168,0.02972082111446117,True
full,top10,corr,CAGR,7,partial,-0.003766357302646718,-2.3658004596561777,3.2111358964856382,168,0.08679030440916802,True
full,top10,corr,CAGR,7,residx,-0.003766357302646717,-2.3036073362437897,,168,0.030977245186131208,True
full,top10,corr,CAGR,7,ratio,-0.006190588720453409,-3.8942050549516467,,168,0.08370737718822596,True
full,top10,corr,CAGR,7,logx,-0.04743379010647403,-2.3538360882650085,3.367789212116661,168,0.08959287336995592,True
full,top10,corr,CAGR,7,loglog,,,,0,,False
full,top10,corr,CAGR,21,none,-0.004057785704623702,-2.711995182466619,,168,0.042426935215356565,True
full,top10,corr,CAGR,21,partial,-0.0038256110981372982,-2.646274560015051,3.6286881915775586,168,0.1131959314300982,True
full,top10,corr,CAGR,21,residx,-0.0038256110981373013,-2.547952484783754,,168,0.03763687322496834,True
full,top10,corr,CAGR,21,ratio,-0.006583055202678309,-4.567988089429358,,168,0.11166535194650362,True
full,top10,corr,CAGR,21,logx,-0.054573034826848464,-2.3490168460309193,3.776229110621177,168,0.10826059905440066,True
full,top10,corr,CAGR,21,loglog,,,,0,,False
full,top10,corr,MaxDD,3,none,0.001469171509242206,0.38619637938385737,,168,0.0008976732385607145,False
full,top10,corr,MaxDD,3,partial,-7.224775573934535e-05,-0.019915779848141683,-4.390477336810703,168,0.10540915056500999,False
full,top10,corr,MaxDD,3,residx,-7.2247755739349e-05,-0.01889392040861727,,168,2.1504786791304298e-06,False
full,top10,corr,MaxDD,3,ratio,0.005970140141063917,1.5804040204402057,,168,0.014823212487272475,False
full,top10,corr,MaxDD,3,logx,0.008467843984723656,0.23688728856168204,-4.2566302246126675,168,0.10098425198202732,False
full,top10,corr,MaxDD,3,loglog,0.008179406115314817,0.06660948019063283,4.33854528524429,168,0.10298575315959357,False
full,top10,corr,MaxDD,5,none,-0.0001579966914064002,-0.043091036672928074,,168,1.118564259994237e-05,False
full,top10,corr,MaxDD,5,partial,-0.0003577364805587759,-0.10086848980317697,-3.5313058439182514,168,0.07027643034570319,False
full,top10,corr,MaxDD,5,residx,-0.0003577364805587734,-0.09755666837324212,,168,5.73298669777067e-05,False
full,top10,corr,MaxDD,5,ratio,0.004594906455610306,1.2591495539698134,,168,0.009460591760017567,False
full,top10,corr,MaxDD,5,logx,0.0027315708589298604,0.06357824354351457,-3.438885319940846,168,0.06693857249507684,False
full,top10,corr,MaxDD,5,loglog,0.0517223159435235,0.3472688960225364,3.484775357160788,168,0.06903831760626633,False
full,top10,corr,MaxDD,7,none,-0.0023517122779334316,-0.6582439153189644,,168,0.002603355764556947,False
full,top10,corr,MaxDD,7,partial,-0.002188746005696975,-0.6280289866705694,-3.080644981415799,168,0.056850856603775535,False
full,top10,corr,MaxDD,7,residx,-0.0021887460056969755,-0.6124520120210141,,168,0.002254528909309328,False
full,top10,corr,MaxDD,7,ratio,0.0021822277651742405,0.610694497456773,,168,0.0022416370823774567,False
full,top10,corr,MaxDD,7,logx,-0.031518343736634646,-0.7126175744012688,-2.978836637780594,168,0.05487018510388664,False
full,top10,corr,MaxDD,7,loglog,0.13602627171522375,0.8853239427993099,3.054319143714114,168,0.05908612513537992,False
full,top10,corr,MaxDD,21,none,-0.002640209258083423,-0.8209796497392285,,168,0.0040438673975066175,False
full,top10,corr,MaxDD,21,partial,-0.0029686172784001716,-0.9344896800601323,-2.3357959650046762,168,0.03592236686203254,False
full,top10,corr,MaxDD,21,residx,-0.002968617278400171,-0.9226848721156217,,168,0.00510243031676938,False
full,top10,corr,MaxDD,21,ratio,0.0011741675971033562,0.36451716352114916,,168,0.000799798139236807,False
full,top10,corr,MaxDD,21,logx,-0.047693735530566356,-0.9361175606771559,-2.2516168727590595,168,0.034454680827009976,False
full,top10,corr,MaxDD,21,loglog,0.2235797639338275,1.2388366520262843,2.3331688742547216,168,0.04013034796314208,False
full,top10,corr,DDnorm,3,none,0.0026662740149629737,0.10603009404564254,,168,6.772059941340114e-05,False
full,top10,corr,DDnorm,3,partial,-0.0008240695556663846,-0.032720108749149934,-1.431980316717733,168,0.012342020477104643,False
full,top10,corr,DDnorm,3,residx,-0.0008240695556663847,-0.032616059473007344,,168,6.408436856952804e-06,False
full,top10,corr,DDnorm,3,ratio,0.00889633020624947,0.3539030710041621,,168,0.0007539334666989417,False
full,top10,corr,DDnorm,3,logx,0.05034620656526388,0.20324607437071918,-1.3230939616385349,168,0.011145844939180805,False
full,top10,corr,DDnorm,3,loglog,0.00817940611531497,0.06660948019063405,0.9535936460243823,168,0.005484438063951602,False
full,top10,corr,DDnorm,5,none,-0.0039055071403555747,-0.1585092325136758,,168,0.00015133358138008646,False
full,top10,corr,DDnorm,5,partial,-0.0041540592074712,-0.16826986472469738,-0.6312908580261714,168,0.002560471324010938,False
full,top10,corr,DDnorm,5,residx,-0.004154059207471202,-0.16857721564711695,,168,0.00017116514106529923,False
full,top10,corr,DDnorm,5,ratio,-0.0018978317071491801,-0.07702110072429012,,168,3.5735168474881895e-05,False
full,top10,corr,DDnorm,5,logx,-0.00217319528473614,-0.007277262794391539,-0.5586863646122199,168,0.0018881286400324049,False
full,top10,corr,DDnorm,5,loglog,0.05172231594352379,0.34726889602253835,0.18917108616649728,168,0.0009371412839099813,False
full,top10,corr,DDnorm,7,none,-0.015432079565778163,-0.6377932664529367,,168,0.0024444932479300574,False
full,top10,corr,DDnorm,7,partial,-0.01536932931926271,-0.6332664280743258,-0.1703360544798934,168,0.002619877231957779,False
full,top10,corr,DDnorm,7,residx,-0.0153693293192627,-0.635120185695358,,168,0.0024240953277130384,False
full,top10,corr,DDnorm,7,ratio,-0.015203530803377299,-0.6283249284040863,,168,0.002372623628402737,False
full,top10,corr,DDnorm,7,logx,-0.2198453285921897,-0.7147153040576463,-0.08777241265591011,168,0.00317056778855751,False
full,top10,corr,DDnorm,7,loglog,0.1360262717152238,0.8853239427993103,-0.26298634011881583,168,0.005033114166427599,False
full,top10,corr,DDnorm,21,none,-0.022121937969547974,-0.9953288435724775,,168,0.005932543719044503,False
full,top10,corr,DDnorm,21,partial,-0.02149281150041284,-0.9643473331833312,0.6377919917591535,168,0.008377216157132272,False
full,top10,corr,DDnorm,21,residx,-0.021492811500412844,-0.9659081517723241,,168,0.005588940937383269,False
full,top10,corr,DDnorm,21,ratio,-0.02745708892612391,-1.2373697451048329,,168,0.009139103326889164,False
full,top10,corr,DDnorm,21,logx,-0.3430541391285563,-0.96062002992584,0.7106198886851728,168,0.00869517371239148,False
full,top10,corr,DDnorm,21,loglog,0.22357976393382756,1.2388366520262846,-1.0059668131356423,168,0.01540916513004631,False
full,top10,corr,CAGRnorm,3,none,0.023267797894816627,1.7486913812153801,,168,0.018088011012791116,False
full,top10,corr,CAGRnorm,3,partial,0.021730942521198462,1.6275509897862952,-1.18934278312855,168,0.026434337840109956,False
full,top10,corr,CAGRnorm,3,residx,0.021730942521198452,1.6234916054870603,,168,0.015629695268870147,False
full,top10,corr,CAGRnorm,3,ratio,0.021315951266282256,1.5996338838341786,,168,0.015180626159634891,False
full,top10,corr,CAGRnorm,3,logx,0.2858543197149104,2.1903374584167112,-1.0509909064948428,168,0.03732533771373425,True
full,top10,corr,CAGRnorm,3,loglog,,,,0,,False
full,top10,corr,CAGRnorm,5,none,-0.010658420147965614,-0.8977405965921669,,168,0.004831591654164802,False
full,top10,corr,CAGRnorm,5,partial,-0.010651643840930444,-0.8943531245450177,0.035674995354115,168,0.004839267692539839,False
full,top10,corr,CAGRnorm,5,residx,-0.010651643840930458,-0.8970524107386069,,168,0.004824222656832244,False
full,top10,corr,CAGRnorm,5,ratio,-0.01483939896535828,-1.2527543965729615,,168,0.009365633810694107,False
full,top10,corr,CAGRnorm,5,logx,-0.07725172896195864,-0.535588094134861,0.13003906796801826,168,0.001848347199714162,False
full,top10,corr,CAGRnorm,5,loglog,,,,0,,False
full,top10,corr,CAGRnorm,7,none,-0.027121148095454076,-2.440603878812596,,168,0.034639840047009596,True
full,top10,corr,CAGRnorm,7,partial,-0.027275293090964277,-2.4529658501946607,0.9132950501869296,168,0.039495382110586896,True
full,top10,corr,CAGRnorm,7,residx,-0.027275293090964256,-2.4546842796646082,,168,0.035026643093912124,True
full,top10,corr,CAGRnorm,7,ratio,-0.03186745578229758,-2.8875060703009323,,168,0.04782494963403594,True
full,top10,corr,CAGRnorm,7,logx,-0.3442260739012882,-2.442539080712905,1.0552811434917804,168,0.03998765056221287,True
full,top10,corr,CAGRnorm,7,loglog,,,,0,,False
full,top10,corr,CAGRnorm,21,none,-0.0281637911852335,-2.7697263843600934,,168,0.04417183796630986,True
full,top10,corr,CAGRnorm,21,partial,-0.02760169075202259,-2.7163757894625697,1.249881775124323,168,0.053136650930859286,True
full,top10,corr,CAGRnorm,21,residx,-0.027601690752022602,-2.7091971756770774,,168,0.042343140363263365,True
full,top10,corr,CAGRnorm,21,ratio,-0.03273831355568301,-3.2460531260695933,,168,0.0596864634598776,True
full,top10,corr,CAGRnorm,21,logx,-0.3957383287169333,-2.420590163866316,1.3889293514717698,168,0.04560643289181665,True
full,top10,corr,CAGRnorm,21,loglog,,,,0,,False
full,top10,evol,Sharpe,3,none,-0.0776264152982756,-7.06799249555594,,168,0.23132674298990508,True
full,top10,evol,Sharpe,3,partial,-0.1146142631785852,-8.374748248557443,4.197402671916574,168,0.3054849138025332,True
full,top10,evol,Sharpe,3,residx,-0.11461426317858525,-8.33867299820597,,168,0.29521693094035384,True
full,top10,evol,Sharpe,3,ratio,-0.08227297423108515,-7.6340410136538726,,168,0.25984907531946344,True
full,top10,evol,Sharpe,3,logx,-2.0573747283340618,-7.841080456619383,4.110360758929324,168,0.27789080330119653,True
full,top10,evol,Sharpe,3,loglog,,,,0,,False
full,top10,evol,Sharpe,5,none,-0.035397579479663766,-3.2901791355259755,,168,0.061220198948658155,True
full,top10,evol,Sharpe,5,partial,-0.06178975976089373,-4.4888382628911225,2.9704116331979824,168,0.10887305193500518,True
full,top10,evol,Sharpe,5,residx,-0.061789759760893716,-4.502295623422603,,168,0.1088237151290049,True
full,top10,evol,Sharpe,5,ratio,-0.04117589583176213,-3.8721133556019542,,168,0.08283878463938954,True
full,top10,evol,Sharpe,5,logx,-1.3744968499034567,-3.981983175014628,2.822448333126962,168,0.08784878235953775,True
full,top10,evol,Sharpe,5,loglog,,,,0,,False
full,top10,evol,Sharpe,7,none,-0.01683021732843413,-1.607003000256323,,168,0.015318667574448774,False
full,top10,evol,Sharpe,7,partial,-0.04243488466672852,-3.0571211709483594,2.7429670523887486,168,0.05826120467969309,True
full,top10,evol,Sharpe,7,residx,-0.042434884666728484,-3.0583942739754275,,168,0.053342310460912534,True
full,top10,evol,Sharpe,7,ratio,-0.028314075496063778,-2.7428493831453475,,168,0.04335571124075466,True
full,top10,evol,Sharpe,7,logx,-1.0072667062929685,-2.52215892371914,2.4833042725439007,168,0.0426812673393453,True
full,top10,evol,Sharpe,7,loglog,,,,0,,False
full,top10,evol,Sharpe,21,none,-0.0025106453001246436,-0.2586484522050329,,168,0.00040284380705624123,False
full,top10,evol,Sharpe,21,partial,-0.028748972867264924,-1.993918221726843,2.4322238596595067,168,0.03500077336388041,True
full,top10,evol,Sharpe,21,residx,-0.028748972867264896,-1.9878865735656892,,168,0.02325186033115889,True
full,top10,evol,Sharpe,21,ratio,-0.02025309102594668,-2.1139601030599358,,168,0.026214923793723255,True
full,top10,evol,Sharpe,21,logx,-0.7936403384253365,-1.6005392289998996,2.1693409470682847,168,0.027812855504590228,False
full,top10,evol,Sharpe,21,loglog,,,,0,,False
full,top10,evol,CAGR,3,none,-0.009788840893810123,-5.564036744400841,,168,0.15718287925598629,True
full,top10,evol,CAGR,3,partial,-0.018074601238832602,-8.700531817446885,6.1943810909278305,168,0.31619914078910993,True
full,top10,evol,CAGR,3,residx,-0.018074601238832606,-8.711057875526135,,168,0.31371645371408186,True
full,top10,evol,CAGR,3,ratio,-0.01331557554264598,-8.251158966626651,,168,0.29084565906573867,True
full,top10,evol,CAGR,3,logx,-0.3219227337751163,-8.059286733660912,5.984376474820955,168,0.2848882824433918,True
full,top10,evol,CAGR,3,loglog,,,,0,,False
full,top10,evol,CAGR,5,none,-0.0034957442060878983,-2.0467381570822023,,168,0.024614597355864687,True
full,top10,evol,CAGR,5,partial,-0.010147512424110829,-4.844713890876114,4.920050579561522,168,0.14940420572388058,True
full,top10,evol,CAGR,5,residx,-0.010147512424110827,-4.780207058826191,,168,0.12099726557444568,True
full,top10,evol,CAGR,5,ratio,-0.00785126883159662,-4.8510866971389595,,168,0.12416326924876508,True
full,top10,evol,CAGR,5,logx,-0.22364812781861537,-4.251755143318677,4.656158702243229,168,0.12675106253751267,True
full,top10,evol,CAGR,5,loglog,,,,0,,False
full,top10,evol,CAGR,7,none,-0.0005273297676651888,-0.3176275605562324,,168,0.0006073854805040968,False
full,top10,evol,CAGR,7,partial,-0.007168861100455774,-3.3902182348829846,4.670437259274487,168,0.11730021278651981,True
full,top10,evol,CAGR,7,residx,-0.007168861100455772,-3.2978137733493433,,168,0.06148715356348289,True
full,top10,evol,CAGR,7,ratio,-0.006252498959889272,-3.9367661513859127,,168,0.08539001434600779,True
full,top10,evol,CAGR,7,logx,-0.16802732811028376,-2.7584521669727886,4.27904600021713,168,0.10050301869887512,True
full,top10,evol,CAGR,7,loglog,,,,0,,False
full,top10,evol,CAGR,21,none,0.0019182931425725607,1.2605774197871942,,168,0.00948185683837166,False
full,top10,evol,CAGR,21,partial,-0.004846310023888443,-2.2126787980532243,4.127925889808323,168,0.10219897723543914,True
full,top10,evol,CAGR,21,residx,-0.00484631002388844,-2.131492106548005,,168,0.02663991903030949,True
full,top10,evol,CAGR,21,ratio,-0.005047751474490893,-3.415307420922691,,168,0.06565372532663583,True
full,top10,evol,CAGR,21,logx,-0.12960197092339526,-1.719783714555373,3.7284637514232877,168,0.09466757343482535,False
full,top10,evol,CAGR,21,loglog,,,,0,,False
full,top10,evol,MaxDD,3,none,-0.020178854123166945,-5.817363787042439,,168,0.16934262369488473,True
full,top10,evol,MaxDD,3,partial,-0.016959189063055057,-3.7432471162852656,-1.1036785178789434,168,0.17542998073249727,True
full,top10,evol,MaxDD,3,residx,-0.016959189063055068,-3.535397351571124,,168,0.07002298064616663,True
full,top10,evol,MaxDD,3,ratio,-0.010028154972249773,-2.6917756183235535,,168,0.04182301679334843,True
full,top10,evol,MaxDD,3,logx,-0.2703254948755692,-3.1273844751442477,-1.2578414620693996,168,0.15100358079688658,True
full,top10,evol,MaxDD,3,loglog,0.70921653179859,2.359880710180605,1.765485409337128,168,0.13224971393117657,True
full,top10,evol,MaxDD,5,none,-0.015796085845991518,-4.571218851008107,,168,0.11180569467588275,True
full,top10,evol,MaxDD,5,partial,-0.01322646475799763,-2.921466485783688,-0.8793264445345342,168,0.11594849395926543,True
full,top10,evol,MaxDD,5,residx,-0.01322646475799762,-2.8204343234905167,,168,0.04572939348053995,True
full,top10,evol,MaxDD,5,ratio,-0.004464807433201101,-1.2231722631541715,,168,0.00893244639896229,False
full,top10,evol,MaxDD,5,logx,-0.2667442784018838,-2.352313317160032,-0.9970202374165942,168,0.09719194558490052,True
full,top10,evol,MaxDD,5,loglog,0.5709408216204896,1.4370365824635032,1.617072825362579,168,0.0798738255153204,False
full,top10,evol,MaxDD,7,none,-0.013556972062370408,-3.96504908619647,,168,0.08651482830107471,True
full,top10,evol,MaxDD,7,partial,-0.011528005709627606,-2.4910287160897133,-0.6519453963429294,168,0.08886188033753695,True
full,top10,evol,MaxDD,7,residx,-0.011528005709627597,-2.4269121333558608,,168,0.03426555264307085,True
full,top10,evol,MaxDD,7,ratio,-0.0017247420360185194,-0.4824641468463947,,168,0.0014002753529137602,False
full,top10,evol,MaxDD,7,logx,-0.2495227325080131,-1.8718808401953966,-0.8429029048624541,168,0.07167523295274225,False
full,top10,evol,MaxDD,7,loglog,0.5077476346474923,1.0880020990142136,1.4366501558326223,168,0.06135059796327258,False
full,top10,evol,MaxDD,21,none,-0.005177133582501321,-1.6192221589430684,,168,0.015548874166226412,False
full,top10,evol,MaxDD,21,partial,0.0006277691733684873,0.1309018877993644,-1.6177941414124193,168,0.030920575761970936,False
full,top10,evol,MaxDD,21,residx,0.000627769173368487,0.129258622275488,,168,0.00010063921670788734,False
full,top10,evol,MaxDD,21,ratio,0.005085505895268774,1.5901237897842537,,168,0.015003360036175306,False
full,top10,evol,MaxDD,21,logx,0.09113262281714424,0.5546723064543013,-1.8468351255683173,168,0.031133226162144645,False
full,top10,evol,MaxDD,21,loglog,-0.6115496077030955,-1.0512149677869247,2.280185014223069,168,0.03764745659249846,False
full,top10,evol,DDnorm,3,none,-0.08775620571594663,-3.6252025497376037,,168,0.07336128135998843,True
full,top10,evol,DDnorm,3,partial,-0.11032627548933448,-3.489486552657794,1.1086742265535334,168,0.08021318330720872,True
full,top10,evol,DDnorm,3,residx,-0.1103262754893345,-3.476808031207336,,168,0.0678775712669607,True
full,top10,evol,DDnorm,3,ratio,-0.07371521796239819,-3.010291362803896,,168,0.05176372737584667,True
full,top10,evol,DDnorm,3,logx,-1.7545669100670487,-2.9187528590656555,0.8883240625816414,168,0.059459350806853606,True
full,top10,evol,DDnorm,3,loglog,0.70921653179859,2.359880710180605,-0.8312534232424289,168,0.03792925651999968,True
full,top10,evol,DDnorm,5,none,-0.05867219920716056,-2.4228289305834134,,168,0.034154282949472536,True
full,top10,evol,DDnorm,5,partial,-0.08340452249083871,-2.6342581553358557,1.21020115921026,168,0.04265197581630842,True
full,top10,evol,DDnorm,5,residx,-0.0834045224908387,-2.638937678542549,,168,0.04026266963336278,True
full,top10,evol,DDnorm,5,ratio,-0.04946668020917378,-2.0323284323089497,,168,0.02427761208831991,True
full,top10,evol,DDnorm,5,logx,-1.6657776124277726,-2.1066692537002174,1.0021423346602125,168,0.028031150982426256,True
full,top10,evol,DDnorm,5,loglog,0.5709408216204896,1.4370365824635032,-0.8314624192154914,168,0.012565282067777628,False
full,top10,evol,DDnorm,7,none,-0.0419066786164141,-1.7456506034924397,,168,0.01802629264736777,False
full,top10,evol,DDnorm,7,partial,-0.07114470078835008,-2.19866799622233,1.3436214102525406,168,0.0286541030229448,True
full,top10,evol,DDnorm,7,residx,-0.07114470078835006,-2.205098346402653,,168,0.028458321118699836,True
full,top10,evol,DDnorm,7,ratio,-0.039207883556231865,-1.631365056191757,,168,0.015779263689328915,False
full,top10,evol,DDnorm,7,logx,-1.5220527244841107,-1.6377784642763593,1.067582070364842,168,0.016079594006453868,False
full,top10,evol,DDnorm,7,loglog,0.5077476346474917,1.0880020990142123,-0.9258967373098556,168,0.007427674962916075,False
full,top10,evol,DDnorm,21,none,0.016055513660590697,0.7213652020578646,,168,0.003124949588787951,False
full,top10,evol,DDnorm,21,partial,0.010695958609629064,0.31792290211923435,0.21291841390041127,168,0.0033987688029692986,False
full,top10,evol,DDnorm,21,residx,0.010695958609629078,0.31843969791620164,,168,0.0006104935832207392,False
full,top10,evol,DDnorm,21,ratio,0.0005334671578813369,0.02393094146642588,,168,3.449927612808601e-06,False
full,top10,evol,DDnorm,21,logx,0.7838191630770511,0.6808355766813742,-0.06725943136830467,168,0.00594374898020722,False
full,top10,evol,DDnorm,21,loglog,-0.611549607703096,-1.0512149677869256,0.1637901470702739,168,0.01286232756483563,False
full,top10,evol,CAGRnorm,3,none,-0.08321310897387983,-7.068393744033592,,168,0.23134693203829448,True
full,top10,evol,CAGRnorm,3,partial,-0.12236629753088604,-8.33035426120805,4.13958938848597,168,0.3036653010158641,True
full,top10,evol,CAGRnorm,3,residx,-0.12236629753088608,-8.291480073499143,,168,0.29286065844462417,True
full,top10,evol,CAGRnorm,3,ratio,-0.08779315789010116,-7.587711911342519,,168,0.25751444155332903,True
full,top10,evol,CAGRnorm,3,logx,-2.2000316492711125,-7.817975205751317,4.064888459153043,168,0.2771126218011086,True
full,top10,evol,CAGRnorm,3,loglog,,,,0,,False
full,top10,evol,CAGRnorm,5,none,-0.03790118720022771,-3.286612131702098,,168,0.061095634347873906,True
full,top10,evol,CAGRnorm,5,partial,-0.06562763202989072,-4.443208365964172,2.9082253069327786,168,0.10687646698785402,True
full,top10,evol,CAGRnorm,5,residx,-0.06562763202989069,-4.456614758317991,,168,0.10686142195214654,True
full,top10,evol,CAGRnorm,5,ratio,-0.043543412394042455,-3.8158028845488037,,168,0.08063980558508232,True
full,top10,evol,CAGRnorm,5,logx,-1.4622357958799044,-3.9493264690657197,2.7680528555784445,168,0.08646775373599569,True
full,top10,evol,CAGRnorm,5,loglog,,,,0,,False
full,top10,evol,CAGRnorm,7,none,-0.0179459302860612,-1.5988897973746843,,168,0.015166720737311845,False
full,top10,evol,CAGRnorm,7,partial,-0.04472245351059226,-3.0030869141578105,2.6736730151608303,168,0.056062264719112465,True
full,top10,evol,CAGRnorm,7,residx,-0.044722453510592244,-3.0050686130456756,,168,0.05159352570243769,True
full,top10,evol,CAGRnorm,7,ratio,-0.02960164481522201,-2.6730105389354053,,168,0.04126590976445166,True
full,top10,evol,CAGRnorm,7,logx,-1.0603234126241643,-2.4752525944346506,2.4184347976990224,168,0.040890168661821824,True
full,top10,evol,CAGRnorm,7,loglog,,,,0,,False
full,top10,evol,CAGRnorm,21,none,-0.0030338205991180954,-0.29176748271470704,,168,0.0005125580168404698,False
full,top10,evol,CAGRnorm,21,partial,-0.030554987526572368,-1.97682715332366,2.3797745579468064,168,0.03367975488504549,True
full,top10,evol,CAGRnorm,21,residx,-0.030554987526572347,-1.9718267105451845,,168,0.0228862443174499,True
full,top10,evol,CAGRnorm,21,ratio,-0.02118194338546231,-2.0625097792998766,,168,0.024985891222593426,True
full,top10,evol,CAGRnorm,21,logx,-0.8421340387878709,-1.5842901117486143,2.1186449616644567,168,0.02652379142857042,False
full,top10,evol,CAGRnorm,21,loglog,,,,0,,False
full,top20,breadth,Sharpe,3,none,0.07642205540753105,7.200811255778522,,168,0.23801368935446632,True
full,top20,breadth,Sharpe,3,partial,0.07332632349394273,6.318267630302447,0.664997940303778,168,0.2400504566575279,True
full,top20,breadth,Sharpe,3,residx,0.07332632349394275,6.11534858862029,,168,0.18386406175324344,True
full,top20,breadth,Sharpe,3,ratio,0.06873881675384565,6.2919247842578425,,168,0.19256112396823177,True
full,top20,breadth,Sharpe,3,logx,0.8647879881975151,7.739982629338981,-0.0846527141234366,168,0.30929745330964387,True
full,top20,breadth,Sharpe,3,loglog,,,,0,,False
full,top20,breadth,Sharpe,5,none,0.03492026839399264,3.566567894863381,,168,0.07117489711621794,True
full,top20,breadth,Sharpe,5,partial,0.0307421413639037,2.892359389441992,1.0098491546369437,168,0.07688031005622142,True
full,top20,breadth,Sharpe,5,residx,0.030742141363903686,2.8549737592945554,,168,0.046803526875641266,True
full,top20,breadth,Sharpe,5,ratio,0.02504278311550808,2.5114250766366184,,168,0.03660470293050333,True
full,top20,breadth,Sharpe,5,logx,0.5441423252585592,3.918778394641511,0.4106981144054929,168,0.11355546223087265,True
full,top20,breadth,Sharpe,5,loglog,,,,0,,False
full,top20,breadth,Sharpe,7,none,0.003843087283239803,0.4276977431453267,,168,0.0011007470177571976,False
full,top20,breadth,Sharpe,7,partial,0.001852292817241478,0.19542448342182794,0.6699669062252446,168,0.0038107178854109858,False
full,top20,breadth,Sharpe,7,residx,0.0018522928172414735,0.19566450651672945,,168,0.00023057693713746108,False
full,top20,breadth,Sharpe,7,ratio,0.00019601941761668648,0.021803051017216933,,168,2.863684773535269e-06,False
full,top20,breadth,Sharpe,7,logx,0.1632393517376403,1.1030431149311068,0.28172801925740343,168,0.01058301045874277,False
full,top20,breadth,Sharpe,7,loglog,,,,0,,False
full,top20,breadth,Sharpe,21,none,-0.002251514946264525,-0.26885006748326173,,168,0.0004352343366971212,False
full,top20,breadth,Sharpe,21,partial,-0.0054928429041181965,-0.6346996475962088,1.4225661824117646,168,0.01254617325180074,False
full,top20,breadth,Sharpe,21,residx,-0.005492842904118197,-0.6333778451926658,,168,0.002410845433482245,False
full,top20,breadth,Sharpe,21,ratio,-0.008551882054639602,-1.0241658109065235,,168,0.006279092590398827,False
full,top20,breadth,Sharpe,21,logx,0.017621521923527006,0.10519619197150071,1.1783890609333263,168,0.010078386115942473,False
full,top20,breadth,Sharpe,21,loglog,,,,0,,False
full,top20,breadth,CAGR,3,none,0.009032590359541449,7.657050044737257,,168,0.2610083558205649,True
full,top20,breadth,CAGR,3,partial,0.007461654941471124,5.9446533237560955,3.1201002698583307,168,0.3021798531499881,True
full,top20,breadth,CAGR,3,residx,0.007461654941471126,5.40084731764264,,168,0.14945574896015168,True
full,top20,breadth,CAGR,3,ratio,0.00677703127533354,5.3470708903622395,,168,0.14692941890267042,True
full,top20,breadth,CAGR,3,logx,0.08579412517324844,6.992674619368694,2.4547664800701408,168,0.3461991740318966,True
full,top20,breadth,CAGR,3,loglog,,,,0,,False
full,top20,breadth,CAGR,5,none,0.004231019800618794,3.8306766068170424,,168,0.0812185289708095,True
full,top20,breadth,CAGR,5,partial,0.0025806043022282045,2.231323816399564,3.6659893901303957,168,0.1504181460190258,True
full,top20,breadth,CAGR,5,residx,0.002580604302228203,2.089857250677923,,168,0.02563577702842257,True
full,top20,breadth,CAGR,5,ratio,0.0013613025148979689,1.186382160283763,,168,0.008407643672627807,False
full,top20,breadth,CAGR,5,logx,0.04597586176012365,3.0137642716937627,3.0757752656986437,168,0.16830812218027968,True
full,top20,breadth,CAGR,5,loglog,,,,0,,False
full,top20,breadth,CAGR,7,none,0.0008585500390448825,0.8403784842480424,,168,0.004236410189242479,False
full,top20,breadth,CAGR,7,partial,-0.0003185753056083728,-0.306684501416916,3.614598193448148,168,0.07729931787710043,False
full,top20,breadth,CAGR,7,residx,-0.0003185753056083723,-0.295561978234913,,168,0.0005259694935099146,False
full,top20,breadth,CAGR,7,ratio,-0.0014757764117376993,-1.4505851687077533,,168,0.012517220658823103,False
full,top20,breadth,CAGR,7,logx,0.007207787722525685,0.4419875955381919,3.175557763850769,168,0.0735154348843392,False
full,top20,breadth,CAGR,7,loglog,,,,0,,False
full,top20,breadth,CAGR,21,none,-0.00013717560131883613,-0.1435529297338162,,168,0.0001241258175866955,False
full,top20,breadth,CAGR,21,partial,-0.0012121918073194082,-1.287790716561961,4.337778612833807,168,0.10247623125252303,False
full,top20,breadth,CAGR,21,residx,-0.0012121918073194084,-1.2292723299264372,,168,0.009020956621701548,False
