panel,book,cost,family,arm,rate,lever,vs_matchedDD,dMaxDD,pass4b
broad,EWall,10.0,SLV3,SLV3-5,0.30026736261337744,0.5318059570298277,0.45098456756213423,1.4064734542644897,False
broad,EWall,10.0,SLV4,SLV4-5,0.3275304458388146,0.5800918244650968,0.351227801992934,1.193108149864941,False
broad,EWall,10.0,g200,g200-rw,0.48011569039591195,0.8503367865018143,0.6819876987524296,5.248669385400562,True
broad,EWall,10.0,band3,band3-rw,0.35415310054328547,0.6272434237616732,1.7207973506267749,6.842495748449384,True
broad,EWall,10.0,DEGROSS,degross-0.10,0.564642186351343,1.000042347854599,0.0,22.59765515548694,False
broad,EWall,25.0,SLV3,SLV3-5,0.3285088537736193,0.5882833825063561,0.3998832679752784,1.3993952855736569,False
broad,EWall,25.0,SLV4,SLV4-5,0.36084140298625955,0.6461835005621475,0.3018168733854072,1.1863740246316201,False
broad,EWall,25.0,g200,g200-dg,0.532757371409456,0.9540452408138969,0.6431005410012478,12.698775272243267,False
broad,EWall,25.0,band3,band3-rw,0.46315712140963733,0.8294072895902231,0.9076834710789772,6.645998779111961,True
broad,EWall,25.0,DEGROSS,degross-0.10,0.5583868135715988,0.9999416443771519,0.0,22.613593897433315,False
broad,TOP20,10.0,SLV3,SLV3-5,0.29575070522951724,0.5173326977636274,0.4707017503664126,1.4498078084702493,False
broad,TOP20,10.0,SLV4,SLV4-5,0.32637015345847625,0.5708928126719862,0.36636281918568336,1.2427047836030436,False
broad,TOP20,10.0,g200,g200-rw,0.011988119383959796,0.020969843967754587,1.1940671296729608,1.9664457785223743,False
broad,TOP20,10.0,band3,band3-rw,0.003714380451428514,0.006497264167017824,2.3337968744541246,3.8178749879440477,False
broad,TOP20,10.0,DEGROSS,degross-0.10,0.5715324442957197,0.9997353042234955,0.0,23.123334151932795,False
broad,TOP20,25.0,SLV3,SLV3-10,0.27152928246307495,0.5653321560799786,0.6879676712610241,2.8822006780275022,False
broad,TOP20,25.0,SLV4,SLV4-10,0.29867128635278684,0.6218426268480388,0.5280178465079448,2.4878865798130922,False
broad,TOP20,25.0,g200,g200-rw,0.008555138738799045,0.017812056898232786,1.0042737525734236,1.9968806750500279,False
broad,TOP20,25.0,band3,band3-rw,-0.0019538038357870663,-0.004067878517644009,1.9552470367890251,3.8272303494158444,False
broad,TOP20,25.0,DEGROSS,degross-0.10,0.48001199838412,0.9993994589797387,0.0,23.2796255354211,False
broad,V1u,10.0,SLV3,SLV3-5,0.13115194907691466,0.49257887873269096,0.11764954371123171,0.8093596516590473,False
broad,V1u,10.0,SLV4,SLV4-5,0.13494995244273933,0.5068433731037487,0.10837244729445494,0.7655407567356831,False
broad,V1u,10.0,g200,g200-rw,-0.11789050913133331,-0.44277172554319105,0.895115735080819,2.273207252647924,False
broad,V1u,10.0,band3,band3-rw,0.15177440893297162,0.5700324600488874,0.11336740972483472,0.9088383408557554,False
broad,V1u,10.0,DEGROSS,degross-0.10,0.2661162666608586,0.9994762042572554,0.0,20.885113624431373,False
broad,V1u,25.0,SLV3,SLV3-5,-0.04315624944956812,-0.7789608324062534,0.07700712076282956,0.8812650751991002,False
broad,V1u,25.0,SLV4,SLV4-5,-0.04540507329422749,-0.8195516093230001,0.07296138535675456,0.8140168527619451,False
broad,V1u,25.0,g200,g200-rw,-0.11640264703552443,-2.1010422357263208,0.35093364209354805,2.175606855020684,False
broad,V1u,25.0,band3,band3-rw,0.14681209620266705,2.6499261201781965,-0.09778458805710266,0.9531974001960375,False
broad,V1u,25.0,DEGROSS,degross-0.95,0.0442262225557269,0.7982736121787339,0.0,1.2486123685473416,False
u56,EWall,10.0,SLV3,SLV3-5,0.30712578345482044,0.5159918942319212,0.42951263347181623,1.263767385499337,False
u56,EWall,10.0,SLV4,SLV4-5,0.3335312943708085,0.5603549217916267,0.33706003420564024,1.0721628983466513,False
u56,EWall,10.0,g200,g200-rw,0.4431674457410659,0.7445510019301042,0.7613735663262009,3.8784729186457367,True
u56,EWall,10.0,band3,band3-rw,0.2119529796838344,0.35609520713278,2.043745115536762,4.8111002741969,True
u56,EWall,10.0,DEGROSS,degross-0.10,0.5952174267875787,1.0000051577341842,0.0,20.09223816865644,False
u56,EWall,25.0,SLV3,SLV3-5,0.3371876411522681,0.5729782158194683,0.38050209294125104,1.2571926344058904,False
u56,EWall,25.0,SLV4,SLV4-5,0.36826103168294516,0.6257807912783023,0.29043729383035277,1.0658649590993607,False
u56,EWall,25.0,g200,g200-dg,0.5190842248710082,0.882072522024348,0.993061967397157,10.468472688605546,False
u56,EWall,25.0,band3,band3-rw,0.3443960641340224,0.5852273876006264,1.3310402061088578,4.657048392079844,True
u56,EWall,25.0,DEGROSS,degross-0.10,0.5884347058049848,0.9999188188102605,0.0,20.10991861470113,False
u56,TOP20,10.0,SLV3,SLV3-15,0.4998528511782391,0.7090176838749727,0.8099108342116565,3.100418964084184,True
u56,TOP20,10.0,SLV4,SLV4-20,0.530060022489742,0.751865131057102,0.831493484373782,3.63313155781676,True
u56,TOP20,10.0,g200,g200-rw,0.43394560024863726,0.6155313582602969,0.9251609898109141,2.8216076824896907,True
u56,TOP20,10.0,band3,band3-dg,0.45838957356959303,0.6502039810289238,0.7476980129817203,2.454293292859555,True
u56,TOP20,10.0,DEGROSS,degross-0.10,0.7049495761524641,0.9999377107764776,0.0,19.814402594990753,False
u56,TOP20,25.0,SLV3,SLV3-20,0.48919424004577033,0.7763616901269335,0.7534578002126189,4.121160173078609,True
u56,TOP20,25.0,SLV4,SLV4-20,0.5193640726359662,0.8242418577641886,0.5582196975026523,3.628993950413595,True
u56,TOP20,25.0,g200,g200-rw,0.4408878039740793,0.699698346034579,0.6542664739608721,2.78899062451764,True
u56,TOP20,25.0,band3,band3-dg,0.4276001264819733,0.6786105185191369,0.6043720791762954,2.429003062539936,True
u56,TOP20,25.0,DEGROSS,degross-0.10,0.6299384303739652,0.9997257212907525,0.0,19.927664622037078,False
u56,V1u,10.0,SLV3,SLV3-10,0.13449977638039037,0.33387285291700763,0.35423882631572123,1.3020190698803225,False
u56,V1u,10.0,SLV4,SLV4-10,0.16658757834347218,0.41352537185466764,0.26643104791502203,1.1101489121767227,False
u56,V1u,10.0,g200,g200-rw,-0.18400337745834225,-0.45675713545155433,1.0890655561811977,1.8442960694274868,False
u56,V1u,10.0,band3,band3-rw,-0.12502988554348016,-0.31036545717539793,1.0899645498425725,2.050699931492639,False
u56,V1u,10.0,DEGROSS,degross-0.10,0.4026163662498135,0.9994267533258326,0.0,14.003552040488643,False
u56,V1u,25.0,SLV3,SLV3-5,-0.019129712502945043,-0.14468421608495075,0.09419250378010968,0.6819625271640262,False
u56,V1u,25.0,SLV4,SLV4-10,-0.009313510181953153,-0.07044109625106215,0.16243965687011075,1.260963177398211,False
u56,V1u,25.0,g200,g200-rw,-0.062075807345648264,-0.4694994512992733,0.7964142000923995,4.318095622347318,False
u56,V1u,25.0,band3,band3-rw,-0.05827466266626217,-0.4407501620416438,0.9046431788188416,4.9915832448960025,False
u56,V1u,25.0,DEGROSS,degross-0.95,0.11899005218825252,0.8999603323946594,0.0,0.9162278936841184,False
