panel,unit,dial,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,k_mean,cover,sat,names,gross,tgt_gross_mean,tgt_gross_worstday,tgt_days_off,ann_ret,ann_vol,turn,p4a,p4b,fail4b,is4b
U56,FILL,REL c=0.25,0.15372931895167063,1.0065197959956933,-0.269298990908835,0.999289017083389,1.0200235358866558,0.9532144749952279,0.1334237921994701,-0.13745533413144717,0.17076007909075042,1.048713296132008,-0.2692989909088349,9.37012840729894,0.2501380695967977,0.0,9.272583915296238,0.7438113015613123,0.7434973958233702,0.375,0.09011038522189682,0.15489277982452893,0.1538894519916543,17.637438773255386,False,False,DD,False
U56,FILL,REL c=0.50,0.12889677313783632,1.022563501890988,-0.22445013082378484,0.9829533840946292,1.0616611912332032,0.8935317383859981,0.10504017042633573,-0.14729564638832648,0.14897176660031652,1.1213397482081486,-0.2244501308237845,18.72336111736878,0.49914914777243335,0.0,18.609596756026132,0.7470839255060001,0.7462382686524069,0.1875,0.10452804685740032,0.12928045062649454,0.12642779679444954,13.293202043458523,False,False,DD,False
U56,FILL,REL c=0.75,0.11343838742844614,1.0233246753740541,-0.17180522491437045,1.0037551931409663,1.0444869183473413,0.9100173206062131,0.09545877393920321,-0.12090109846628028,0.12849804196644565,1.111172632641677,-0.17180522491437078,28.068033340842533,0.7482245821681439,0.0,27.95201621986934,0.7482857617788112,0.7478334286473757,0.1875,0.09686866411353909,0.11365875118883173,0.11106812326917286,10.942498496221805,False,True,-,False
U56,FILL,REL c=1.00,0.10395026410773944,1.0491548871135368,-0.158747029885274,1.06722345360426,1.0359668307793313,0.9680098681355671,0.09258958598448053,-0.113566755375896,0.11341453920327904,1.1132961406629436,-0.15874702988527356,37.438161748141475,0.9983626517649417,0.9382743861230006,37.37576030637531,0.7502096328561152,0.7500000000000001,8.881784197001252e-16,0.0,0.10382161272771948,0.09895737417127827,8.213700927134854,False,False,CAGR,False
B136,FILL,REL c=0.25,0.12086481138586436,0.8679198519413128,-0.2906511884100318,1.0610829023783381,0.6962049696556597,0.9766225657349105,0.1346853791330631,-0.15055286518825062,0.10958630386460855,0.7830172623510223,-0.2906511884100318,22.845235413381392,0.2498682728272315,0.0,22.758504167605317,0.7478559883855898,0.747730076748113,0.25,0.07118720432529849,0.12445024704943891,0.14338910069988123,16.317068144129486,False,False,"H2,OOS,DD",False
B136,FILL,REL c=0.50,0.11676867476104369,0.9584573617808362,-0.2306879191490645,1.0458652565490787,0.8774698832988834,0.9433035384133726,0.11439597399358337,-0.14211746805232717,0.11873054250486659,0.9707089493741422,-0.2306879191490646,45.69092137868889,0.49956702675658243,0.0,45.596080198242845,0.7490826573650933,0.7487952309150715,0.15000000000000002,0.08425321018247353,0.11807065971224157,0.12318822351456879,12.754051621042283,False,False,DD,False
B136,FILL,REL c=0.75,0.11269161905402414,1.0027647692498443,-0.2084285212674326,1.1001877063948824,0.9128331175985775,0.991499142003855,0.11106272834250985,-0.12160751956895466,0.11403765414443967,1.011823445243662,-0.2084285212674325,68.52646992565893,0.7492131415458424,0.0,68.42419463843208,0.749703848094689,0.7492581285764457,0.0535714285714286,0.07907186303221446,0.1131907921986795,0.11287870861613547,10.447131879198034,False,False,DD,False
B136,FILL,REL c=1.00,0.10702640667075825,1.0252614722702595,-0.1768793110522644,1.1433299623842001,0.9149464031023785,1.0324870696635413,0.10841199372176824,-0.11460965075284746,0.10588426010291863,1.0190519497098376,-0.17687931105226407,91.37170533904032,0.999081414373074,0.9159720657805812,91.29488623563866,0.7501903807790332,0.7499999999999998,1.9984014443252818e-15,0.0,0.1071749305114964,0.10453424166439858,8.266443087500182,False,True,-,True
SMALL439,FILL,REL c=0.25,0.06048970464214576,0.4400308131935737,-0.40180030995708627,0.41947636921470477,0.46248264616986856,0.37517284260601536,0.04538776852469373,-0.2461822440778526,0.06992541787641104,0.47596088985918616,-0.4018003099570855,35.04956786985257,0.2505683881360184,0.003050330452465684,35.062277580071175,0.7500774458941837,0.7499949817335101,0.019736842105263053,0.0002542588354945334,0.07237386562515664,0.1644745400893521,20.725005306981274,False,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,FILL,REL c=0.50,0.05562028569556676,0.4419559109064013,-0.41058743612011717,0.5043066954967719,0.3992262375476362,0.43677963651023877,0.05080237206252969,-0.20047840960863028,0.05860685066059146,0.4462117039273963,-0.41058743612011694,70.0976105744789,0.4974285564530289,0.003050330452465684,70.1159125571937,0.7500614113453559,0.7499839563905658,0.010563380281690904,0.001779811848461734,0.06501540799502636,0.14710835717003345,17.327760950337176,False,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,FILL,REL c=0.75,0.04371224575130617,0.37755431642657405,-0.39267039245750923,0.45321181370159364,0.3218660930751836,0.4604310550936572,0.052094520896212915,-0.20018306048960632,0.03856875686836636,0.3334083627930506,-0.39267039245751045,105.15124555160142,0.7452421019774853,0.004829689883070666,105.19013726487036,0.750055022295414,0.749994085829739,0.006410256410258053,0.0015255530129672007,0.05250144035867729,0.1390566550942549,15.164024373586342,False,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,FILL,REL c=1.00,0.03647148235756492,0.33441277214479886,-0.4021705189040322,0.43426362136861296,0.2598435039567222,0.4209983118375303,0.04529171066126092,-0.20753337569473151,0.031061337634294084,0.28838720570009674,-0.4021705189040339,140.19598373157092,0.992123736998833,0.4168784951703101,140.24758515505846,0.7500299579738785,0.7499999999999998,4.773959005888173e-15,0.0,0.04486203081471268,0.13415166689652533,13.37693898813432,False,False,"H1,H2,OOS,DD,CAGR",False
