panel,instr,m,n,g,signed_dCAGR,c_INC,c_TO,dSharpe,dMaxDD_pp,rate,ratio_INC,ratio_TO
u56,G200,0.05,3,0.0020529739888783816,0.0020529739888783816,-0.00014882240857061468,0.00014222543399418721,0.007952384386396893,2.220446049250313e-16,,,14.434647384955683
u56,BAND3,0.05,3,0.0020779449227266156,-0.0020779449227266156,-0.00011105914626563518,5.9376436645593125e-05,-0.005784698088463713,-0.0013490421647052164,-1.4579868798176305,,34.99612034870805
u56,DEGROSS,0.05,3,0.0745555504690345,-0.0745555504690345,-0.006451724854434904,0.004315015200923678,-0.0031987903065591183,0.07671170182762821,0.887789268026271,,17.278166355723393
u56,STOP15,0.05,3,0.016874397260362217,-0.016874397260362217,0.002770379902266251,0.0024432798364228923,-0.037775032299528055,0.008366608936575592,2.3479975353872544,6.091004791999274,6.906452960814895
u56,G200,0.1,6,0.002084969802845116,-0.002084969802845116,-8.348059809737407e-05,4.3974752570360016e-05,-0.003926842014036369,-4.440892098500626e-16,,,47.41288309716228
u56,BAND3,0.1,6,0.0026277473093254677,-0.0026277473093254677,-0.00025620352779731626,0.0001838797271001562,-0.006909576726983335,-3.3306690738754696e-16,,,14.290576513060508
u56,DEGROSS,0.1,6,0.053114629760292686,-0.053114629760292686,-0.005026511665912281,0.003715473289193216,-0.0020488017235626987,0.059639985294903,0.8063066725553024,,14.295521896169003
u56,STOP15,0.1,6,0.016307083369345277,-0.016307083369345277,0.002011884109915707,0.001918043291444407,-0.053974947073217594,-0.031059386668526034,-0.589804546843305,8.105379076744388,8.501937074144463
u56,G200,0.15,8,0.005192128451817712,-0.005192128451817712,-0.00019698056990624657,0.00010863629608390087,-0.01588318448819037,1.1102230246251565e-16,,,47.79368074007034
u56,BAND3,0.15,8,0.003400548372386014,-0.003400548372386014,-0.0003930272765453324,0.00029761760724647236,-0.006871170221833145,-1.1102230246251565e-16,,,11.425897828584604
u56,DEGROSS,0.15,8,0.04797841215076604,-0.04797841215076604,-0.004423871192210438,0.0033529436896678902,-0.0017315719652784,0.05293988197711974,0.8227170014730969,,14.309340266766695
u56,STOP15,0.15,8,0.015670343099698725,-0.015670343099698725,0.0018121955570127302,0.0017490013498000117,-0.06233631813706675,-0.03463858001127307,-0.5047129140692774,8.647158988475903,8.959594628952424
u56,G200,0.2,11,0.0069604552433657485,-0.0069604552433657485,-0.0002676339118343751,0.00015756176060055863,-0.013328857311218467,0.018365255996721563,0.3644284257581887,,44.176043837257495
u56,BAND3,0.2,11,0.005774378161296001,-0.005774378161296001,-0.0005181841464767523,0.000386019443623965,-0.007583577714267431,0.018365255996721674,0.2862031444460952,,14.95877541060088
u56,DEGROSS,0.2,11,0.04566046485177244,-0.04566046485177244,-0.003984028769478343,0.0030563039301158947,-0.0012179888494385782,0.054606897076320604,0.763208281621378,,14.939765774551422
u56,STOP15,0.2,11,0.012129303017583748,-0.012129303017583748,0.001561969468592883,0.001483845884904066,-0.04741861317493057,-0.021177226408122474,-0.646509236966243,7.765390592756311,8.174233686248309
u56,G200,0.3,17,0.011489704276977486,-0.011489704276977486,-0.0002486606529519264,0.00011750616372700671,-0.022979564260208196,0.022028275692297594,0.5103006599811215,,97.77958800246988
u56,BAND3,0.3,17,0.010000276515769846,-0.010000276515769846,-0.0005311454826117945,0.00037542474358850367,-0.014858577685027186,0.01993433010212109,0.4750162651390276,,26.637233391123974
u56,DEGROSS,0.3,17,0.04397309780241154,-0.04397309780241154,-0.00319800637074108,0.0024713871261505694,-0.000319799441648394,0.053991578522376016,0.7552120635771341,,17.792881308281316
u56,STOP15,0.3,17,0.008796666115310492,-0.008796666115310492,0.0015350473395630004,0.001408237886282208,-0.032929589473081444,-0.004429997864918489,-2.3322163508680593,5.7305503801692135,6.246576804245741
u56,G200,0.4,22,0.014301260825862139,-0.014301260825862139,-5.263304898273091e-05,5.916847124217344e-05,-0.019395062987054512,0.02770859804715986,0.5142312776932392,,241.70407863552586
u56,BAND3,0.4,22,0.012558492892937867,-0.012558492892937867,-0.0005579494362129012,0.0003967699295669326,-0.006697136758406774,0.027805210031455196,0.4315933396348782,,31.651826303080078
u56,DEGROSS,0.4,22,0.04152612915665865,-0.04152612915665865,-0.0026519619257934224,0.0020726669075268487,-0.00042476575391869886,0.05079778043507688,0.7652729488948664,,20.035119490670372
u56,STOP15,0.4,22,0.008034634180059896,-0.008034634180059896,0.001566607050683011,0.001425971624964902,-0.0318387155301747,-0.008066284966283588,-1.1902928387572855,5.128685062764749,5.634497937683477
u56,G200,0.53,30,0.01980025995608714,-0.01980025995608714,2.6801623925098994e-05,0.00013773841007209687,-0.003656467819919351,0.03164853088999542,0.6264765226837077,738.7709047564366,143.7526391202209
u56,BAND3,0.53,30,0.017046378794022043,-0.017046378794022043,-0.0007061618620765042,0.0005293726768320845,0.01310488638422358,0.029958544938341714,0.5454275888757505,,32.20109299186423
u56,DEGROSS,0.53,30,0.03815293313364432,-0.03815293313364432,-0.0020068184658399435,0.001593820091211965,-0.00041867157974095903,0.049915216830453635,0.7241502083539256,,23.938042533164612
u56,STOP15,0.53,30,0.0069192856245372525,-0.0069192856245372525,0.0015274015374782124,0.0013844716291368845,-0.023941848744302607,0.00072914555610748,11.5843634940434,4.530102566193045,4.997780726536747
u56,G200,0.7,39,0.03007253908915586,-0.03007253908915586,0.0002755927791755486,0.00037274150398742954,0.009483703482193073,0.05592281786987685,0.5426788746401602,109.11947395399677,80.67934149391111
u56,BAND3,0.7,39,0.02705148952408276,-0.02705148952408276,-0.0008346700897092774,0.0006394787581136194,0.03080801058186533,0.05213787053139751,0.5028364059975498,,42.30240517117597
u56,DEGROSS,0.7,39,0.03650128687581922,-0.03650128687581922,-0.001405434832342456,0.0011238590939545172,-0.00043561471723263523,0.04994461121136273,0.7026954698866936,,32.47852606449295
u56,STOP15,0.7,39,0.008267454265485474,-0.008267454265485474,0.0016855489642655375,0.0015241886437354238,-0.03283007472699406,-0.002138890446446995,-4.653348770753726,4.904903055775625,5.424167342714161
u56,G200,0.85,48,0.03969795055119629,-0.03969795055119629,0.001109315642894515,0.0011074132115921,0.04178862274251083,0.07674579737035037,0.5317198803364848,35.785982831372706,35.84745976989344
u56,BAND3,0.85,48,0.03616083788407565,-0.03616083788407565,-0.00035180189941885764,0.00023677910367768143,0.0754279980871364,0.07480288492302645,0.478711964404915,,152.7197177555839
u56,DEGROSS,0.85,48,0.0344986392188007,-0.0344986392188007,-0.0007622536697495796,0.0006139053305938679,-0.000552745345614003,0.04994724672345585,0.6754403448069959,,56.195373292211144
u56,STOP15,0.85,48,0.0077436044920926594,-0.0077436044920926594,0.002035537381418706,0.001824953357330766,-0.024950918061249272,-6.074696415647729e-05,-160.98157347125044,3.804206477748696,4.243179400167628
u56,G200,1.0,56,0.04460805971181503,-0.04460805971181503,0.002376940897821367,0.0022331349362298024,0.058715438161330624,0.10353666074002676,0.4538006178083376,18.767004157613446,19.975532596846445
u56,BAND3,1.0,56,0.04166301558103136,-0.04166301558103136,0.0009637022125530414,0.0009195983736783196,0.0920854061253229,0.10311769563250217,0.41337927047458844,43.23225062507393,45.3056647048892
u56,DEGROSS,1.0,56,0.03209213859700877,-0.03209213859700877,-0.00022237217557785627,0.0001799281374432892,-0.00045861647495204494,0.05183443936866483,0.6148376795350652,,178.36086702739175
