panel,n,chooser,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,vs_control,regret,best_oos_arm,best_oos_S,control_OOS_S
B136,3,ruler,X0.20_k63,0.24823657743235095,0.030565644105292833,-0.5029559211602923,-0.32786333564698333,-0.32786333564698333,CONTROL,0.5760999130793343,0.5760999130793343
B136,3,IS_Sharpe,X0.20_k63,0.24823657743235095,0.030565644105292833,-0.5029559211602923,-0.32786333564698333,-0.32786333564698333,CONTROL,0.5760999130793343,0.5760999130793343
B136,20,ruler,CONTROL,0.8919165372280256,0.12486792010130943,-0.2005204833110832,0.0,0.0,CONTROL,0.8919165372280256,0.8919165372280256
B136,20,IS_Sharpe,CONTROL,0.8919165372280256,0.12486792010130943,-0.2005204833110832,0.0,0.0,CONTROL,0.8919165372280256,0.8919165372280256
SMALL439,3,ruler,X0.10_k21,0.18736197578462235,0.014199377941151559,-0.19954770686335832,-0.08018165522648638,-0.2544054333238087,X0.20_k21,0.4417674091084311,0.26754363101110873
SMALL439,3,IS_Sharpe,CONTROL,0.26754363101110873,0.03519421389352506,-0.5876607992868106,0.0,-0.17422377809732237,X0.20_k21,0.4417674091084311,0.26754363101110873
SMALL439,20,ruler,X0.10_k10,-0.14276926599821557,-0.02604145336190189,-0.49086869177748216,-0.6301001045060836,-0.6301001045060836,CONTROL,0.487330838507868,0.487330838507868
SMALL439,20,IS_Sharpe,CONTROL,0.487330838507868,0.07232854473169592,-0.27432604586461007,0.0,0.0,CONTROL,0.487330838507868,0.487330838507868
U56,3,ruler,CONTROL,1.0553980365043352,0.23805236009934383,-0.25810346252191085,0.0,0.0,CONTROL,1.0553980365043352,1.0553980365043352
U56,3,IS_Sharpe,CONTROL,1.0553980365043352,0.23805236009934383,-0.25810346252191085,0.0,0.0,CONTROL,1.0553980365043352,1.0553980365043352
U56,20,ruler,CONTROL,1.167991233806965,0.14360571273280298,-0.18308348697878107,0.0,0.0,CONTROL,1.167991233806965,1.167991233806965
U56,20,IS_Sharpe,CONTROL,1.167991233806965,0.14360571273280298,-0.18308348697878107,0.0,0.0,CONTROL,1.167991233806965,1.167991233806965
