panel,cost,key,share,n,turnover,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe,failing,bar1_CANON,bar1_TIGHT,bar1_TIGHTZ,pass4b
u56,10.0,NONE,0.05,2,23.515611660465808,0.19551093112402285,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,0.8268268345476769,0.19474226788534743,-0.25979982500932397,0.8826595758148738,H1|OOS|DD,H1,H1,DD,False
u56,25.0,NONE,0.05,2,23.515611660465808,0.15186245691106603,0.6986708883235015,-0.27066355909529005,0.6906234601819785,0.7072053203093425,0.6728500907895936,0.14883459597574333,-0.27066355909528916,0.7337979171139472,H1|H2|OOS|DD,H1,H1,H1,False
u56,10.0,NONE,0.1,4,18.79856581062504,0.19494975553492955,1.0141260874026305,-0.242992366770724,1.0694534346973736,0.9763356720377309,0.981820595790861,0.20021133575319228,-0.24299236677072433,1.0681359539022224,DD,DD,DD,DD,False
u56,25.0,NONE,0.1,4,18.79856581062504,0.15992476052399995,0.860679253486346,-0.25080339604054525,0.908173753533626,0.828179002659975,0.8346146335465046,0.1641083938958141,-0.2508033960405447,0.904597233315096,H1|H2|OOS|DD,H1,DD,DD,False
u56,10.0,NONE,0.15,6,16.050503933177104,0.15514093271893925,0.9418137181264573,-0.19417460046731294,0.8953496588475921,0.9870752576751891,0.9869953641137456,0.17365307251977313,-0.19417460046731272,0.8840408154959953,H1,H1,H1,H1,False
u56,25.0,NONE,0.15,6,16.050503933177104,0.12616635433168066,0.7908435307375933,-0.19672755851344326,0.7293346393859261,0.8478196653792205,0.8453887899047761,0.14433954616436484,-0.19511080356518118,0.7191677978653306,H1|OOS,H1,H1,H1,False
u56,10.0,NONE,0.2,7,15.55254554876335,0.14836578495134156,0.9473830603844667,-0.1874524771139171,0.8909102251642711,1.0011616622680295,1.0124213631087673,0.16997597087744842,-0.1863438876074277,0.8619525947690607,H1,H1,H1,H1,False
u56,25.0,NONE,0.2,7,15.55254554876335,0.1204554577788064,0.7930157689548637,-0.2071280286615168,0.7211328568518611,0.8587666583864484,0.8686935951770698,0.1418583638464519,-0.18790712632119666,0.6918544586592301,H1|OOS|DD,H1,H1,H1,False
u56,10.0,NONE,0.27,10,13.93352356589978,0.13075835389295642,0.9304570940525174,-0.17538190355779537,0.9033560162108623,0.9593984028717507,0.9889777884605897,0.14862652556496214,-0.17538190355779526,0.8540267892600898,H1,H1,H1,H1,False
u56,25.0,NONE,0.27,10,13.93352356589978,0.10613412971800273,0.776685496841767,-0.17635035763299522,0.7378776142575562,0.8144644300657055,0.8413629029505785,0.123156403243313,-0.17635035763299522,0.6908015605791343,H1|H2|OOS|CAGR,H1,H1,H1,False
u56,10.0,NONE,0.35,13,12.317799955738618,0.13401709744150558,1.0113537470839808,-0.19109395852291722,1.020034151079943,1.0105500263311449,1.0519045332974568,0.1482776378910735,-0.19109395852291722,0.9602697683712994,,,,,True
