universe,arm,f,Sharpe_D,Sharpe_W,Sharpe_M,spread,passes_bar,CAGR_D,CAGR_W,CAGR_M,MaxDD_D,MaxDD_W,MaxDD_M
u56,S4,0.0,0.9552259977531875,1.0637782086043885,1.2153296460735672,0.2601036483203797,False,0.14757512816746998,0.17043894112856606,0.20572925240517814,-0.23868925522710804,-0.23978888764278383,-0.25249877006837074
u56,S4,0.5,0.9904167098791595,1.149070517316317,1.280661049061602,0.2902443391824424,False,0.09814360242313835,0.11752047563303591,0.13467881930249215,-0.13444384830040923,-0.14225991402961424,-0.12750961337833489
u56,S3,0.0,0.9552259977531875,1.0637782086043885,1.2153296460735672,0.2601036483203797,False,0.14757512816746998,0.17043894112856606,0.20572925240517814,-0.23868925522710804,-0.23978888764278383,-0.25249877006837074
u56,S3,0.5,0.9959292969588129,1.167288542068541,1.324450180661626,0.32852088370281307,False,0.09551410335409871,0.11548347531494074,0.1345886559722289,-0.12564132786624427,-0.1329311313521484,-0.1170426064075174
broad,S4,0.0,0.7504749704697441,0.9449768997291143,1.1134304696235864,0.3629554991538423,False,0.12836232041304352,0.17230965956257882,0.22331773491722262,-0.28843353849914943,-0.26198457049262835,-0.3367444034403031
broad,S4,0.5,0.8307326456983849,1.0631058327844392,1.235538604992123,0.4048059592937382,False,0.09109419110858519,0.12174349486659075,0.1484140016844684,-0.1589396733858749,-0.15615055258009802,-0.15462217690571967
broad,S3,0.0,0.7504749704697441,0.9449768997291143,1.1134304696235864,0.3629554991538423,False,0.12836232041304352,0.17230965956257882,0.22331773491722262,-0.28843353849914943,-0.26198457049262835,-0.3367444034403031
broad,S3,0.5,0.83035113974968,1.0725560973337747,1.268074364087473,0.437723224337793,False,0.0887001198312618,0.11951809801251856,0.14833467366453923,-0.14843255886460305,-0.14620967840627608,-0.14217663106405676
