claim_set,cost,n_books,n_null,real_4b,real_4bp,d_real,null_4b,null_4bp,d_null,DISC_4b,DISC_4bp,d_DISC,n_fail,L3_sole_rate,L3_any_rate,n_flip
REC,0.0,45,4500,0.6666666666666666,0.6666666666666666,0.0,0.3811111111111111,0.3811111111111111,0.0,0.2855555555555555,0.2855555555555555,0.0,15,0.0,0.0,0
REC,10.0,45,4500,0.6222222222222222,0.6222222222222222,0.0,0.13444444444444445,0.13444444444444445,0.0,0.48777777777777775,0.48777777777777775,0.0,17,0.0,0.0,0
REC,25.0,45,4500,0.5111111111111111,0.5111111111111111,0.0,0.0006666666666666666,0.0006666666666666666,0.0,0.5104444444444444,0.5104444444444444,0.0,22,0.0,0.0,0
GRID,0.0,36,3600,0.5833333333333334,0.5833333333333334,0.0,0.36194444444444446,0.36194444444444446,0.0,0.2213888888888889,0.2213888888888889,0.0,15,0.0,0.0,0
GRID,10.0,36,3600,0.5277777777777778,0.5277777777777778,0.0,0.13361111111111112,0.13361111111111112,0.0,0.39416666666666667,0.39416666666666667,0.0,17,0.0,0.0,0
GRID,25.0,36,3600,0.3888888888888889,0.3888888888888889,0.0,0.0,0.0,0.0,0.3888888888888889,0.3888888888888889,0.0,22,0.0,0.0,0
SHELF,0.0,9,900,1.0,1.0,0.0,0.4577777777777778,0.4577777777777778,0.0,0.5422222222222222,0.5422222222222222,0.0,0,,,0
SHELF,10.0,9,900,1.0,1.0,0.0,0.13777777777777778,0.13777777777777778,0.0,0.8622222222222222,0.8622222222222222,0.0,0,,,0
SHELF,25.0,9,900,1.0,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.9966666666666667,0.9966666666666667,0.0,0,,,0
