file,stem,n,suf,has_panel_col,label_cols,sibling,script,script_why,L0_DECLARED,L1_ALIAS,L2_LABEL,L3_SIBLING,L4_SCRIPT,l0_vals,l4_vals,L5_TRANSITIVE
2026-09-05_defensive-class-census_B.grid.csv,2026-09-05_defensive-class-census_B,2244,,True,book|arm|kind,,,ambiguous(B136|SMALL439|U56),2244,2244,2244,2244,2244,B136|SMALL439|U56,B136|SMALL439|U56,2244
2026-09-05_gross-as-the-missing-third-bar_B.grid.csv,2026-09-05_gross-as-the-missing-third-bar_B,306,,True,book|arm|kind,,,ambiguous(B136|SMALL439|U56),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-05_gross-dispersion-not-gross-level_cloud.grid.csv,2026-09-05_gross-dispersion-not-gross-level_cloud,306,,True,book|arm|kind,,,ambiguous(none),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-05_gross-dispersion-not-gross-level_cloud.ladder.csv,2026-09-05_gross-dispersion-not-gross-level_cloud,342,,True,book,,,ambiguous(none),342,342,342,342,342,B136|SMALL439|U56,B136|SMALL439|U56,342
2026-09-05_is-Calmar-immunity-general_C.grid.csv,2026-09-05_is-Calmar-immunity-general_C,306,,True,book|arm|kind,,,ambiguous(none),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-05_is-the-defensive-class-one-book_cloud.census.csv,2026-09-05_is-the-defensive-class-one-book_cloud,138,,True,book|arm|kind,,SMALL439,unanimous-load_universe,138,138,138,138,138,B136|U56,B136|U56,138
2026-09-05_is-the-defensive-class-one-book_cloud.grid.csv,2026-09-05_is-the-defensive-class-one-book_cloud,816,,True,book|arm|kind,,SMALL439,unanimous-load_universe,816,816,816,816,816,B136|SMALL439|U56,B136|SMALL439|U56,816
2026-09-05_is-the-ladder-even-a-candidate_C.corpus.csv,2026-09-05_is-the-ladder-even-a-candidate_C,306,,True,book|arm|kind,,,ambiguous(B136|SMALL439|U56),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-05_pin-m-or-let-the-screen-choose_cloud.walkforward.csv,2026-09-05_pin-m-or-let-the-screen-choose_cloud,56,,True,book|arm|kind,,,ambiguous(none),56,56,56,56,56,B136|U56,B136|U56,56
2026-09-05_price-list-tier-bar_B.grid.csv,2026-09-05_price-list-tier-bar_B,306,,True,book|arm|kind,,,ambiguous(B136|SMALL439|U56),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud.repair.csv,2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud,3024,,True,,,,ambiguous(none),3024,3024,3024,3024,3024,B136|SMALL439|U56,B136|SMALL439|U56,3024
2026-09-05_quote-the-lift-not-the-rate_cloud.grid.csv,2026-09-05_quote-the-lift-not-the-rate_cloud,306,,True,book|arm|kind,,,ambiguous(none),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-05_sleeve-f-that-clears-the-floor_cloud.grid.csv,2026-09-05_sleeve-f-that-clears-the-floor_cloud,884,,True,book|arm|kind,,,ambiguous(none),884,884,884,884,884,B136|U56,B136|U56,884
2026-09-05_v1u-small-negative-price_B.concentration.csv,2026-09-05_v1u-small-negative-price_B,32,,False,arm,,SMALL439,filename,0,0,0,0,32,,SMALL439,32
2026-09-05_v1u-small-negative-price_B.grid.csv,2026-09-05_v1u-small-negative-price_B,11,,False,arm,,SMALL439,filename,0,0,0,0,11,,SMALL439,11
2026-09-05_vol-threshold-sweep-on-ewall_B.grid.csv,2026-09-05_vol-threshold-sweep-on-ewall_B,44,,True,,,,ambiguous(none),44,44,44,44,44,B136|U56,B136|U56,44
2026-09-05_why-ddctl-is-cheap-on-small_cloud.cells.csv,2026-09-05_why-ddctl-is-cheap-on-small_cloud,126,,True,book,,,ambiguous(B136|SMALL439|U56),126,126,126,126,126,B136|SMALL439|U56,B136|SMALL439|U56,126
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.grid.csv,2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud,306,,True,book|arm|kind,,,ambiguous(none),306,306,306,306,306,B136|SMALL439|U56,B136|SMALL439|U56,306
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.grid.csv,2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,5808,,True,arm,,,ambiguous(B136|SMALL439|U56),5808,5808,5808,5808,5808,B136|SMALL439|U56,B136|SMALL439|U56,5808
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.verdict.csv,2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,72,,True,arm,,,ambiguous(B136|SMALL439|U56),72,72,72,72,72,B136|SMALL439|U56,B136|SMALL439|U56,72
2026-09-06_keep-candidate-universe-robustness_cloud.draws.csv,2026-09-06_keep-candidate-universe-robustness_cloud,1600,,False,arm,U56,,ambiguous(B136|U56),0,0,1600,1600,1600,,B136|U56,1600
2026-09-07_book-size-floor-for-any-quoted-price_B.grid.csv,2026-09-07_book-size-floor-for-any-quoted-price_B,448,,True,book|arm|kind,,,ambiguous(none),448,448,448,448,448,B136|U56,B136|U56,448
2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,2026-09-07_broad-25bps-is-the-wall_cloud,1680,,True,book,,,ambiguous(B136|SMALL439|U56),1680,1680,1680,1680,1680,B136|SMALL439|U56,B136|SMALL439|U56,1680
2026-09-07_broad-25bps-is-the-wall_cloud.keeppaths.csv,2026-09-07_broad-25bps-is-the-wall_cloud,1680,,True,book,,,ambiguous(B136|SMALL439|U56),1680,1680,1680,1680,1680,B136|SMALL439|U56,B136|SMALL439|U56,1680
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.grid.csv,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud,620,,True,book,,,ambiguous(B136|SMALL439|U56),620,620,620,620,620,B136|SMALL439|U56,B136|SMALL439|U56,620
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.keeppaths.csv,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud,620,,True,book,,,ambiguous(B136|SMALL439|U56),620,620,620,620,620,B136|SMALL439|U56,B136|SMALL439|U56,620
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.grid.csv,2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C,1728,,True,book,,,ambiguous(none),1728,1728,1728,1728,1728,B136|U56,B136|U56,1728
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.keeppaths.csv,2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C,334,,True,book,,,ambiguous(none),334,334,334,334,334,B136|U56,B136|U56,334
2026-09-07_is-a-class-member-just-its-own-ladder-point_B.grid.csv,2026-09-07_is-a-class-member-just-its-own-ladder-point_B,748,,True,book|arm|kind,,,ambiguous(none),748,748,748,748,748,B136|SMALL439|U56,B136|SMALL439|U56,748
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.grid.csv,2026-09-07_is-a-class-member-just-its-own-ladder-point_B2,1632,,True,book|arm|kind,,,ambiguous(none),1632,1632,1632,1632,1632,B136|U56,B136|U56,1632
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.grid.csv,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C,378,,True,book,,,ambiguous(B136|U56),378,378,378,378,378,B136|U56,B136|U56,378
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0.14-OOS-Sharpe_C.grid.csv,2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0,36,,True,,,,no-parent-script,36,36,36,36,36,B136|U56,B136|U56,36
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.grid.csv,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud,1632,,True,book|arm|kind,,,ambiguous(none),1632,1632,1632,1632,1632,B136|U56,B136|U56,1632
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.members.csv,2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud,531,,True,book|arm|kind,,,ambiguous(none),531,531,531,531,531,B136|U56,B136|U56,531
2026-09-07_is-the-DD-cap-unreachable-on-SMALL439-by-construction_cloud.grid.csv,2026-09-07_is-the-DD-cap-unreachable-on-SMALL439-by-construction_cloud,30,,False,,,SMALL439,unanimous-load_universe,0,0,0,0,30,,SMALL439,30
2026-09-07_is-the-priceability-floor-the-real-selector_B.grid.csv,2026-09-07_is-the-priceability-floor-the-real-selector_B,448,,True,book|arm|kind,,,ambiguous(none),448,448,448,448,448,B136|U56,B136|U56,448
2026-09-07_position-count-broad-confirm_B.grid.csv,2026-09-07_position-count-broad-confirm_B,128,,True,,,B136,filename,128,128,128,128,128,B136|U56,B136|U56,128
2026-09-07_position-count-cost-and-liquidity_cloud.grid.csv,2026-09-07_position-count-cost-and-liquidity_cloud,40,,True,,,,ambiguous(B136|U56),40,40,40,40,40,B136|U56,B136|U56,40
2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C.bars.csv,2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C,54,,True,,,B136,unanimous-load_universe,54,54,54,54,54,B136|U56,B136|U56,54
2026-09-07_sleeve-f-plateau-width_B.grid.csv,2026-09-07_sleeve-f-plateau-width_B,208,,True,book,,,ambiguous(none),208,208,208,208,208,B136|U56,B136|U56,208
2026-09-07_sleeve-f-plateau-width_B.keeppaths.csv,2026-09-07_sleeve-f-plateau-width_B,57,,True,book,,,ambiguous(none),57,57,57,57,57,B136|U56,B136|U56,57
2026-09-07_sleeve-moves-the-frontier_cloud.grid.csv,2026-09-07_sleeve-moves-the-frontier_cloud,432,,True,book|arm,,,ambiguous(none),432,432,432,432,432,B136|U56,B136|U56,432
2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,2026-09-08_does-any-selector-beat-doing-nothing_B,1224,,True,book|arm|kind,,,ambiguous(none),1224,1224,1224,1224,1224,B136|SMALL439|U56,B136|SMALL439|U56,1224
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C,288,,True,arm,,,ambiguous(none),288,288,288,288,288,B136|U56,B136|U56,288
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.arms.csv,2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,312,,True,book,,,ambiguous(B136|SMALL439|U56),312,312,312,312,312,B136|SMALL439|U56,B136|SMALL439|U56,312
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.cells.csv,2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,288,,True,book,,,ambiguous(B136|SMALL439|U56),288,288,288,288,288,B136|SMALL439|U56,B136|SMALL439|U56,288
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.grid.csv,2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud,1224,,True,book|arm|kind,,,ambiguous(B136|BSTK100),714,1224,1224,1224,1224,B136|SMALL439|U56,B136|BSTK100|SMALL439|U56,1224
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.blend.csv,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,288,,True,book,,,ambiguous(none),288,288,288,288,288,B136|SMALL439|U56,B136|SMALL439|U56,288
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.grid.csv,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,1224,,True,book|arm|kind,,,ambiguous(none),1224,1224,1224,1224,1224,B136|SMALL439|U56,B136|SMALL439|U56,1224
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.grid.csv,2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C,896,,True,book|arm,,,ambiguous(none),896,896,896,896,896,B136|U56,B136|U56,896
2026-09-08_selector-comparison-needs-more-cells_B.grid.csv,2026-09-08_selector-comparison-needs-more-cells_B,816,,True,book|arm|kind,,,ambiguous(none),816,816,816,816,816,B136|SMALL439|U56,B136|SMALL439|U56,816
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud.churn.csv,2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,29198,_,True,src_,,,ambiguous(B136|BSTK100|SMALL439),29198,29198,29198,29198,29198,B136|SMALL439|U56,B136|SMALL439|U56,29198
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud.grid.csv,2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,67108,_,True,src_,,,ambiguous(B136|BSTK100|SMALL439),66979,67108,67108,67108,67108,B136|SMALL439|U56,B136|BSTK100|SMALL439|U56,67108
2026-09-08_the-pool-mean-as-a-leaderboard-column_B.grid.csv,2026-09-08_the-pool-mean-as-a-leaderboard-column_B,1224,,True,book|arm|kind,,,ambiguous(none),1224,1224,1224,1224,1224,B136|SMALL439|U56,B136|SMALL439|U56,1224
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B.census.csv,2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B,25153,,True,file|book|arm|kind,,,ambiguous(none),25153,25153,25153,25153,25153,B136|SMALL439|U56,B136|SMALL439|U56,25153
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud.degeneracy.csv,2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,1104,,True,arm|book,,,ambiguous(B136|SMALL439|U56),1104,1104,1104,1104,1104,B136|SMALL439|U56,B136|SMALL439|U56,1104
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud.grid.csv,2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,1131,,True,arm|book,,,ambiguous(B136|SMALL439|U56),1131,1131,1131,1131,1131,B136|SMALL439|U56,B136|SMALL439|U56,1131
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud.ladder.csv,2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,171,,True,arm|book,,,ambiguous(B136|SMALL439|U56),171,171,171,171,171,B136|SMALL439|U56,B136|SMALL439|U56,171
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.grid.csv,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B,3195,,True,book,,,ambiguous(none),3195,3195,3195,3195,3195,B136|SMALL439|U56,B136|SMALL439|U56,3195
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.grid.csv,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud,4608,,True,book,,,ambiguous(B136|SMALL439|U56),4608,4608,4608,4608,4608,B136|SMALL439|U56,B136|SMALL439|U56,4608
2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud.census.csv,2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud,34382,,True,file,,,ambiguous(none),34382,34382,34382,34382,34382,B136|SMALL439|U56,B136|SMALL439|U56,34382
2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C.grid.csv,2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C,2592,,True,book,,,ambiguous(B136|SMALL439|U56),2592,2592,2592,2592,2592,B136|SMALL439|U56,B136|SMALL439|U56,2592
2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.grid.csv,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud,528,,True,,,,ambiguous(none),528,528,528,528,528,B136|SMALL439|U56,B136|SMALL439|U56,528
2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B.grid.csv,2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B,2880,,True,book,,U56,unanimous-load_universe,2880,2880,2880,2880,2880,B136|U56,B136|U56,2880
2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B.livebook.csv,2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B,40,,True,,,U56,unanimous-load_universe,40,40,40,40,40,B136|U56,B136|U56,40
2026-09-10_is-FLIP1-already-dead-at-10-bps_C.grid.csv,2026-09-10_is-FLIP1-already-dead-at-10-bps_C,1269,,True,,,,ambiguous(B136|SMALL439|U56),1269,1269,1269,1269,1269,B136|SMALL439|U56,B136|SMALL439|U56,1269
2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud.grid.csv,2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud,1386,,True,,,,ambiguous(B136|SMALL439|U56),1386,1386,1386,1386,1386,B136|SMALL439|U56,B136|SMALL439|U56,1386
2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud.grid.csv,2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud,264,,True,arm,,,ambiguous(B136|SMALL439|U56),264,264,264,264,264,B136|SMALL439|U56,B136|SMALL439|U56,264
2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud.rescore.csv,2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud,360,,True,book|arm,,,ambiguous(B136|SMALL439|U56),360,360,360,360,360,B136|SMALL439|U56,B136|SMALL439|U56,360
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.grid.csv,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C,6000,,True,,,,ambiguous(B136|SMALL439|U56),6000,6000,6000,6000,6000,B136|SMALL439|U56,B136|SMALL439|U56,6000
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.gross.csv,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C,340,,True,book,,,ambiguous(B136|SMALL439|U56),340,340,340,340,340,B136|U56,B136|U56,340
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.grid.csv,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B,4224,,True,book,,,ambiguous(none),4224,4224,4224,4224,4224,B136|U56,B136|U56,4224
2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud.grid.csv,2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud,312,,True,book,,SMALL439,unanimous-load_universe,312,312,312,312,312,B136|SMALL439|U56,B136|SMALL439|U56,312
2026-09-10_is-the-INTERCEPT-of-the-width-law-a-DEFENSIVE-SLEEVE-statistic_C.grid.csv,2026-09-10_is-the-INTERCEPT-of-the-width-law-a-DEFENSIVE-SLEEVE-statistic_C,21120,,True,book,,,ambiguous(B136|U56),21120,21120,21120,21120,21120,B136|U56,B136|U56,21120
2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C.grid.csv,2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C,2160,,True,book,,,ambiguous(B136|SMALL439|U56),2160,2160,2160,2160,2160,B136|SMALL439|U56,B136|SMALL439|U56,2160
2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud.corpus.csv,2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud,100,,True,book,,,ambiguous(B136|U56),100,100,100,100,100,B136|U56,B136|U56,100
2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud.grid.csv,2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud,5280,,True,book,,,ambiguous(B136|SMALL439|U56),5280,5280,5280,5280,5280,B136|SMALL439|U56,B136|SMALL439|U56,5280
2026-09-10_publish-step_delta-beside-every-adopted-constant_B.grid.csv,2026-09-10_publish-step_delta-beside-every-adopted-constant_B,900,,True,book,,,ambiguous(B136|SMALL439|U56),900,900,900,900,900,B136|SMALL439|U56,B136|SMALL439|U56,900
2026-09-10_publish-step_delta-beside-every-adopted-constant_cloud.grid.csv,2026-09-10_publish-step_delta-beside-every-adopted-constant_cloud,1551,,True,,,,ambiguous(B136|SMALL439|U56),1551,1551,1551,1551,1551,B136|SMALL439|U56,B136|SMALL439|U56,1551
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud.cells.csv,2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud,105504,,False,file,,,ambiguous(B136|SMALL439|U56),0,0,201,201,201,,B136|SMALL439,201
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud.grid.csv,2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud,351,,True,,,,ambiguous(B136|SMALL439|U56),351,351,351,351,351,B136|SMALL439|U56,B136|SMALL439|U56,351
2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C.grid.csv,2026-09-10_re-cut-the-record-s-WINDOW-WIDTH-claims-as-width-per-point_C,762,,True,,,,ambiguous(B136|SMALL439|U56),762,762,762,762,762,B136|SMALL439|U56,B136|SMALL439|U56,762
2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B.grid.csv,2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B,126,,True,,,,ambiguous(B136|SMALL439|U56),126,126,126,126,126,B136|SMALL439|U56,B136|SMALL439|U56,126
2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B.null.csv,2026-09-10_state-the-UNIT-on-every-binding-bar-claim-in-the-record_B,450,,True,,,,ambiguous(B136|SMALL439|U56),450,450,450,450,450,B136|SMALL439|U56,B136|SMALL439|U56,450
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.grid.csv,2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B,2156,,True,book,,,ambiguous(B136|SMALL439|U56),2156,2156,2156,2156,2156,B136|SMALL439|U56,B136|SMALL439|U56,2156
2026-09-10_why-does-a-0.83x-per-year-book-still-pay-to-SMOOTH_C.grid.csv,2026-09-10_why-does-a-0,288,,True,book,,,no-parent-script,288,288,288,288,288,B136|SMALL439|U56,B136|SMALL439|U56,288
