panel,gross,denom,cost,nD,nW,M,naive_overlap,naive_decisive,D_lo,D_hi,W_lo,W_hi,boot_lo,boot_hi,boot_sd,boot_decisive,boot_p_ge0,M_in_D_books
U56,0.5,DEN_FULL,0.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,2.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,5.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,7.5,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,10.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,15.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,25.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_FULL,50.0,12,36,0.0,True,False,2.7755575615628914e-17,0.24249400665524085,0.0,0.09641862859446367,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,0.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,2.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,5.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,7.5,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,10.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,15.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,25.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_CANON,50.0,6,6,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,2.7755575615628914e-17,0.3903342879021653,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,0.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,2.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,5.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,7.5,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,10.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,15.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,25.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.5,DEN_PHASE,50.0,6,30,0.0,True,False,2.7755575615628914e-17,0.3903342879021653,0.0,0.11351339317396876,0.0,0.0,0.0,False,1.0,0.0
U56,0.75,DEN_FULL,0.0,12,36,0.0,True,False,0.5519691377470266,0.9530348578161463,0.6810920568872054,0.9212955240498188,0.0,0.0,0.0,False,1.0,0.0
U56,0.75,DEN_FULL,2.0,12,36,0.0,True,False,0.5519691377470266,0.9530348578161463,0.6810920568872054,0.9212955240498188,0.0,0.0,0.0,False,1.0,0.0
U56,0.75,DEN_FULL,5.0,12,36,0.0,True,False,0.5519691377470266,0.9530348578161463,0.6810920568872054,0.9212955240498188,0.0,0.0,0.0,False,1.0,0.0
U56,0.75,DEN_FULL,7.5,12,36,0.16666666666666674,True,False,0.39062208887279953,0.8618799089087867,0.6810920568872054,0.9212955240498188,0.0,0.5,0.15359612008861215,False,0.331,2.000000000000001
U56,0.75,DEN_FULL,10.0,12,36,0.5,False,True,0.13812009109121315,0.6093779111272004,0.6810920568872054,0.9212955240498188,0.16666666666666663,0.8333333333333334,0.20804799535942525,True,0.018,6.0
U56,0.75,DEN_FULL,15.0,12,36,0.8333333333333334,False,True,2.7755575615628914e-17,0.24249400665524085,0.6810920568872054,0.9212955240498188,0.5,1.0,0.15279036183462946,True,0.0,10.0
