panel,instrument,era,sleeve_gain,instr_ret
B136,IEF,2009-2021,0.016043222461570025,0.03546460630247932
B136,IEF,2022-2026,-0.00860576493154459,-0.014314930031511209
B136,SHY,2009-2021,0.004288636811745909,0.010690622554162216
B136,SHY,2022-2026,0.00793630494851003,0.01916310296775141
B136,TLT,2009-2021,0.024294342376018387,0.05839172942207635
B136,TLT,2022-2026,-0.041836674651383784,-0.07237839563836101
U56,IEF,2009-2021,0.017225882391687174,0.035463120102697816
U56,IEF,2022-2026,-0.00969745492134071,-0.01431648737325215
U56,SHY,2009-2021,0.0045008808701221086,0.010692124532973243
U56,SHY,2022-2026,0.007059800049384712,0.019156543712298912
U56,TLT,2009-2021,0.02631265480570496,0.05838721400607621
U56,TLT,2022-2026,-0.042997950668091624,-0.07237692135903673
