panel,conv,book,gross,sweep,turnover_yr,mean_idle,max_idle,mean_gross,max_gross,mean_names,risk_names,risk_w_sum,risk_ret,max_name_w,sweep_ret_share,fi_risk_w
U56,INCL,CAP2,0.75,ZERO,2.721599915406836,0.0,0.0,0.6718219548123145,0.7627060606266289,38.43685393258427,38.450337078651685,2990.9199999999996,2.009918355639562,0.027383030999553404,0.0,0.06496245870906202
U56,INCL,CAP2,0.75,SHY,3.506382942083226,0.3281873823977994,0.9,1.0,1.0000000000000007,38.55662921348315,38.450337078651685,2990.9199999999996,2.009716332493068,0.901484086314871,0.03170283986218577,0.06496245870906202
U56,INCL,CAP2,0.75,IEF,3.522654558885119,0.32819417814584695,0.900629654627569,1.0,1.0000000000000007,38.799101123595506,38.450337078651685,2990.9199999999996,2.009432297541932,0.9019441793973272,0.053159194187021884,0.06496245870906202
U56,INCL,CAP2,0.75,TLT,3.5733283258057287,0.32814992897882805,0.9009840725876478,1.0,1.0000000000000007,38.9008988764045,38.450337078651685,2990.9199999999996,2.0100257960108827,0.9035550760990012,0.023434142814660004,0.06496245870906202
U56,INCL,CAP2,0.75,LQD,3.507970883577788,0.3281949963391315,0.901212766317637,1.0,1.0000000000000007,38.641573033707864,38.450337078651685,2990.9199999999996,2.0086131905854794,0.901212766317637,0.12243883694474422,0.06496245870906202
U56,INCL,CAP2,0.75,TIP,3.5058654572332917,0.32817777440186485,0.9007181304819808,1.0,1.0000000000000009,38.63123595505618,38.450337078651685,2990.9199999999996,2.0081733688900574,0.9007181304819808,0.0842085307252602,0.06496245870906202
U56,INCL,CAP2,1.0,ZERO,2.5567294092853308,0.0,0.0,0.7676250882383753,1.0000000000000004,38.43685393258427,38.450337078651685,3416.5,2.22959190737105,0.029181664744433993,0.0,0.07299987867370925
U56,INCL,CAP2,1.0,SHY,3.9918738682526245,0.23238170800892702,0.9,1.0,1.0000000000000007,38.545842696629215,38.450337078651685,3416.5,2.2293978762238265,0.901484086314871,0.017466793986921414,0.07299987867370925
U56,INCL,CAP2,1.0,IEF,3.9747845855850272,0.2323957343732248,0.900629654627569,1.0,1.0000000000000007,38.799101123595506,38.450337078651685,3416.5,2.22921913244008,0.9019441793973272,0.03832069022138516,0.07299987867370925
U56,INCL,CAP2,1.0,TLT,3.9899229272333416,0.23236253779167199,0.9009840725876478,1.0,1.0000000000000007,38.8885393258427,38.450337078651685,3416.5,2.2297593214587534,0.9035550760990012,0.00571223781944399,0.07299987867370925
