panel,book,cost,instr,regime,arm,kind,armed_frac,mu,ann,ann_on,ann_off,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_ann_on,OOS_ann_on,IS_ann_off,OOS_ann_off,turnover,gross,gross_on,gross_off,pass4a,pass4b
u56,V1u,0.0,g200-dg,spy200,cond,gate,0.17053390403243973,,8.76126830108443,-9.867736616292154,12.591294570083363,0.0861838245044777,0.8832561151845317,-0.1307401357361493,0.9003026902104231,0.8729189976864763,0.09702775412906406,0.9415799229743067,-0.1307401357361494,0.8071674854597787,-8.391247868644719,-11.178534606722291,10.921260028118754,13.9488657314736,22.970269698353647,0.7272888612311091,0.6226198931038587,0.7488082552757394,False,False
u56,V1u,0.0,g200-dg,spy200,always,gate,0.17053390403243973,,8.752967015913276,-9.826065428874779,12.572719205132332,0.08609544455741291,0.8825637224567405,-0.1307401357361494,0.8994904450433734,0.8722993662427426,0.09693565004699356,0.9410289064636614,-0.13074013573614918,0.8062875705798913,-8.437940534509652,-11.058415709159034,10.921871016254457,13.914693779153684,22.850251154903994,0.7256651680361145,0.6206259864117514,0.7472606760452515,False,False
u56,V1u,0.0,g200-dg,spy200,control,gate,0.17053390403243973,,8.933956444919225,-9.138609095379067,12.64958167957588,0.08800300956211826,0.8958622374309209,-0.13860912345892007,0.9180916594905577,0.8813522002258848,0.09847074271706058,0.9489017887754472,-0.13860912345891985,0.8269702704333995,-7.361531078995394,-10.716264391719681,10.95976322664783,14.023235183162397,23.235642189545842,0.7498934888027835,0.7490489978795707,0.7500671117329496,False,False
u56,V1u,0.0,g200-dg,spy200,matchedF,gate,0.17053390403243973,1.0252773560084214,9.159037658939283,-9.375598097161868,12.969662120473386,0.0901753340203657,0.8957725779278295,-0.1419063849354656,0.9181260042884389,0.8811527923957633,0.10090366793330219,0.948730671733201,-0.14190638493546692,0.8269915410467591,-7.550184046308919,-10.996165184702141,11.238019441508431,14.377314539464589,23.82242371217299,0.7688330578221316,0.7679945153628513,0.7690054577791318,False,False
u56,V1u,0.0,g200-dg,spy200,matchedON,gate,0.17053390403243973,0.8777228854009912,7.844629213575498,-7.9964900375417685,11.101480727181086,0.07745218870799886,0.8962920840996029,-0.122518259066001,0.917922867129711,0.8823119533918854,0.08665477642894359,0.9497246390531444,-0.12251825906600011,0.8268647776758072,-6.4507902751410535,-9.368732220620709,9.614591803858831,12.310172806159445,20.39885861727644,0.658264798091808,0.6574103929551958,0.658440459332551,False,False
u56,V1u,0.0,g200-dg,spy200,matchedFA,gate,0.17053390403243973,1.0229883949715164,9.138657198377022,-9.354125245779606,12.940676837221826,0.08997874834447317,0.8957807082937904,-0.1416082139926922,0.9181229019649,0.8811708638366863,0.10068349788309572,0.9487461814731206,-0.1416082139926932,0.826989622479283,-7.533095368075962,-10.970800149676109,11.212819732775573,14.345251962500388,23.76927957337238,0.7671180366004624,0.7662789005391795,0.7672905585989389,False,False
u56,V1u,0.0,g200-dg,spy200,matchedONA,gate,0.17053390403243973,0.8749120251082172,7.819578113906167,-7.970318698392849,11.065898561193064,0.0772088451288806,0.8963018901611428,-0.12214561742225938,0.9179189352640932,0.8823339217729197,0.08638226819922723,0.9497434593898869,-0.12214561742225982,0.8268623019567467,-6.4298903970053845,-9.337880980921366,9.583686396789885,12.270788902615834,20.333672241908342,0.6561582725816294,0.6553040075222197,0.6563339050232299,False,False
u56,V1u,0.0,g200-dg,breadth20,cond,gate,0.08650596981302094,,8.825651618123299,-11.652087000144418,10.764850540297111,0.08687484433761239,0.8890563011656469,-0.13074013573614907,0.9122128502185599,0.8733229385748128,0.09706339850462475,0.9419636215540174,-0.13074013573614907,0.820369515276338,-26.419672174698427,-8.80863892305638,8.719720361946443,12.650053477212772,22.97247163541278,0.7305310893622218,0.5461196284412945,0.7479944681522678,False,False
u56,V1u,0.0,g200-dg,breadth20,always,gate,0.08650596981302094,,8.752967015913276,-11.705292203561202,10.690321279853649,0.08609544455741291,0.8825637224567405,-0.1307401357361494,0.8994904450433734,0.8722993662427426,0.09693565004699356,0.9410289064636614,-0.13074013573614918,0.8062875705798913,-26.68777844966483,-8.82046565928038,8.577246520015368,12.638155596387039,22.850251154903994,0.7256651680361145,0.5418117195386708,0.7430757042193495,False,False
u56,V1u,0.0,g200-dg,breadth20,control,gate,0.08650596981302094,,8.933956444919225,-11.277548370465034,10.847943584033294,0.08800300956211826,0.8958622374309209,-0.13860912345892007,0.9180916594905577,0.8813522002258848,0.09847074271706058,0.9489017887754472,-0.13860912345891985,0.8269702704333995,-23.35366520338871,-8.952333328100845,8.700149750993987,12.827781975152467,23.235642189545842,0.7498934888027835,0.7492842668815772,0.7499511808416843,False,False
u56,V1u,0.0,g200-dg,breadth20,matchedF,gate,0.08650596981302094,1.0298480063552675,9.199732939099864,-11.625353233289063,11.171824946546806,0.09056780504901174,0.8957563362514701,-0.14250153625376127,0.918132194475317,0.881116698389647,0.10134322432705245,0.948699692909274,-0.14250153625376116,0.8269953675785617,-24.069058861257503,-9.229360224177128,8.961088449278162,13.209683945213873,23.928546943009657,0.7722576346296305,0.7716782933059138,0.7723124970385844,False,False
u56,V1u,0.0,g200-dg,breadth20,matchedON,gate,0.08650596981302094,0.7697323192940174,6.881864584125864,-8.616646197131391,8.349541067480436,0.06807816216111018,0.8966664169913581,-0.10811234889954069,0.9177701350833042,0.8831529556232376,0.0761579156735388,0.9504446637379885,-0.10811234889954113,0.8267680219954254,-17.871195833247384,-6.83471427961837,6.689581716104105,9.879693171000325,17.894656144689055,0.5773275072685925,0.5765817798563613,0.5773981260913538,False,False
u56,V1u,0.0,g200-dg,breadth20,matchedFA,gate,0.08650596981302094,1.0229883949715164,9.138657198377022,-11.545362217370759,11.097390479671017,0.08997874834447317,0.8957807082937904,-0.1416082139926922,0.9181229019649,0.8811708638366863,0.10068349788309572,0.9487461814731206,-0.1416082139926932,0.826989622479283,-23.9045514603364,-9.165642549470537,8.90111342844128,13.121920747273785,23.76927957337238,0.7671180366004624,0.766531580287305,0.7671735727840017,False,False
u56,V1u,0.0,g200-dg,breadth20,matchedONA,gate,0.08650596981302094,0.7636565973295812,6.82767804112384,-8.546967305828158,8.283624727493645,0.06754926892149671,0.896687331270422,-0.10729638121657958,0.9177614399472792,0.8832000896504728,0.07556571475156981,0.9504849893424578,-0.1072963812165807,0.826762478140512,-17.727407647489176,-6.779304879794047,6.636591249969953,9.801861748244159,17.75377505138393,0.5727734392573937,0.5720263605539289,0.5728441860446022,False,False
u56,V1u,0.0,g200-dg,hivol80,cond,gate,0.10858301419238567,,8.846312493570398,12.15168574643048,8.443686790290501,0.08708538491155804,0.8899798584942225,-0.1314804923656273,0.9133517867652596,0.8741324412947566,0.09728569149233746,0.9425818066680145,-0.1314804923656272,0.8217016102699987,16.020061195868244,11.527152842545346,7.364292656586077,9.48187450441374,23.1433887235832,0.7364078777487267,0.6366061809267572,0.7485646677078347,False,False
u56,V1u,0.0,g200-dg,hivol80,always,gate,0.10858301419238567,,8.752967015913276,12.368694650123842,8.312537215637944,0.08609544455741291,0.8825637224567405,-0.1307401357361494,0.8994904450433734,0.8722993662427426,0.09693565004699356,0.9410289064636614,-0.13074013573614918,0.8062875705798913,14.159593912365034,12.079561516219844,7.257427538877431,9.327367544301998,22.850251154903994,0.7256651680361145,0.6297587309184901,0.7373474785467778,False,False
