label,kind,nbin,skill_IS,skill_OOF,brier_OOF,outcome,folds,tag,outcome_IS,outcome_OOS,is_amplitude,skill_OOS
IQR/q4,amplitude,4.0,0.18115557432630625,0.10318302663170431,0.26647960907055485,sign_holds,panel,full/panel-folds,,,,
IQR/e2,amplitude,2.0,0.052484472049689535,0.04657227161913158,0.2833008917992707,sign_holds,panel,full/panel-folds,,,,
IQR/e3,amplitude,2.0,0.052484472049689535,0.04657227161913158,0.2833008917992707,sign_holds,panel,full/panel-folds,,,,
IQR/e4,amplitude,3.0,0.08674843674843669,0.05850707420778389,0.2797545923618132,sign_holds,panel,full/panel-folds,,,,
SDDIFF/q2,amplitude,2.0,0.011326670585929843,0.009184900216398284,0.29441015089163236,sign_holds,panel,full/panel-folds,,,,
SDDIFF/q3,amplitude,3.0,0.02139917695473237,0.01149314739120011,0.2937242798353909,sign_holds,panel,full/panel-folds,,,,
SDDIFF/q4,amplitude,4.0,0.02452866080689009,0.025141818331850918,0.28966872267645694,sign_holds,panel,full/panel-folds,,,,
SDDIFF/e2,amplitude,2.0,0.0179028132992326,0.016168166245383975,0.292335147789884,sign_holds,panel,full/panel-folds,,,,
SDDIFF/e3,amplitude,3.0,0.12433725047762167,0.0926635980816306,0.26960534519165086,sign_holds,panel,full/panel-folds,,,,
SDDIFF/e4,amplitude,4.0,0.1370144259033148,0.0816729274381871,0.27287110588024266,sign_holds,panel,full/panel-folds,,,,
MAD/q2,amplitude,2.0,0.042680776014109356,0.04963780301003984,0.28239000180621604,sign_holds,panel,full/panel-folds,,,,
MAD/q3,amplitude,3.0,0.0163439121683141,-0.03058508974090679,0.30622737970339164,sign_holds,panel,full/panel-folds,,,,
MAD/q4,amplitude,4.0,0.09951009210268491,0.09403006231305266,0.26919931490340754,sign_holds,panel,full/panel-folds,,,,
MAD/e2,amplitude,2.0,0.015906627891564606,0.01630723007014423,0.29229382645592356,sign_holds,panel,full/panel-folds,,,,
MAD/e3,amplitude,3.0,0.05102305102305105,0.034452839852547545,0.2869020518299365,sign_holds,panel,full/panel-folds,,,,
MAD/e4,amplitude,4.0,0.09975702905675965,0.06609337435419349,0.27750040409671567,sign_holds,panel,full/panel-folds,,,,
LEVEL (name/market),record,2.0,0.00235849056603743,-0.0063194615264206,0.018454218106995886,pass4a,family,full/family-folds,,,,
SHAPE (nameRS/nameDG/mktDG),record,3.0,0.022012578616352196,-0.00047556221442057733,0.018347050754458166,pass4a,family,full/family-folds,,,,
SD/q2,amplitude,2.0,0.002096436058700024,-0.00511393512416447,0.01843211076632374,pass4a,family,full/family-folds,,,,
SD/q3,amplitude,3.0,0.022012578616352196,-0.00047556221442057733,0.018347050754458166,pass4a,family,full/family-folds,,,,
SD/q4,amplitude,4.0,0.010482180293501009,-0.012780373151163094,0.018572700434776938,pass4a,family,full/family-folds,,,,
SD/e2,amplitude,2.0,0.00235849056603743,-0.0063194615264206,0.018454218106995886,pass4a,family,full/family-folds,,,,
SD/e3,amplitude,3.0,0.010335039129132362,-0.0114350255385951,0.018548029006645757,pass4a,family,full/family-folds,,,,
SD/e4,amplitude,4.0,0.03183962264150941,-0.0219944201034199,0.01874167066600662,pass4a,family,full/family-folds,,,,
IQR/q2,amplitude,2.0,0.008385744234800985,-0.0036058636337452654,0.01840445525406432,pass4a,family,full/family-folds,,,,
IQR/q3,amplitude,3.0,0.009433962264151052,-0.00977164382601936,0.018517525364320785,pass4a,family,full/family-folds,,,,
IQR/q4,amplitude,4.0,0.03677101200686117,0.021528327123399138,0.017943536176268062,pass4a,family,full/family-folds,,,,
IQR/e2,amplitude,2.0,0.003281378178835226,0.0019200178709875004,0.018303119816938742,pass4a,family,full/family-folds,,,,
IQR/e3,amplitude,2.0,0.003281378178835226,0.0019200178709875004,0.018303119816938742,pass4a,family,full/family-folds,,,,
IQR/e4,amplitude,3.0,0.004288164665523286,0.0029475640109332124,0.018284276337003656,pass4a,family,full/family-folds,,,,
SDDIFF/q2,amplitude,2.0,0.0,-0.007276468298524907,0.018471768012744003,pass4a,family,full/family-folds,,,,
SDDIFF/q3,amplitude,3.0,0.022012578616352196,-0.00047556221442057733,0.018347050754458166,pass4a,family,full/family-folds,,,,
SDDIFF/q4,amplitude,4.0,0.019103773584905448,-0.005247440897253819,0.018434559039212546,pass4a,family,full/family-folds,,,,
SDDIFF/e2,amplitude,2.0,0.005105438401775797,0.0029918253885325985,0.01828346465726659,pass4a,family,full/family-folds,,,,
SDDIFF/e3,amplitude,3.0,0.0035699556655323095,-0.00743314421779262,0.0184746411874135,pass4a,family,full/family-folds,,,,
SDDIFF/e4,amplitude,4.0,0.005140299951620686,-0.008435385958794894,0.01849302062693695,pass4a,family,full/family-folds,,,,
MAD/q2,amplitude,2.0,0.008385744234800985,0.0035653147302807664,0.018272947820616524,pass4a,family,full/family-folds,,,,
MAD/q3,amplitude,3.0,0.022365519729381167,0.008455110069123029,0.018183277141342675,pass4a,family,full/family-folds,,,,
MAD/q4,amplitude,4.0,0.03563941299790352,0.021720199940079676,0.017940017549288062,pass4a,family,full/family-folds,,,,
MAD/e2,amplitude,2.0,0.0003717361106104766,-0.00778187084111992,0.018481036251220415,pass4a,family,full/family-folds,,,,
MAD/e3,amplitude,3.0,0.0038640604678338297,-0.01076800945569012,0.018535797045777055,pass4a,family,full/family-folds,,,,
MAD/e4,amplitude,4.0,0.00501019985916229,-0.04045981121562936,0.019080295096959004,pass4a,family,full/family-folds,,,,
LEVEL (name/market),record,2.0,0.0005839416058391889,-0.0021728908978062567,0.1311085390946502,pass4b,family,full/family-folds,,,,
SHAPE (nameRS/nameDG/mktDG),record,3.0,0.0005839416058391889,-0.007907082688132228,0.13185871056241427,pass4b,family,full/family-folds,,,,
SD/q2,amplitude,2.0,0.004671532846715398,0.0034494671002434085,0.13037299820137074,pass4b,family,full/family-folds,,,,
SD/q3,amplitude,3.0,0.0005839416058391889,-0.007907082688132228,0.13185871056241427,pass4b,family,full/family-folds,,,,
SD/q4,amplitude,4.0,0.02948905109489064,-0.006338968896524078,0.1316535632168622,pass4b,family,full/family-folds,,,,
SD/e2,amplitude,2.0,0.0005839416058391889,-0.0021728908978062567,0.1311085390946502,pass4b,family,full/family-folds,,,,
SD/e3,amplitude,3.0,0.00139873962914272,-0.010494904740346866,0.1321972604990413,pass4b,family,full/family-folds,,,,
SD/e4,amplitude,4.0,0.057393117831073925,0.04365854143304848,0.12511267531496786,pass4b,family,full/family-folds,,,,
IQR/q2,amplitude,2.0,0.014306569343065623,0.003968409178366938,0.13030510798167366,pass4b,family,full/family-folds,,,,
IQR/q3,amplitude,3.0,0.019416058394160496,-0.0024965147360609397,0.1311508769477643,pass4b,family,full/family-folds,,,,
IQR/q4,amplitude,4.0,0.029485967922054934,0.02133403143198076,0.12803326308862215,pass4b,family,full/family-folds,,,,
IQR/e2,amplitude,2.0,0.01691209139955574,0.011144332674100754,0.12936632301280687,pass4b,family,full/family-folds,,,,
IQR/e3,amplitude,2.0,0.01691209139955574,0.011144332674100754,0.12936632301280687,pass4b,family,full/family-folds,,,,
IQR/e4,amplitude,3.0,0.01934638354346374,0.008407238609498657,0.12972440135181795,pass4b,family,full/family-folds,,,,
SDDIFF/q2,amplitude,2.0,0.00029197080291976096,-0.002931371446597053,0.13120776676044205,pass4b,family,full/family-folds,,,,
SDDIFF/q3,amplitude,3.0,0.0005839416058391889,-0.007907082688132228,0.13185871056241427,pass4b,family,full/family-folds,,,,
SDDIFF/q4,amplitude,4.0,0.015596937867188632,-0.023825519933482253,0.13394122852998572,pass4b,family,full/family-folds,,,,
SDDIFF/e2,amplitude,2.0,0.009408927137976697,-0.0015729139548694704,0.13103004754773911,pass4b,family,full/family-folds,,,,
SDDIFF/e3,amplitude,3.0,0.042183212442620355,0.0375804328450966,0.12590783944748707,pass4b,family,full/family-folds,,,,
SDDIFF/e4,amplitude,4.0,0.0372278816074435,0.026224987230783814,0.1273934073557624,pass4b,family,full/family-folds,,,,
MAD/q2,amplitude,2.0,0.0026277372262775156,-0.0004528488374189177,0.13088351584390479,pass4b,family,full/family-folds,,,,
MAD/q3,amplitude,3.0,0.002184586480047046,-0.004685165164803884,0.13143720554725805,pass4b,family,full/family-folds,,,,
MAD/q4,amplitude,4.0,0.022481751824817486,-0.025335473082022553,0.13413876705173633,pass4b,family,full/family-folds,,,,
MAD/e2,amplitude,2.0,0.007608498114331952,-0.00558589038750501,0.131555042268992,pass4b,family,full/family-folds,,,,
MAD/e3,amplitude,3.0,0.03280194258296454,0.024660089892268533,0.12759813391117944,pass4b,family,full/family-folds,,,,
MAD/e4,amplitude,4.0,0.018380146210080772,-0.01925611563137042,0.13334343953766326,pass4b,family,full/family-folds,,,,
LEVEL (name/market),record,2.0,0.017636684303350858,0.0038750659210029514,0.24755658436213995,sign_holds,family,full/family-folds,,,,
SHAPE (nameRS/nameDG/mktDG),record,3.0,0.02139917695473237,-0.01716861234005962,0.25278635116598075,sign_holds,family,full/family-folds,,,,
SD/q2,amplitude,2.0,0.059611992945326486,0.015654340014480184,0.24462920370828373,sign_holds,family,full/family-folds,,,,
SD/q3,amplitude,3.0,0.02139917695473237,-0.01716861234005962,0.25278635116598075,sign_holds,family,full/family-folds,,,,
SD/q4,amplitude,4.0,0.13337252596511862,0.05658650914970953,0.2344567568243799,sign_holds,family,full/family-folds,,,,
SD/e2,amplitude,2.0,0.017636684303350858,0.0038750659210029514,0.24755658436213995,sign_holds,family,full/family-folds,,,,
SD/e3,amplitude,3.0,0.03639953601766355,-0.04364456058642241,0.25936614361107035,sign_holds,family,full/family-folds,,,,
SD/e4,amplitude,4.0,0.1822650541698161,0.08852230360418356,0.22652008550578606,sign_holds,family,full/family-folds,,,,
IQR/q2,amplitude,2.0,0.03766411914560064,-0.023491471375713058,0.2543577056544786,sign_holds,family,full/family-folds,,,,
IQR/q3,amplitude,3.0,0.08912404467960022,0.04836119745327694,0.23650090811426352,sign_holds,family,full/family-folds,,,,
IQR/q4,amplitude,4.0,0.18115557432630625,0.14506845111080524,0.21246725874011566,sign_holds,family,full/family-folds,,,,
IQR/e2,amplitude,2.0,0.052484472049689535,0.012125380645726103,0.2455062193293105,sign_holds,family,full/family-folds,,,,
IQR/e3,amplitude,2.0,0.052484472049689535,0.012125380645726103,0.2455062193293105,sign_holds,family,full/family-folds,,,,
IQR/e4,amplitude,3.0,0.08674843674843669,0.05175587319251185,0.23565726460904496,sign_holds,family,full/family-folds,,,,
SDDIFF/q2,amplitude,2.0,0.011326670585929843,-0.009301981166834228,0.2508313390213636,sign_holds,family,full/family-folds,,,,
SDDIFF/q3,amplitude,3.0,0.02139917695473237,-0.01716861234005962,0.25278635116598075,sign_holds,family,full/family-folds,,,,
SDDIFF/q4,amplitude,4.0,0.02452866080689009,-0.06419746799418524,0.264473944231764,sign_holds,family,full/family-folds,,,,
SDDIFF/e2,amplitude,2.0,0.0179028132992326,-0.023332287780069016,0.25431814540869424,sign_holds,family,full/family-folds,,,,
SDDIFF/e3,amplitude,3.0,0.12433725047762167,0.06337015994643447,0.23277088654517097,sign_holds,family,full/family-folds,,,,
SDDIFF/e4,amplitude,4.0,0.1370144259033148,0.08674679345793768,0.2269613346024281,sign_holds,family,full/family-folds,,,,
MAD/q2,amplitude,2.0,0.042680776014109356,0.010870549725621625,0.24581806942552384,sign_holds,family,full/family-folds,,,,
MAD/q3,amplitude,3.0,0.0163439121683141,-0.03249616878148531,0.2565955495801993,sign_holds,family,full/family-folds,,,,
MAD/q4,amplitude,4.0,0.09951009210268491,0.021599989125534957,0.2431515932847384,sign_holds,family,full/family-folds,,,,
MAD/e2,amplitude,2.0,0.015906627891564606,-0.019657969638366968,0.2534050052814866,sign_holds,family,full/family-folds,,,,
MAD/e3,amplitude,3.0,0.05102305102305105,0.002010207207419623,0.24802003833027048,sign_holds,family,full/family-folds,,,,
MAD/e4,amplitude,4.0,0.09975702905675965,0.021607591931308456,0.24314970383838036,sign_holds,family,full/family-folds,,,,
LEVEL (name/market),,,0.007042253521127195,,,,,,pass4a_is,pass4a_oos,False,0.01291560102301792
SHAPE,,,-0.022132796780683917,,,,,,pass4a_is,pass4a_oos,False,0.014833759590792694
SD/q2,,,-0.023444634816626397,,,,,,pass4a_is,pass4a_oos,True,0.03910134857800984
SD/q3,,,-0.019770170531883346,,,,,,pass4a_is,pass4a_oos,True,-0.033269539699937845
SD/q4,,,-0.06823706514937977,,,,,,pass4a_is,pass4a_oos,True,-0.045640643502875555
SD/e2,,,0.003339048315255,,,,,,pass4a_is,pass4a_oos,True,-0.014506192976385446
SD/e3,,,-0.027811376174449398,,,,,,pass4a_is,pass4a_oos,True,0.046740283897606205
SD/e4,,,-0.023878736994762617,,,,,,pass4a_is,pass4a_oos,True,0.028970171757251806
IQR/q2,,,-0.005523885501326875,,,,,,pass4a_is,pass4a_oos,True,0.005120821916955842
IQR/q3,,,-0.01367170399388784,,,,,,pass4a_is,pass4a_oos,True,0.055439038708186006
IQR/q4,,,-0.010438360004000335,,,,,,pass4a_is,pass4a_oos,True,0.007354093566527609
IQR/e2,,,0.0004504851408336785,,,,,,pass4a_is,pass4a_oos,True,0.007174195459425992
IQR/e3,,,0.0004504851408336785,,,,,,pass4a_is,pass4a_oos,True,0.007174195459425992
IQR/e4,,,-0.03876890388715837,,,,,,pass4a_is,pass4a_oos,True,-0.006769601439327033
SDDIFF/q2,,,-0.0033534540576787286,,,,,,pass4a_is,pass4a_oos,True,0.001534526854219731
SDDIFF/q3,,,-0.02043074933533129,,,,,,pass4a_is,pass4a_oos,True,0.012981277612055697
SDDIFF/q4,,,0.007620163369196575,,,,,,pass4a_is,pass4a_oos,True,-0.03415507658134098
SDDIFF/e2,,,0.002534980061350889,,,,,,pass4a_is,pass4a_oos,True,-0.009719110175675949
SDDIFF/e3,,,0.005876365459191568,,,,,,pass4a_is,pass4a_oos,True,-0.013916685654800531
SDDIFF/e4,,,0.008134554831586982,,,,,,pass4a_is,pass4a_oos,True,0.06045241266234247
MAD/q2,,,-0.014584628167221503,,,,,,pass4a_is,pass4a_oos,True,0.010781870749759448
MAD/q3,,,-0.04193497716018735,,,,,,pass4a_is,pass4a_oos,True,0.026967203456380262
MAD/q4,,,-0.00370655509549378,,,,,,pass4a_is,pass4a_oos,True,-0.006955283580878602
MAD/e2,,,0.0017185178361185383,,,,,,pass4a_is,pass4a_oos,True,0.0021636030243433746
MAD/e3,,,0.006554999191455746,,,,,,pass4a_is,pass4a_oos,True,0.05107327376626858
MAD/e4,,,-0.02348702134742453,,,,,,pass4a_is,pass4a_oos,True,0.056207317791842515
LEVEL (name/market),,,-0.0027435760171306,,,,,,pass4b_is,pass4b_oos,False,-0.0014339398734177777
SHAPE,,,-0.012580299785867277,,,,,,pass4b_is,pass4b_oos,False,-0.0012856012658226668
SD/q2,,,-0.011612382864417459,,,,,,pass4b_is,pass4b_oos,True,-0.001289017059477926
SD/q3,,,0.007592821211282574,,,,,,pass4b_is,pass4b_oos,True,-0.001338074786876975
SD/q4,,,0.021029242427224593,,,,,,pass4b_is,pass4b_oos,True,0.018127197659626337
SD/e2,,,0.02073409452903996,,,,,,pass4b_is,pass4b_oos,True,0.00366723977668304
SD/e3,,,0.018722425093392725,,,,,,pass4b_is,pass4b_oos,True,0.0231168460573139
SD/e4,,,0.025588021248002413,,,,,,pass4b_is,pass4b_oos,True,-9.387825830420304e-05
IQR/q2,,,-0.007689478372340686,,,,,,pass4b_is,pass4b_oos,True,0.01649595123153258
IQR/q3,,,-0.02804156315598183,,,,,,pass4b_is,pass4b_oos,True,0.012946002667119538
IQR/q4,,,0.0004375077747289513,,,,,,pass4b_is,pass4b_oos,True,0.023378019238844305
IQR/e2,,,0.013989306301800841,,,,,,pass4b_is,pass4b_oos,True,0.015520070113745787
IQR/e3,,,0.013989306301800841,,,,,,pass4b_is,pass4b_oos,True,0.015520070113745787
IQR/e4,,,0.031960659422298754,,,,,,pass4b_is,pass4b_oos,True,0.037985384850470205
SDDIFF/q2,,,0.015524625267665959,,,,,,pass4b_is,pass4b_oos,True,-0.001977848101265778
SDDIFF/q3,,,0.0010277530632318843,,,,,,pass4b_is,pass4b_oos,True,0.0009111098980644217
SDDIFF/q4,,,0.01737732698946548,,,,,,pass4b_is,pass4b_oos,True,0.01319526884824851
SDDIFF/e2,,,0.01328940771776066,,,,,,pass4b_is,pass4b_oos,True,0.009814308482907874
SDDIFF/e3,,,0.004917484446820164,,,,,,pass4b_is,pass4b_oos,True,-0.016851991813882528
SDDIFF/e4,,,-0.005091248734457654,,,,,,pass4b_is,pass4b_oos,True,0.01421520672634291
MAD/q2,,,0.030081373859224603,,,,,,pass4b_is,pass4b_oos,True,0.008875665437857005
MAD/q3,,,-0.014448680237220346,,,,,,pass4b_is,pass4b_oos,True,-0.02448749577155862
MAD/q4,,,0.015281712939948067,,,,,,pass4b_is,pass4b_oos,True,0.003755786919065751
MAD/e2,,,0.016235719840369645,,,,,,pass4b_is,pass4b_oos,True,0.015006157878791782
MAD/e3,,,-0.0007940805077659707,,,,,,pass4b_is,pass4b_oos,True,0.014416439679179938
MAD/e4,,,0.020133824887824447,,,,,,pass4b_is,pass4b_oos,True,0.01073222566534593
LEVEL (name/market),,,0.04484727376534403,,,,,,sign_holds_is,sign_holds,False,0.010699687424861937
SHAPE,,,0.06874107907507854,,,,,,sign_holds_is,sign_holds,False,0.01149314739120011
SD/q2,,,0.0352523512045021,,,,,,sign_holds_is,sign_holds,True,0.020209226539372294
SD/q3,,,0.008389828478731709,,,,,,sign_holds_is,sign_holds,True,-0.01852044496567551
SD/q4,,,-0.04970117389920259,,,,,,sign_holds_is,sign_holds,True,0.05462173222061395
SD/e2,,,-0.021521624160178998,,,,,,sign_holds_is,sign_holds,True,0.008320439616453235
SD/e3,,,0.0910142969718396,,,,,,sign_holds_is,sign_holds,True,0.1093025008686137
SD/e4,,,0.1160620503305233,,,,,,sign_holds_is,sign_holds,True,0.07844831331983237
IQR/q2,,,-0.038179513870920445,,,,,,sign_holds_is,sign_holds,True,0.03544328775427641
IQR/q3,,,0.008177146253113277,,,,,,sign_holds_is,sign_holds,True,0.045329647921066196
IQR/q4,,,-0.036119536564426236,,,,,,sign_holds_is,sign_holds,True,0.07148938182685116
IQR/e2,,,0.03475742189137199,,,,,,sign_holds_is,sign_holds,True,0.05876362457619089
IQR/e3,,,0.03475742189137199,,,,,,sign_holds_is,sign_holds,True,0.05876362457619089
IQR/e4,,,0.051716054735431505,,,,,,sign_holds_is,sign_holds,True,0.1316395467762993
SDDIFF/q2,,,0.07941764202112467,,,,,,sign_holds_is,sign_holds,True,0.009184900216398284
SDDIFF/q3,,,0.051799404129433735,,,,,,sign_holds_is,sign_holds,True,0.0024109936998631953
SDDIFF/q4,,,0.057046370487702225,,,,,,sign_holds_is,sign_holds,True,0.019253932874614965
SDDIFF/e2,,,0.027721348069982166,,,,,,sign_holds_is,sign_holds,True,0.03479663941671318
SDDIFF/e3,,,0.11023313475420526,,,,,,sign_holds_is,sign_holds,True,0.012612581030540526
SDDIFF/e4,,,0.1955940793354748,,,,,,sign_holds_is,sign_holds,True,0.07599039751869663
MAD/q2,,,-0.008336169265903193,,,,,,sign_holds_is,sign_holds,True,-0.000546519671580814
MAD/q3,,,0.05044041831485779,,,,,,sign_holds_is,sign_holds,True,-0.01285580556215482
MAD/q4,,,0.03789996384495309,,,,,,sign_holds_is,sign_holds,True,0.009698318349271706
MAD/e2,,,0.023555968527645188,,,,,,sign_holds_is,sign_holds,True,0.06059232300648609
MAD/e3,,,0.03852717199608702,,,,,,sign_holds_is,sign_holds,True,0.03145899444535194
