panel,anchor,ladder,chooser,k,anchor_rung,pick,moved,S_OBS_MARGIN,S_OBS_RATIO,S_PBOOT_TOP,S_PBOOT_MARGIN,pboot_argmax_agrees,is_stat_top,is_stat_second,is_spread,d,pick_OOS_Sharpe,anchor_OOS_Sharpe,pick_OOS_CAGR,pick_OOS_MaxDD,pick_CAGR,pick_Sharpe,pick_MaxDD,pick_H1,pick_H2,i_pick,i_moved,d_inner,iS_OBS_MARGIN,iS_OBS_RATIO,iS_PBOOT_TOP,iS_PBOOT_MARGIN
U56,A,N,CH_ISSHARPE,9,20,40,True,0.009061837892411615,0.06639360738822844,0.429,0.14200000000000002,True,1.1761934023688503,1.1661175520793465,0.15175934379625522,-0.06776183784551182,1.1010141536542355,1.1687759914997473,0.14033524612049586,-0.22984198631406594,0.134779599898325,1.128319973583018,-0.22984198631406594,1.2712689585975043,1.0285379281339,8,True,-0.364504161328989,0.003249878248488439,0.01706842006577201,0.201,0.064
U56,A,N,CH_ISCAGR,9,20,5,True,0.16907300413033446,0.356246340061545,0.8,0.6950000000000001,True,0.18764666887742631,0.16412623481870003,0.06602294932956476,-0.2628778746538627,0.9058981168458846,1.1687759914997473,0.17190400059573552,-0.2585359503365696,0.1789829066444839,0.9892280896266107,-0.25853595033656995,1.194420469731575,0.8351361958727229,5,True,-0.14196647303744747,0.12522146670637924,0.2209683728537985,0.662,0.51
U56,A,N,CH_ISDD,9,20,40,True,0.09825218727897246,0.11759921031908638,0.939,0.9219999999999999,True,-0.12581409077906602,-0.13952247957155728,0.1165687146647989,-0.06776183784551182,1.1010141536542355,1.1687759914997473,0.14033524612049586,-0.22984198631406594,0.134779599898325,1.128319973583018,-0.22984198631406594,1.2712689585975043,1.0285379281339,40,True,-0.006957918966031373,0.09825218727897246,0.11759921031908638,0.858,0.798
U56,A,H,CH_ISSHARPE,4,126,252,True,0.008682580057707844,0.4378617558223762,0.424,0.16899999999999998,True,1.1315014434422046,1.1218472896351326,0.022048406097810336,0.027592625355688183,1.1963686168554355,1.1687759914997473,0.17359942687788488,-0.21843527860630374,0.15912649336850393,1.1666934896483823,-0.21843527860630385,1.224335820741266,1.1295976327022477,252,True,-0.016076337645668737,0.046969570754055535,0.5137261051918504,0.513,0.281
U56,A,H,CH_ISCAGR,4,126,252,True,0.019100927029833126,0.24853088487223934,0.538,0.30900000000000005,True,0.14177127967108416,0.1391140719342452,0.010691660065528463,0.027592625355688183,1.1963686168554355,1.1687759914997473,0.17359942687788488,-0.21843527860630374,0.15912649336850393,1.1666934896483823,-0.21843527860630385,1.224335820741266,1.1295976327022477,252,True,-0.016076337645668737,0.13523969398967703,0.6255318169850044,0.693,0.5509999999999999
U56,A,H,CH_ISDD,4,126,21,True,0.07020693314125906,0.2305712256274721,0.522,0.22800000000000004,True,-0.11825916304387041,-0.1280546084388534,0.04248338173302357,-0.050565423659729714,1.1182105678400176,1.1687759914997473,0.15411578085439204,-0.20241628648552012,0.14366167985566558,1.1161284641319222,-0.20241628648552024,1.2103415611599029,1.0507552505315503,21,True,0.018545222373413273,0.07020693314125906,0.2305712256274721,0.5,0.22499999999999998
U56,A,GROSS,CH_ISSHARPE,10,0.75,0.75,False,9.777060389650415e-05,0.07795950761834587,0.789,0.67,True,1.1118991984993762,1.111790487443267,0.001394455396531269,0.0,1.1687759914997473,1.1687759914997473,0.17042230856703666,-0.19127563591226404,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,0.3,True,-0.0033756347538509424,5.727146264536308e-07,0.001339525683648515,0.47,0.06799999999999995
U56,A,GROSS,CH_ISCAGR,10,0.75,0.75,False,0.06708403930317232,0.11136984134566874,0.999,0.998,True,0.1391140719342452,0.12978173806498394,0.08379588007399263,0.0,1.1687759914997473,1.1687759914997473,0.17042230856703666,-0.19127563591226404,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,0.75,False,0.0,0.06475206878845641,0.10906063110996307,0.978,0.965
U56,A,GROSS,CH_ISDD,10,0.75,0.3,True,0.06696759121619086,0.1129953920708287,1.0,1.0,True,-0.056833405210360066,-0.06617688958777745,0.08268907436119721,-0.0021427340201125578,1.1666332574796348,1.1687759914997473,0.06737302975501991,-0.07990333123577409,0.06191553867891364,1.140499404891281,-0.07990333123577376,1.2032872488449897,1.0987852799176288,0.3,True,-0.0033756347538509424,0.06696759121619086,0.1129953920708287,1.0,1.0
U56,A,CADENCE,CH_ISSHARPE,4,W,W,False,0.007054950294689179,0.2162853271373104,0.3,0.0040000000000000036,False,1.1118991984993762,1.1040548049212584,0.03626872743493026,0.0,1.1687759914997473,1.1687759914997473,0.17042230856703666,-0.19127563591226404,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,Q,True,-0.09412866159726985,0.01026154940425394,0.12222721725332478,0.404,0.062
