panel,ma,g_low,L,obs,se,t
U56,100,0.375,126,0.031245872985956158,0.05917265631586801,0.5280458058053602
U56,100,0.5625,126,0.028147930457325776,0.027351410362370748,1.029121719297183
U56,100,0.675,126,0.013658091868829825,0.010280434556337138,1.3285519978735343
U56,150,0.375,126,0.04437143605484928,0.04903471302380686,0.9048984549640677
U56,150,0.5625,126,0.03318638177611821,0.023287320058823693,1.425083766285237
U56,150,0.675,126,0.015430985149348375,0.008879146093619877,1.7378906695134042
U56,200,0.375,126,0.029445854305280017,0.047666302670863955,0.617749912524237
U56,200,0.5625,126,0.025407632442432382,0.022920424866463632,1.108514898413072
U56,200,0.675,126,0.01230908051395807,0.008808569925043823,1.3973982858400062
U56,250,0.375,126,0.021216096094375914,0.05078808246646806,0.41773768695408947
U56,250,0.5625,126,0.020806652544984372,0.024648194598321422,0.8441450939535075
U56,250,0.675,126,0.010442902506247131,0.009527138065156801,1.0961216720936917
B136,100,0.375,126,0.019738155437669436,0.05352070863233191,0.36879473276902014
B136,100,0.5625,126,0.021104847629727086,0.02515836708152037,0.8388798669381557
B136,100,0.675,126,0.010674025448290436,0.009565530290667422,1.1158843392827384
B136,150,0.375,126,0.02305507425636466,0.04843254594956195,0.4760244130129852
B136,150,0.5625,126,0.021775083812708207,0.023008025602864822,0.9464125339810515
B136,150,0.675,126,0.010799935363427826,0.008816594481631471,1.2249554389655162
B136,200,0.375,126,0.015226106949858709,0.04876635161620192,0.3122256729330568
B136,200,0.5625,126,0.0172679861357945,0.023210630974615093,0.7439688371539782
B136,200,0.675,126,0.00893477745009652,0.008916035365597747,1.002102064844997
B136,250,0.375,126,0.004939010777402331,0.048743000655585914,0.10132758982773711
B136,250,0.5625,126,0.011473944448795903,0.023524183189461822,0.48775102439841184
B136,250,0.675,126,0.0065635729597988135,0.009106547289656984,0.720753184607472
